,company_industry,company_ipo_code,company_country,company_revenue,company_name,company_rank
5861,['Food'],MNHVF,Norway,$8.05 B,Mowi,1665
5862,"['Professionalservices', 'Engineering']",TTEK,USA,$8.06 B,Tetra Tech,1663
5863,[],ICICIPRULI.NS,India,$8.07 B,ICICI Prulife,1661
5864,[],MEZ.AX,New Zealand,$8.09 B,Meridian Energy,1660
5865,"['Utilitycompanies', 'OilGas', 'Energy']",UGI,USA,$8.12 B,UGI Corporation,1657
5866,"['Airlines', 'Travel', 'Transportation']",BABWF,Spain,$8.10 B,International Consolidated Airlines,1659
5867,"['Beverages', 'Alcoholicbeverages']",UNITDSPR.BO,India,$8.10 B,United Spirits,1658
5868,"['Banks', 'Financialservices']",JEF,USA,$8.14 B,Jefferies Financial Group,1656
5869,['Advertising'],4324.T,Japan,$8.15 B,Dentsu,1655
5870,"['Biotech', 'DiagnosticsandTesting']",EXAS,USA,$8.15 B,Exact Sciences,1654
5871,"['Software', 'Tech']",G,Bermuda,$8.15 B,Genpact,1653
5872,"['Steelproducers', 'Steelindustry']",CLF,USA,$8.15 B,Cleveland-Cliffs,1652
5873,['Financialservices'],SEIC,USA,$8.16 B,SEI Investments,1651
5874,"['Mining', 'Manufacturing', 'Machinerymanufacturing']",MOCORP.HE,Finland,$8.16 B,Metso Outotec (Mo Group),1650
5875,['Insurance'],UNM,USA,$8.16 B,Unum,1649
5876,"['REITs', 'Realestate', 'Investment']",NNN,USA,$8.17 B,National Retail Properties,1648
5877,"['Alcoholicbeverages', 'Beverages']",CUERVO.MX,Mexico,$8.19 B,Becle,1647
5878,['StaffingEmploymentServices'],BZ,China,$8.19 B,Kanzhun,1646
5879,['Investment'],C07.SI,Singapore,$8.20 B,Jardine Cycle & Carriage,1645
5880,"['Healthcare', 'MedicalCareFacilities']",APOLLOHOSP.NS,India,$8.21 B,Apollo Hospitals,1643
5881,[],LIFCO-B.ST,Sweden,$8.20 B,Lifco,1644
5882,['Pharmaceuticals'],1099.HK,China,$8.21 B,Sinopharm,1642
5883,"['Infrastructure', 'OilGas', 'Transportation', 'Energy']",PAA,USA,$8.22 B,Plains All American Pipeline,1641
5884,"['MotorcycleManufacturers', 'Manufacturing']",7272.T,Japan,$8.26 B,Yamaha Motor,1639
5885,['Aluminum'],AA,USA,$8.24 B,Alcoa,1640
5886,[],SWCH,USA,$8.27 B,Switch,1638
5887,[],CHDN,USA,$8.27 B,Churchill Downs,1637
5888,"['Airlines', 'Travel', 'Transportation']",601021.SS,China,$8.29 B,Spring Airlines,1634
5889,[],FNLPF,Mexico,$8.28 B,Fresnillo,1636
5890,['Food'],51C.F,Denmark,$8.28 B,Chr. Hansen,1635
5891,"['OilGas', 'Energy']",ARX.TO,Canada,$8.29 B,ARC Resources,1631
5892,[],HAS,USA,$8.29 B,Hasbro,1633
5893,['Education'],PSO,UK,$8.29 B,Pearson,1632
5894,"['Internet', 'Tech']",BILI,China,$8.31 B,Bilibili,1630
5895,['Telecommunication'],SKM,South Korea,$8.32 B,SK Telecom,1629
5896,['Investment'],BAJAJHLDNG.NS,India,$8.34 B,Bajaj Holdings & Investment,1627
5897,[],IVZ,USA,$8.34 B,Invesco,1626
5898,[],CGNX,USA,$8.32 B,Cognex,1628
5899,"['Software', 'Tech']",TWLO,USA,$8.35 B,Twilio,1625
5900,['Tech'],2395.TW,Taiwan,$8.36 B,Advantech,1622
5901,['Medicaldevices'],PEN,USA,$8.35 B,Penumbra,1624
5902,"['Banks', 'Financialservices']",WBS,USA,$8.35 B,Webster Financial,1623
5903,['Healthcare'],SGFY,USA,$8.38 B,Signify Health,1621
5904,['Telecommunication'],ELISA.HE,Finland,$8.41 B,Elisa,1618
5905,['Banks'],CBSH,USA,$8.40 B,Commerce Bancshares,1619
5906,"['ECommerce', 'Internet', 'Clothing', 'Tech', 'Retail', 'DAX']",ZAL.DE,Germany,$8.38 B,Zalando,1620
5907,['Packaging'],SIGN.SW,Switzerland,$8.41 B,SIG Combibloc,1617
5908,['Medicaldevices'],SWAV,USA,$8.44 B,ShockWave Medical,1615
5909,"['Realestate', 'Internet', 'Tech']",ZG,USA,$8.42 B,Zillow,1616
5910,"['Retail', 'SupermarketChains']",KESKOA.HE,Finland,$8.44 B,Kesko,1614
5911,"['Software', 'Tech']",DOCU,USA,$8.44 B,DocuSign,1613
5912,"['Internet', 'ECommerce', 'Tech']",ADE.OL,Norway,$8.47 B,Adevinta,1612
5913,"['Healthcare', 'Medicaldevices']",FPH.NZ,New Zealand,$8.48 B,Fisher & Paykel Healthcare,1611
5914,[],LECO,USA,$8.49 B,Lincoln Electric,1609
5915,['Beverages'],CELH,USA,$8.48 B,Celsius Holdings,1610
5916,[],VACN.SW,Switzerland,$8.52 B,VAT Group,1606
5917,"['Pharmaceuticals', 'Biotech']",CTLT,USA,$8.49 B,Catalent,1608
5918,"['Mining', 'Goldmining']",NST.AX,Australia,$8.52 B,Northern Star,1607
5919,"['Beverages', 'Alcoholicbeverages']",RCO.PA,France,$8.54 B,RÃ©my Cointreau,1601
5920,['Chemicals'],3402.T,Japan,$8.54 B,Toray Industries,1604
5921,['Realestate'],0101.HK,Hong Kong,$8.54 B,Hang Lung Properties,1603
5922,[],A17U.SI,Singapore,$8.54 B,Ascendas Reit,1602
5923,['Realestate'],AZRG.TA,Israel,$8.53 B,Azrieli Group,1605
5924,[],FRT,USA,$8.77 B,Federal Realty Investment Trust,1579
5925,[],PNW,USA,$8.78 B,Pinnacle West Capital,1578
5926,"['Airlines', 'Travel', 'Transportation']",AAL,USA,$8.80 B,American Airlines,1575
5927,['Realestate'],0004.HK,Hong Kong,$8.79 B,Wharf Holdings,1577
5928,['Chemicals'],EVK.DE,Germany,$8.80 B,Evonik Industries,1574
5929,[],ADT,USA,$8.79 B,ADT,1576
5930,[],000876.SZ,China,$8.80 B,New Hope Liuhe,1573
5931,['AutomotiveSuppliers'],KBX.DE,Germany,$8.83 B,Knorr-Bremse,1571
5932,[],CFR,USA,$8.83 B,Cullen/Frost Bankers,1572
5933,[],BPCL.NS,India,$8.84 B,Bharat Petroleum,1570
5934,"['Railways', 'Transportation']",GET.PA,France,$8.85 B,Getlink,1568
5935,"['Transportation', 'Courier']",TFII,Canada,$8.86 B,TFI International,1566
5936,['Clothing'],TPR,USA,$8.85 B,Tapestry,1569
5937,"['Pharmaceuticals', 'Biotech']",RDY,India,$8.86 B,Dr. Reddy's,1567
5938,"['Financialservices', 'Stockexchanges', 'StockCryptoexchanges']",ASX.AX,Australia,$8.88 B,ASX,1565
5939,[],5802.T,Japan,$8.88 B,Sumitomo Denki KÅgyÅ,1564
5940,"['Pharmaceuticals', 'Biotech']",REC.MI,Italy,$8.92 B,Recordati,1562
5941,['Beverages'],CCH.L,Switzerland,$8.95 B,Coca-Cola HBC,1558
5942,"['Banks', 'Financialservices']",2016.HK,China,$8.90 B,China Zheshang Bank,1563
5943,"['Software', 'Tech', 'ITsecurity']",FFIV,USA,$8.96 B,F5 Networks,1557
5944,"['Software', 'Tech']",TOST,USA,$8.96 B,Toast,1556
5945,[],KCHOL.IS,Turkey,$8.94 B,KoÃ§ Holding,1561
5946,['Tobacco'],033780.KS,South Korea,$8.99 B,KT&G (Korea Tobacco),1555
5947,['Transportation'],KNX,USA,$9.00 B,Knight-Swift,1554
5948,[],6988.T,Japan,$9.00 B,Nitto Denko,1553
5949,[],LSI,USA,$9.03 B,Life Storage,1551
5950,"['AutomotiveSuppliers', 'Defensecontractors']",RHM.F,Germany,$9.00 B,Rheinmetall,1552
5951,[],2382.TW,Taiwan,$9.04 B,Quanta Computer,1550
5952,[],AOS,USA,$9.05 B,A. O. Smith,1548
5953,[],STOR,USA,$9.04 B,STORE Capital,1549
5954,['Consumergoods'],TATACONSUM.NS,India,$9.06 B,Tata Consumer Products,1547
5955,"['Semiconductors', 'Tech']",688012.SS,China,$9.06 B,AMEC,1546
5956,"['Pulpandpaper', 'Manufacturing']",MNDI.L,UK,$9.09 B,Mondi,1545
5957,"['Energy', 'Electricity', 'Utilitycompanies']",ORG.AX,Australia,$9.11 B,Origin Energy,1543
5958,"['Banks', 'Financialservices']",2885.TW,Taiwan,$9.09 B,Yuanta Financial Holding,1544
5959,[],CPN.BK,Thailand,$9.12 B,Central Pattana,1542
5960,['Packaging'],WRK,USA,$9.14 B,Westrock,1541
5961,['Healthcare'],UHS,USA,$9.14 B,Universal Health Services,1540
5962,['Food'],JBSS3.SA,Brazil,$9.15 B,JBS,1539
5963,[],LII,USA,$9.15 B,Lennox,1538
5964,[],CASY,USA,$9.20 B,Casey's General Stores,1534
5965,"['Banks', 'Financialservices']",MZTF.TA,Israel,$9.17 B,Mizrahi-Tefahot,1536
5966,"['Clothing', 'Retail']",NXT.L,UK,$9.15 B,Next plc,1537
5967,"['Electronics', 'Tech']",6701.T,Japan,$9.21 B,NEC Corp,1533
5968,['Financialservices'],BKI,USA,$9.21 B,Black Knight,1532
5969,[],SNX,USA,$9.23 B,Synnex,1529
5970,"['Pharmaceuticals', 'Biotech']",LEGN,USA,$9.19 B,Legend Biotech,1535
5971,['HomeKitchenAppliances'],HAVELLS.NS,India,$9.22 B,Havells India,1531
5972,[],RR.L,UK,$9.22 B,Rolls-Royce Holdings,1530
5973,['Medicaldevices'],COH.AX,Australia,$9.23 B,Cochlear,1528
5974,['Telecommunication'],LBTYB,UK,$9.26 B,Liberty Global,1527
5975,['Telecommunication'],6823.HK,Hong Kong,$9.27 B,Hong Kong Telecom,1523
5976,"['Airlines', 'Travel', 'Transportation']",900945.SS,China,$9.26 B,Hainan Airlines,1526
5977,"['Banks', 'Financialservices']",EWBC,USA,$9.27 B,East West Bancorp,1525
5978,['Financialservices'],XP,Brazil,$9.28 B,XP Inc.,1522
5979,"['Pharmaceuticals', 'Biotech']",IPN.PA,France,$9.31 B,Ipsen,1521
5980,"['SupermarketChains', 'Retail']",2912.TW,Taiwan,$9.27 B,President Chain Store (PSCS),1524
5981,[],BJ,USA,$9.33 B,BJ's Wholesale Club,1520
5982,"['Electronics', 'Aerospace', 'Defensecontractors']",BEL.NS,India,$9.34 B,Bharat Electronics,1519
5983,['Financialservices'],SBICARD.NS,India,$9.34 B,SBI Card,1517
5984,['Mining'],CCJ,Canada,$9.34 B,Cameco,1518
5985,"['autoparts', 'AutomotiveSuppliers', 'Manufacturing']",HLE.F,Germany,$9.36 B,HELLA,1514
5986,['Food'],PFGC,USA,$9.34 B,Performance Food Group,1516
5987,"['OilGas', 'OilGasEquipmentServices']",AR,USA,$9.43 B,Antero Resources,1511
5988,['Defensecontractors'],HII,USA,$9.35 B,Huntington Ingalls Industries,1515
5989,[],2007.HK,China,$9.36 B,Country Garden,1513
5990,[],9143.T,Japan,$9.43 B,SG Holdings,1509
5991,"['Airlines', 'Travel', 'Transportation']",INDIGO.NS,India,$9.44 B,InterGlobe Aviation,1508
5992,"['OilGas', 'Energy']",2883.HK,China,$9.47 B,China Oilfield Services,1506
5993,[],RGEN,USA,$9.45 B,Repligen,1507
5994,[],PRY.MI,Italy,$9.49 B,Prysmian Group,1505
5995,['Advertising'],LAMR,USA,$9.50 B,Lamar Advertising,1504
5996,"['Tech', 'TechHardware', 'Electronics']",0992.HK,Hong Kong,$9.50 B,Lenovo,1503
5997,"['Manufacturing', 'Electronics']",JBL,USA,$9.50 B,Jabil,1502
5998,"['Semiconductors', 'Tech']",QRVO,USA,$9.67 B,Qorvo,1475
5999,"['Packaging', 'Manufacturing']",CCK,USA,$9.68 B,Crown Holdings,1473
6000,"['Pharmaceuticals', 'Biotech']",TEVA,Israel,$9.50 B,Teva Pharmaceutical Industries,1501
6001,['Telecommunication'],INW.MI,Italy,$9.68 B,INWIT,1472
6002,[],ARCC,USA,$9.70 B,Ares Capital,1468
6003,"['Tech', 'Internet']",YNDX.ME,Netherlands,$9.70 B,Yandex,1467
6004,['Insurance'],RGA,USA,$9.70 B,Reinsurance Group of America,1469
6005,"['Tech', 'TechHardware']",LOGI,Switzerland,$9.70 B,Logitech,1471
6006,"['DAX', 'Healthcare']",FMS,Germany,$9.72 B,Fresenius Medical Care,1466
6007,"['Electricity', 'Energy']",KEP,South Korea,$9.73 B,Korea Electric Power,1464
6008,[],BRKR,USA,$9.73 B,Bruker,1463
6009,['Insurance'],AEG,Netherlands,$9.72 B,AEGON,1465
6010,"['Banks', 'Financialservices']",CS,Switzerland,$9.73 B,Credit Suisse,1460
6011,[],NFE,USA,$9.73 B,New Fortress Energy,1462
6012,"['Electronics', 'Manufacturing']",FLEX,Singapore,$9.76 B,Flex,1459
6013,"['Banks', 'Financialservices']",BCH,Chile,$9.73 B,Banco de Chile,1461
6014,['Electronics'],3008.TW,Taiwan,$9.77 B,Largan Precision,1458
6015,['Investment'],TPG,USA,$9.80 B,TPG Capital,1457
6016,"['Realestate', 'Investment', 'REITs']",C38U.SI,Singapore,$9.82 B,CapitaLand Mall Trust,1454
6017,['DiagnosticsandTesting'],SHL.AX,Australia,$9.84 B,Sonic Healthcare,1453
6018,['Retail'],BBWI,USA,$9.82 B,Bath & Body Works,1455
6019,[],WSC,USA,$9.81 B,WillScot,1456
6020,"['Chemicals', 'DAX']",BNR.DE,Germany,$9.86 B,Brenntag,1452
6021,"['Software', 'Internet', 'Tech', 'ITsecurity']",OKTA,USA,$9.87 B,Okta,1451
6022,['Sportsgoods'],DKS,USA,$9.88 B,Dick's Sporting Goods,1450
6023,['Financialservices'],086790.KS,South Korea,$9.90 B,Hana Financial Group,1449
6024,"['Engineering', 'Manufacturing']",SPX.L,UK,$9.94 B,Spirax-Sarco Engineering,1442
6025,"['Banks', 'Financialservices']",323410.KS,South Korea,$9.91 B,KakaoBank,1446
6026,['Insurance'],032830.KS,South Korea,$9.91 B,Samsung Life Insurance,1447
6027,"['Mining', 'Goldmining']",GFI,South Africa,$9.94 B,Gold Fields,1443
6028,"['Realestate', 'Investment']",H78.SI,Hong Kong,$9.91 B,Hongkong Land,1448
6029,[],FIVE,USA,$9.91 B,Five Below,1445
6030,"['OilGas', 'Energy']",5020.T,Japan,$9.95 B,ENEOS Holdings,1441
6031,['Conglomerate'],HLMA.L,UK,$9.91 B,Halma,1444
6032,"['Banks', 'Financialservices']",SCB.BK,Thailand,$9.97 B,SCB (Siam Commercial Bank),1437
6033,[],WES,USA,$9.95 B,Western Midstream,1439
6034,[],MTN,USA,$9.95 B,Vail Resorts,1440
6035,[],NLY,USA,$9.97 B,Annaly Capital Management,1438
6036,"['Banks', 'Insurance', 'Financialservices']",SUN.AX,Australia,$9.99 B,Suncorp,1434
6037,"['Luxurygoods', 'Clothing']",BRBY.L,UK,$9.98 B,Burberry,1435
6038,['Beverages'],2267.T,Japan,$9.98 B,Yakult,1436
6039,"['Footwear', 'Retail']",DECK,USA,$10.00 B,Deckers Brands,1433
6040,"['Financialservices', 'Banks']",2880.TW,Taiwan,$10.03 B,Hua Nan Financial Holdings,1430
6041,"['Steelproducers', 'Steelindustry']",GGB,Brazil,$10.02 B,Gerdau,1432
6042,['Electronics'],6645.T,Japan,$10.03 B,Omron,1429
6043,"['Airlines', 'Travel', 'Transportation']",9202.T,Japan,$10.02 B,ANA Holdings,1431
6044,"['Airlines', 'Travel', 'Transportation']",THYAO.IS,Turkey,$10.05 B,Turkish Airlines,1427
6045,['Agriculture'],AGCO,USA,$10.04 B,AGCO,1428
6046,"['OilGas', 'Energy', 'Chemicals']",SSL,South Africa,$10.05 B,Sasol,1426
6047,"['Healthcare', 'MedicalCareFacilities']",RHC.AX,Australia,$10.06 B,Ramsay Health Care,1425
6048,['Chemicals'],3407.T,Japan,$10.09 B,Asahi Kasei,1422
6049,"['Entertainment', 'Gambling', 'Videogames', 'Tech', 'Internet']",ENT.L,Isle of Man,$10.08 B,Entain,1423
6050,[],WSO,USA,$10.07 B,Watsco,1424
6051,[],DAR,USA,$10.10 B,Darling Ingredients,1421
6052,"['Semiconductors', 'Tech', 'TechHardware', 'Electronics']",WOLF,USA,$10.10 B,Wolfspeed,1420
6053,['Financialservices'],MORN,USA,$10.11 B,Morningstar,1419
6054,"['Banks', 'Financialservices']",BDOUY,Philippines,$10.12 B,BDO Unibank,1418
6055,['Realestate'],0083.HK,Hong Kong,$10.12 B,Sino Land,1417
6056,[],PHM,USA,$10.16 B,PulteGroup,1414
6057,[],FBK.MI,Italy,$10.15 B,FinecoBank,1415
6058,"['Software', 'Tech']",SGE.L,UK,$10.13 B,Sage Group,1416
6059,['Realestate'],BXP,USA,$10.18 B,Boston Properties,1410
6060,['Insurance'],FNF,USA,$10.17 B,Fidelity National Financial,1411
6061,['Retail'],SCG.AX,Australia,$10.16 B,Scentre Group,1413
6062,['Chemicals'],EMN,USA,$10.16 B,Eastman Chemical,1412
6063,"['Railways', 'Transportation']",9021.T,Japan,$10.19 B,West Japan Railway,1409
6064,"['OilGas', 'Energy']",GZ5.F,Portugal,$10.20 B,Galp Energia,1408
6065,"['Hotels', 'Travel']",H,USA,$10.22 B,Hyatt Hotels,1405
6066,"['Alcoholicbeverages', 'Beverages']",2587.T,Japan,$10.24 B,Suntory,1402
6067,['Construction'],ANA.MC,Spain,$10.23 B,Acciona,1404
6068,"['OilGas', 'Energy']",DINO,USA,$10.27 B,HF Sinclair,1401
6069,[],REXR,USA,$10.21 B,Rexford Industrial,1407
6070,"['Banks', 'Financialservices']",CBK.F,Germany,$10.23 B,Commerzbank,1403
6071,['Mining'],IVN.TO,Canada,$10.54 B,Ivanhoe Mines,1376
6072,"['Gambling', 'Entertainment']",CZR,USA,$10.54 B,Caesars Entertainment,1375
6073,['Financialservices'],RYAN,USA,$10.58 B,Ryan Specialty Group,1373
6074,"['Carrental', 'RentalLeasingServices']",RENT3.SA,Brazil,$10.61 B,Localiza,1370
6075,[],SCI,USA,$10.60 B,Service Corporation International,1371
6076,['Investment'],LUND-B.ST,Sweden,$10.63 B,LundbergfÃ¶retagen,1369
6077,[],DIVISLAB.NS,India,$10.59 B,Divis Laboratories,1372
6078,['Professionalservices'],RAND.AS,Netherlands,$10.71 B,Randstad,1368
6079,[],SHREECEM.NS,India,$10.72 B,Shree Cement,1366
6080,['Financialservices'],CPU.AX,Australia,$10.72 B,Computershare,1367
6081,"['Professionalservices', 'ITservices']",LTI.BO,India,$10.73 B,Larsen & Toubro Infotech,1365
6082,"['Software', 'Tech']",DOX,USA,$10.76 B,Amdocs,1363
6083,['Internet'],REA.AX,Australia,$10.76 B,REA Group,1362
6084,['Investment'],INDU-A.ST,Sweden,$10.74 B,Industrivarden,1364
6085,['Beverages'],VBL.NS,India,$10.78 B,Varun Beverages,1359
6086,[],CHMF.ME,Russia,$10.76 B,Severstal,1360
6087,[],NMR,Japan,$10.76 B,Nomura Holdings,1361
6088,['Telecommunication'],TELIA.ST,Sweden,$10.78 B,Telia Company,1358
6089,"['StockCryptoexchanges', 'Tech', 'Internet', 'Financialservices', 'Bitcoin']",COIN,USA,$10.80 B,Coinbase,1355
6090,['Aluminum'],601600.SS,China,$10.78 B,Aluminum Corporation of China,1356
6091,[],INF.L,UK,$10.78 B,Informa plc,1357
6092,"['Software', 'Tech']",DT,USA,$10.83 B,Dynatrace,1354
6093,['Biotech'],CRL,USA,$10.83 B,Charles River Laboratories,1353
6094,['Electronics'],WDC,USA,$10.84 B,Western Digital,1352
6095,['Financialservices'],5871.TW,Taiwan,$10.84 B,Chailease Holding,1351
6096,"['Pharmaceuticals', 'Biotech']",CIPLA.NS,India,$10.84 B,Cipla,1350
6097,"['Healthcare', 'MedicalCareFacilities']",RDOR3.SA,Brazil,$10.85 B,Rede D'Or Sao Luiz,1348
6098,['Pharmaceuticals'],1177.HK,China,$10.87 B,Sino Biopharmaceutical,1346
6099,[],NEXI.MI,Italy,$10.99 B,Nexi,1345
6100,['Chemicals'],YAR.OL,Norway,$10.87 B,Yara International,1347
6101,"['Tech', 'Electronics', 'TechHardware']",STX,Ireland,$10.85 B,Seagate Technology,1349
6102,"['Software', 'Tech']",600588.SS,China,$11.00 B,Yonyou,1344
6103,[],EICHERMOT.NS,India,$11.02 B,Eicher Motors,1342
6104,"['Software', 'Tech']",PCTY,USA,$11.02 B,Paylocity,1343
6105,[],MAS,USA,$11.03 B,Masco,1340
6106,['Healthcare'],HSIC,USA,$11.03 B,Henry Schein,1339
6107,['Chemicals'],CE,USA,$11.04 B,Celanese,1337
6108,['Automakers'],2207.TW,Taiwan,$11.03 B,Hotai Motor,1341
6109,[],8309.T,Japan,$11.04 B,Sumitomo Mitsui Trust Holdings,1338
6110,"['Software', 'Tech']",BSY,USA,$11.10 B,Bentley Systems,1334
6111,['Transportation'],BXB.AX,Australia,$11.05 B,Brambles,1336
6112,"['Chemicals', 'Fertilizercompanies']",ICL,Israel,$11.08 B,Israel Chemicals,1335
6113,"['DAX', 'Biotech']",QGEN,Netherlands,$11.13 B,Qiagen,1333
6114,"['Financialservices', 'Insurance']",CNA,USA,$11.14 B,CNA Financial,1331
6115,"['Aerospace', 'Defensecontractors', 'Aircraftmanufacturers']",HAL.NS,India,$11.17 B,Hindustan Aeronautics,1330
6116,"['Banks', 'Financialservices']",1023.KL,Malaysia,$11.14 B,CIMB Group,1332
6117,['Conglomerate'],GODREJCP.NS,India,$11.18 B,Godrej,1329
6118,"['Electricity', 'Utilitycompanies']",0006.HK,Hong Kong,$11.23 B,Power Assets,1326
6119,"['Banks', 'Financialservices']",8308.T,Japan,$11.20 B,Resona Holdings,1328
6120,"['Banks', 'Financialservices']",INDUSINDBK.NS,India,$11.20 B,IndusInd Bank,1327
6121,"['Utilitycompanies', 'Electricity', 'Energy']",NI,USA,$11.23 B,NiSource,1325
6122,"['Clothing', 'Footwear']",VFC,USA,$11.25 B,VF Corporation,1323
6123,"['Transportation', 'Containershipping', 'Maritimetransportation']",9101.T,Japan,$11.23 B,Nippon YÅ«sen,1324
6124,['Advertising'],WPP,UK,$11.26 B,WPP,1322
6125,[],FMCCT,USA,$11.27 B,Freddie Mac,1320
6126,['Realestate'],BPYPP,Bermuda,$11.29 B,Brookfield Property Partners,1319
6127,['Medicaldevices'],TFX,USA,$11.27 B,Teleflex,1321
6128,[],FCNCA,USA,$11.30 B,First Citizens BancShares,1317
6129,"['Realestate', 'Investment']",REG,USA,$11.30 B,Regency Centers,1318
6130,"['Banks', 'Financialservices']",BBNI.JK,Indonesia,$11.32 B,Bank Negara Indonesia,1313
6131,['Transportation'],CHRW,USA,$11.31 B,C. H. Robinson,1316
6132,['Financialservices'],TRU,USA,$11.32 B,TransUnion,1314
6133,"['Food', 'FoodDelivery', 'Internet', 'Tech', 'Ridesharing']",GRAB,Singapore,$11.32 B,Grab Holdings,1315
6134,"['Beverages', 'Alcoholicbeverages']",TBVPF,Thailand,$11.32 B,Thai Beverage,1312
6135,"['Financialservices', 'Banks']",2892.TW,Taiwan,$11.34 B,First Financial Holding,1311
6136,"['Financialservices', 'Insurance']",EQH,USA,$11.35 B,Equitable Holdings,1310
6137,"['DAX', 'Internet', 'FoodDelivery', 'Food', 'Tech']",DHER.F,Germany,$11.36 B,Delivery Hero,1309
6138,"['Food', 'Consumergoods']",UNVR.JK,Indonesia,$11.38 B,Unilever Indonesia,1308
6139,[],ABN.AS,Netherlands,$11.39 B,ABN AMRO,1306
6140,"['Cement', 'Buildingmaterials']",SCC.BK,Thailand,$11.42 B,Siam Cement,1304
6141,"['Construction', 'CAC40', 'Conglomerate']",EN.PA,France,$11.39 B,Bouygues,1307
6142,"['DAX', 'Aerospace']",MTX.DE,Germany,$11.39 B,MTU Aero Engines,1305
6143,"['Toolmanufacturers', 'Manufacturing']",SWK,USA,$11.42 B,Stanley Black & Decker,1301
6144,"['Pharmaceuticals', 'Biotech']",VIFN.SW,Switzerland,$11.42 B,Vifor Pharma,1302
6145,[],AFG,USA,$11.73 B,American Financial Group,1276
6146,['Healthcare'],Q0F.SI,Malaysia,$11.72 B,IHH Healthcare,1277
6147,"['Chemicals', 'PaintCoating']",AKZA.AS,Netherlands,$11.73 B,AkzoNobel,1275
6148,"['Software', 'Tech']",AVV.L,UK,$11.75 B,AVEVA,1273
6149,['Medicalequipment'],SNN,UK,$11.83 B,Smith & Nephew,1269
6150,['Pulpandpaper'],STEAV.HE,Finland,$11.87 B,Stora Enso,1267
6151,"['Banks', 'Financialservices']",BANKBARODA.NS,India,$11.81 B,Bank of Baroda,1270
6152,['Professionalservices'],BVI.PA,France,$11.89 B,Bureau Veritas,1266
6153,"['Electronics', 'Tech', 'TechHardware']",LGLG.F,South Korea,$11.74 B,LG Electronics,1274
6154,"['Banks', 'Financialservices', 'Insurance']",5880.TW,Taiwan,$11.90 B,Taiwan Cooperative Financial,1265
6155,"['DiagnosticsandTesting', 'Biotech']",BIM.PA,France,$11.93 B,bioMÃ©rieux,1264
6156,"['Banks', 'Financialservices']",1050.SR,Saudi Arabia,$11.85 B,Banque Saudi Fransi,1268
6157,['Realestate'],8830.T,Japan,$11.94 B,Sumitomo Realty & Development,1263
6158,"['Internet', 'OnlineDating', 'Tech']",MTCH,USA,$12.02 B,Match Group,1260
6159,['Chemicals'],003670.KS,South Korea,$11.97 B,POSCO Chemical,1262
6160,"['Alcoholicbeverages', 'Beverages']",CPR.MI,Italy,$12.01 B,Campari,1261
6161,['Food'],1216.TW,Taiwan,$12.04 B,Uni-President Enterprises,1257
6162,['Healthcare'],BIO,USA,$12.04 B,Bio-Rad Laboratories,1258
6163,"['Banks', 'Financialservices']",BAER.SW,Switzerland,$12.03 B,Julius BÃ¤r,1259
6164,"['Pharmaceuticals', 'Biotech']",4151.T,Japan,$12.05 B,kyowa Kirin,1256
6165,['Construction'],1928.T,Japan,$12.07 B,Sekisui House,1255
6166,"['Electricity', 'Energy', 'Utilitycompanies']",TNABY,Malaysia,$12.07 B,Tenaga Nasional,1254
6167,[],NN.AS,Netherlands,$12.12 B,NN Group,1251
6168,[],AXON,USA,$12.10 B,Axon Enterprise,1253
6169,[],ALFA.ST,Sweden,$12.11 B,Alfa Laval,1252
6170,['Realestate'],DLF.NS,India,$12.16 B,DLF,1249
6171,[],CPT,USA,$12.17 B,Camden Property Trust,1247
6172,"['Airlines', 'Travel', 'Transportation']",C6L.SI,Singapore,$12.17 B,Singapore Airlines,1248
6173,"['Banks', 'Financialservices']",1080.SR,Saudi Arabia,$12.12 B,Arab National Bank,1250
6174,['Pharmaceuticals'],4528.T,Japan,$12.20 B,Ono Pharmaceutical,1246
6175,"['Banks', 'Financialservices']",POLI.TA,Israel,$12.22 B,Bank Hapoalim,1245
6176,"['Steelproducers', 'Steelindustry', 'Aluminum']",RS,USA,$12.25 B,Reliance Steel & Aluminum,1244
6177,"['Mining', 'Goldmining']",600547.SS,China,$12.30 B,Shandong Gold Mining,1242
6178,"['Banks', 'Financialservices']",600015.SS,China,$12.28 B,Hua Xia Bank,1243
6179,[],SIVB,USA,$12.31 B,SVB Financial Group,1241
6180,"['Banks', 'Financialservices']",EBO.F,Austria,$12.32 B,Erste Group Bank,1240
6181,['Telecommunication'],VIV,Brazil,$12.39 B,Telefonica Brasil,1238
6182,"['OilGas', 'Energy']",OVV,USA,$12.41 B,Ovintiv,1237
6183,"['Banks', 'Financialservices']",601229.SS,China,$12.43 B,Bank of Shanghai,1234
6184,"['Automakers', 'ElectricVehicles']",PSNY,Sweden,$12.42 B,Polestar,1236
6185,"['Software', 'Tech']",MDB,USA,$12.34 B,MongoDB,1239
6186,"['Energy', 'Electricity', 'DAX']",ENR.F,Germany,$12.43 B,Siemens Energy,1235
6187,"['Software', 'Tech']",NICE,Israel,$12.43 B,NICE,1233
6188,['Entertainment'],TME,China,$12.44 B,Tencent Music,1232
6189,[],BNZL.L,UK,$12.45 B,Bunzl,1231
6190,[],PKG,USA,$12.51 B,Packaging Corporation of America,1226
