,company_founded,company_location,company_industry,company_name,company_employees,company_website
0,['July 2017'],[],['cryptocurrency industry\xa0'],Binance,[],"['www', '.binance', '.com']"
1,['2004'],"['Taipei', 'Taiwan']",['Food and Beverage'],Gourmet Master Co. Ltd,[],"['www.85cafe.com', '[1]', 'www.85cbakerycafe.com']"
2,['1968'],"['Mumbai', 'Maharashtra']","['Information technology', 'Consulting', 'Outsourcing']",Tata Consultancy Services,"['616,171', '[3]', '\xa0(October 2022)']","['www', '.tcs', '.com']"
3,['2000'],"['Oklahoma City, Oklahoma', 'United States']",['precious metals'],"APMEX, Inc.",[],['www.apmex.com']
4,['2013'],"['Beijing, China']",['Cryptocurrency'],Bitmain Technologies Ltd.,[],"['bitmain', '.com']"
5,[],"['Palo Alto, CA']",[],"BitGo, Inc.",[],[]
6,"['New Brunswick, New Jersey']","['New Brunswick, New Jersey', 'U.S.']","['Pharmaceutical', 'Medical Technology', 'Consumer Healthcare']",Johnson & Johnson,"[' 144,500 ', '(2021)', '[5]']",['jnj.com']
7,"['April\xa04, 1975', ' in ']","['One Microsoft Way', 'Redmond, Washington']",['Information technology'],Microsoft Corporation,"['221,000 (2022)']",['microsoft.com']
8,['2012'],[],[],"Bitfinex, Inc.",[],[]
9,"['July\xa02, 1962', ' in ', 'October\xa031, 1969', ' in ', ' (incorporation)']","['Bentonville, Arkansas']",['Retail'],Walmart Inc.,"['2,300,000 (Jan. 2022)', '[5]']",['walmart.com']
10,[],['Saint Kitts and Nevis'],['Cryptocurrency'],Bitcoin.com,[],[]
11,['Dublin'],"['Northern Cross, Malahide Road, Dublin, Ireland']",['Beverages'],Bewley's Limited,[],"['www', '.bewleys', '.com', '/ie', '/']"
12,['1981'],"['Ottawa', 'Ontario']","['Coffee, Coffee Roaster, Coffee Beans']",Bridgehead,[],"['www', '.bridgehead', '.ca']"
13,['2002'],"['Oakland', 'California', 'U.S.']",['Coffee industry'],"Blue Bottle Coffee, Inc.",[],['bluebottlecoffee.com']
14,['Israel'],[],[],Aroma Espresso Bar Ltd.,[],"['Aroma Israel', 'Aroma Canada', 'Aroma US']"
15,['1930'],['Neckarsulm'],['Retail'],Schwarz Group,"['500,000 (FY 2020/21)']",['https://gruppe.schwarz/en']
16,['6\xa0June 2009'],['Beijing'],"['E-commerce', 'Artificial intelligence', 'Robotics', 'Autonomous car']","JD.com, Inc. (äº¬ä¸)","['310,000 (Dec 2020)', '[1]']","['www', '.joybuy', '.com']"
17,"['10\xa0July 1946', '(split in two parts in 1960, renamed to Aldi Nord and Aldi SÃ¼d in 1962)']","['Essen', 'MÃ¼lheim']",['Retail'],Aldi,[],"['aldi', '.com']"
18,"['December\xa031, 2014']","['Deerfield, Illinois']","['Retail', 'pharmaceuticals']","Walgreens Boots Alliance, Inc.","['c.', '\u2009325,000', '\xa0(August 2022)']","['walgreensbootsalliance', '.com']"
19,"['Marietta, Georgia']","['Atlanta, Georgia']",['Retailing'],"The Home Depot, Inc.","['490,600 (Dec 2021)']",['homedepot.com']
20,"['Toronto', 'Ontario']",['Brampton'],['Retail'],Loblaw Companies Limited,"['almost 200,000 (2019)', '[3]']","['www', '.loblaw', '.ca']"
21,"['June\xa024, 1902', ' (corporation)', 'January\xa05, 1962', ' (store)']","['1000 ', ', U.S.']",['Retail'],Target Corporation,"['409,000 (2020)', '[2]']","['target.com', 'corporate.target.com']"
22,['3\xa0June 1987'],['Paris'],['Luxury goods'],LVMH MoÃ«t Hennessy Louis Vuitton SE,"['150,000 (2021)', '[2]']",['lvmh.com']
23,['22\xa0September 1924'],"['Bella Vista, New South Wales']",['Retailing'],Woolworths Group Limited,"[' 215,000 (2020)']",['www.woolworthsgroup.com.au']
24,"['October\xa01939', ' (as J.L. Turner and Son)', 'June\xa01955', ' (as Dollar General)']","['Goodlettsville, Tennessee']",['Discount retailer'],Dollar General Corporation,"['158,000 (2022)']","['www', '.dollargeneral', '.com']"
25,"['Seattle, Washington']","['Issaquah, Washington']",['Retail'],Costco Wholesale Corporation,"[' 304,000', '[1]', '\xa0(2022)']",[' ']
26,"['28\xa0July 1943', ' in Sweden']",['Delft'],['Retail'],Inter IKEA Systems B.V.,[],[' (retail)']
27,['1898'],"['Saint-Ãtienne', 'France']",['Mass Retail'],Casino Guichard-Perrachon S.A.,"[' 196,307 employees worldwide ', '(2021)', '[1]']","['www', '.groupe-casino', '.fr']"
28,['Roubaix'],"['Croix', 'Lille MÃ©tropole']",['Retail'],Auchan Retail International S.A.,"['179,590 (2020)', '[1]']",['auchan-retail.com']
29,"['1990 (predecessor)', '15\xa0May\xa01996', ' (date of incorporation of Suning Domestic Appliance)']",['Nanjing'],['Retail'],Suning.com,"['69,398', '[2]', ' (2 August 2021)']",['suning.cn']
30,"['7 November 1988; ', '34 years ago']","['Bangkok', 'Thailand']",['Retail (Convenience stores)'],CP All Public Company Limited,"['35,557 ', '(2012)', '[1]', ':\u200a50\u200a']","['www', '.cpall', '.co', '.th']"
31,"['2017', ' (original group was founded in 1996)']",['DÃ¼sseldorf'],['Retail'],Ceconomy AG,"['46,186\xa0(2019/20)']",[' ']
32,"['A CoruÃ±a', 'Galicia', 'Spain']","['Arteixo', 'A CoruÃ±a', 'Spain']",['Retailing'],"Industria de DiseÃ±o Textil, S.A.","[' 162,450 (2020) ', '[1]']","['www', '.inditex', '.com']"
33,"['Bologna', 'Italy']","['Bologna', 'Italy']",['Department store'],Conad,"['65,772 in 2020', '[3]']","['www', '.conad', '.it']"
34,"[', U.S.']","['San Francisco, California', 'U.S.']",['Retail'],"The Gap, Inc.","['117,000 (2021)', '[4]']","['gap', '.com', 'gapinc', '.com']"
35,[],"['Hamburg', 'Germany']",[],Otto GmbH & Co KG,"['51â²982 (2019/2020)', '[1]']","['www', '.ottogroup', '.com', '/en', '/index', '.php']"
36,"['January\xa025, 1964']","['Beaverton, Oregon']","['Apparel', 'Accessories', 'Sports equipment']","Nike, Inc.","['c.', '\u200979,100', ' (May 2022)']",['nike.com']
37,"['New York, New York']",['New York City'],['Retail'],Macy's,[],"['macys', '.com']"
38,"['Forrest City, Arkansas']","['Memphis, Tennessee']",['Retail'],"AutoZone, Inc.","['~87,000\xa0(2017)']","['autozone', '.com']"
39,['1890'],"['Monterrey', 'Nuevo LeÃ³n', 'Mexico']","['Beverage', 'Retail']","Fomento EconÃ³mico Mexicano, S.A.B. de C.V.","['+230,000']",[]
40,['1973'],"['Karlsruhe', 'Germany']",['Retail'],dm-drogerie markt GmbH + Co. KG,"['66,076 (2021)', '[1]']","['dm', '.de']"
41,['1938'],"['Solna', 'Stockholm', 'Sweden']",[],ICA Gruppen AB (publ),"['23,000', '[1]']","['www', '.icagruppen', '.se', '/en', '/']"
42,['Madrid'],"['Madrid', 'Spain']",['Retail'],"El Corte InglÃ©s, S.A.","[' 90,004 ', '(2018)', '[1]']",[' (International)']
43,['1979'],['Brackenfell'],['Retail'],Shoprite Holdings,"['over 145,000 (As end July 2022)']",['https://www.shopriteholdings.co.za/']
44,['1963'],"['40 rue de SÃ¨vres, Paris 7e, France']",['Luxury'],Kering S.A.,"['38,000 (2019)']","['kering', '.com']"
45,"['Beaconsfield, Iowa']","['West Des Moines, Iowa']","['Retail', 'grocery']","Hy-Vee, Inc.","['93,000', '[1]']",['www.hy-vee.com']
46,"['1\xa0July 2010', ' as Coupang Co., Ltd.']","['Jamsil-dong', 'Songpa-gu', 'Seoul', 'South Korea']","['E-commerce', 'digital distribution']","Coupang, Inc.
","['68,000', '[1]', '\xa0(2021)']","['coupang', '.com']"
47,['1976'],"[""Villeneuve d'Ascq"", 'France']",['Retail'],Decathlon S.A.,"['93 710 (2020)', '[1]']",['www.decathlon.com']
48,['2000'],['Kochi'],['Motion picture'],Aashirvad Cinemas,[],"['www', '.aashirvadcinemas', '.in']"
49,['11 November 1994'],['Mumbai'],['Television'],Balaji Telefilms Ltd.,[],['Balaji Telefilms']
50,['22 June 1934'],"['Malad', 'Maharashtra']",['Entertainment'],Bombay Talkies,[],[]
51,['India'],"['Mumbai', 'India']",['Entertainment'],Chilsag Entertainment Network,[],"['www', '.chilsag', '.com']"
52,['2009'],"['Mumbai', 'Maharashtra', 'India']",[],Illuminati Films,[],[]
53,['1978'],"['ReykjavÃ­k', 'Iceland']",['Film'],Sagafilm,[],"['sagafilm', '.is']"
54,['Hyderabad'],"['Hyderabad, Telangana']",['Entertainment'],Geetha Arts,[],['Geetha Arts']
55,['1999'],"['Chennai', 'India']","['Entertainment', 'Motion picture']",S Pictures,[],[]
56,['March\xa02008'],"['Mumbai, Maharashtra']","['Entertainment', 'Motion picture']",Cape of Good Films,[],[]
57,"['2002 (Formerly called ', ' in 1999)']","['Mumbai', 'India']",['Motion picture'],Red Chillies Entertainment,[],['redchillies.com']
58,['2000'],"['Chennai', 'Tamil Nadu', 'India']",['Film'],Sun Pictures Pvt. Ltd,[],"['sunpictures', '.in']"
59,['15\xa0December 1991'],"['Mumbai', 'Maharashtra']","['Mass media', 'Entertainment']",Zee Entertainment Enterprises Limited,"['3,429 (2021)', '[2]']",['zee.com']
60,"['Mumbai', 'Maharashtra', 'India']","['Mumbai', 'Maharashtra', 'India']",[],Sudha Productions,[],[]
61,"['January\xa029, 2010']","['Chennai', 'Tamil Nadu']","['Entertainment', 'Motion picture']",YNOT Studios,[],['YNOT Studios']
62,['15\xa0February 2005'],"['Mumbai, Maharashtra']","['Entertainment', 'Mass media']",Reliance Entertainment Pvt Ltd,[],['Reliance Entertainment']
63,['1986\xa0'],['India'],"['Film, TV Technology']",Qube Cinema Technologies,['650'],['\xa0']
64,['1948'],"['Chembur', 'Mumbai', 'Maharashtra']",['Bollywood'],R. K. Films,[],[]
65,"['October, 2010']",['Oslo'],"['Film', 'Media', 'Music']",Fuuse,[],[]
66,['Tokyo'],"['Koganei, Tokyo']","['Motion pictures', 'Video games', 'TV commercials']",Studio Ghibli Inc.,['182\xa0(2021)'],"['www', '.ghibli', '.jp']"
67,"['New Manila', 'Quezon City', 'Philippines']","['Pasig', 'Philippines']",['Film production'],"Regal Entertainment, Inc.",[],"['regalfilms', '.com']"
68,['1980'],['Victoria Island'],['Mass media'],Silverbird Group,[],"['www', '.silverbirdgroup', '.com']"
69,"['February 4, 1943']","['Ekaterinburg', 'Russia']",['Motion pictures'],Sverdlovsk Film Studio,[],['http://stranamedia.com/']
70,['22\xa0December 1991'],['Saint Petersburg'],['Video games'],Lesta Studio,['150\xa0(2012)'],['lesta.ru']
71,"['Manila', 'Philippines']","['Manila', 'Philippines']",['Motion pictures'],Reyna Films,[],[]
72,['1914'],"['St. Petersburg, Russia']",['Film industry'],Kinostudiya LenFilm,[],"['www', '.lenfilm', '.ru']"
73,['1915'],['Moscow'],['Motion pictures'],Gorky Film Studio,[],"['www', '.gorkyfilm', '.ru']"
74,"['1992, reorganized in 2006']","['Moscow', 'Russia']",['Motion pictures'],Art Pictures Studio,[],['art-pictures.ru']
75,['2004'],['Saint-Petersburg'],['Cinema'],Proline Film,[],[]
76,['2010'],"['Cape Town', 'South Africa']",['Film'],Cape Town Film Studios,[],"['www', '.capetownfilmstudios', '.co', '.za']"
77,['10\xa0June 1936'],"['Akademika Korolyova str.', 'Moscow', 'Russia']",['Animated Films.'],Soyuzmultfilm,['\xa0(February 2020)'],[]
78,['September\xa01995'],"['Nonhyeon-dong', 'Gangnam District', 'Seoul', 'South Korea']",['Film'],Sidus Corporation,[],[]
79,['25\xa0June 1998'],['Belgrade'],['Media'],Pink International Company d.o.o.,"['924 ', '(2018)']","['www', '.rtvpink', '.com']"
80,['1993'],['Moscow'],"['production', 'TV-production', 'entertainment', 'sketch shows', 'TV shows', 'sitcoms']",Soho Media,[],[]
81,['1998'],"['Saint Petersburg', 'Russia']",['Motion pictures'],Svarog Films (Ð¡Ð²Ð°ÑÐ¾Ð³ Ð¤Ð¸Ð»ÑÐ¼),[],['http://www.svarog-film.com/']
82,"['Seoul', 'South Korea']","['Nambusunhwan', 'Gangnam']","['Entertainment, media']",Showbox Entertainment,[],"['www', '.showbox', '.co', '.kr']"
83,[],"['Istanbul', 'Turkey']",[],Star TV,[],['www.startv.com.tr']
84,['1997'],"['London, England']",['Film'],DNA Films,[],['DNAFilms.com']
85,['18 June 1990'],['Broadcasting House'],['Film'],BBC Film,[],"['www', '.bbc', '.co', '.uk', '/bbcfilm']"
86,['1954'],"['London, United Kingdom']",['Media'],ITC Entertainment,[],[]
87,"['1931', ' (as Sound Film Producing & Recording Studios)']",['Shepperton'],"['Film, television']",Shepperton Studios,[],[]
88,['1979'],"['Brooklyn, New York']","['Film', 'television']",40 Acres and a Mule Filmworks,[],"['40acres', '.com']"
89,['2006'],"['Bridgend', 'Wales']",['Film and television production'],Dragon Studios Wales,[],[]
90,['1970'],"['Bangkok', 'Thailand']",['Motion pictures'],Sahamongkol Film International Co. Ltd.,[],['www.sahamongkolfilm.com']
91,['1983'],"['London', 'England']",['Film production'],Working Title Films Limited,[],['Official website']
92,['1999'],['Sheffield'],['Feature Films and TV Drama'],Warp Films,[],"['warpfilms', '.com']"
93,"['London, United Kingdom ', ' (July 2002)']",['London'],"['Film, television']",Vertigo Films,[],"['vertigofilms', '.com']"
94,['1965'],"['New York City', 'United States']",['Exploitation film studio'],Cinemation Industries,[],[]
95,"['February\xa022, 1987']","['Greenwich, Connecticut']","['Computer animation', 'Motion pictures']","Blue Sky Studios, Inc.","['450', '[6]', '\xa0(2021)']","['blueskystudios.com', 'Wayback Machine']"
96,['1913'],"['St Margarets, London']",['Film and TV'],Twickenham Studios Limited,[],"['www', '.twickenhamstudios', '.com']"
97,['1996'],['United States'],[],Cedar Grove Productions,[],['www.cedargroveproductions.com']
98,['1917'],['United States'],"['Motion picture exhibition, distribution and production']",First National Pictures,[],[]
99,"['June\xa028, 1916']","['Hollywood, California', 'United States']",['Film'],Famous Players-Lasky Corporation,[],[]
100,"['May\xa08, 1912']","['Hollywood, California']",['Motion pictures'],The Famous Players Film Company,[],[]
101,['1980'],"['Century City, California']","['Film production', 'Home video']",First Look Studios,[],[]
102,['1991'],['4000 Warner Blvd'],['Film production'],Fine Line Features,[],[]
103,"['1970', '2007', '1980']","['Toronto', 'Ontario', 'Toronto', 'Ontario', 'Toronto', 'Ontario']","['Entertainment', 'Film production', 'Television production']",Entertainment One Ltd.,[],"['\xa0', '\xa0']"
104,"['October 12, 1994', ' (as a division of ', ')', 'October 27, 2004', ' (as DreamWorks Animation SKG)']","['Glendale, California']","['Animated', 'films']",DreamWorks Animation LLC,"['1,400 (2022)', '[2]']","['dreamworks', '.com']"
105,['1922'],"['723 Seventh Avenue, New York, NY']",['Motion pictures'],Film Booking Offices of America,[],[]
106,"['November\xa019, 1916']","['Fort Lee, New Jersey']",['Film studio'],Goldwyn Pictures,[],[]
107,"['October\xa023, 1967']","['United States', '(Also owned studios and cinema chains throughout the UK, Israel and Europe)']",['Film production'],"The Cannon Group, Inc.",[],[]
108,['1910'],"['The Bronx', 'New York City', 'New York']",['Film studio'],Gnome Motion Picture Company,[],[]
109,['1993'],"['Hollywood, California', 'United States']",['Entertainment'],"Gener8Xion Entertainment, Inc.",[],['www.8X.com']
110,['1994'],"['Century City, Los Angeles, California', 'United States']",['Film'],"Searchlight Pictures, Inc.",['100+'],"['searchlightpictures.com', '[a]']"
111,['1923'],['United States'],['Film'],Samuel Goldwyn Productions,[],[]
112,['2001'],"['New York City', 'New York', 'United States']",['Motion pictures'],Magnolia Pictures,[],"['magpictures', '.com']"
113,"['Vancouver', 'British Columbia']","['Santa Monica, California', 'Santa Monica, California']","['Entertainment', 'Home video']",Lions Gate Entertainment Corporation,"['3,500\xa0(2018)']","['lionsgate.com', 'www', '.lionsgate', '.com']"
114,['1990'],"['Santa Monica', 'California', 'U.S.']",['Film'],Lightstorm Entertainment,[],[]
115,['1896'],"['Philadelphia, Pennsylvania', 'United States']",['Motion pictures'],Lubin Manufacturing Company,[],[]
116,[],"['Studio City', 'California']",['Entertainment'],Lightyear Entertainment,[],"['lightyear', '.com']"
117,"['December\xa07, 1993']",['500 South Buena Vista Street'],"['Film', 'Television', 'Animation']","Marvel Studios, LLC",[],"['www', '.marvel', '.com', '/movies']"
118,"['December\xa010, 1971', ' in San Francisco, California, United States']",['Letterman Digital Arts Center'],"['Film', 'Television']",Lucasfilm Ltd. LLC,"['2,000 (2015)', '[2]']",[' ']
119,['1974'],"['Medford, Oregon', 'United States']","['Production company', 'Film distributor']",Pacific International Enterprises,[],[]
120,['November\xa02006'],"['Beverly Hills, California']",['Motion pictures'],"Overture Films, LLC",[],[]
121,"['Melbourne', 'Australia']","['Melbourne', 'Australia']",['Motion pictures'],Limelight Department,[],[]
122,['1994'],"['Los Angeles, California']",['Motion pictures'],"Newmarket Films, LLC",[],"['newmarketfilms', '.com']"
123,['1990'],"['Los Angeles, California']","['Film industry', 'Entertainment']",Original Film,[],"['www', '.originalfilm', '.com']"
124,"['New York City', 'United States']",['4000 Warner Blvd'],['Film production'],"New Line Productions, Inc.",[],['\xa0']
125,"['January\xa01978', ' (original)', '2014', ' (relaunch)']","['Los Angeles, California']","['Film', 'television']","Orion Releasing, LLC",[],[]
126,['1909'],"['Bayonne, New Jersey', 'Hollywood, California']","['Motion picture', 'production company']",Nestor Studios,[],[]
127,['1970 '],"['London', 'United Kingdom', 'Los Angeles', 'United States']",['Entertainment'],Scott Free Productions,[],['www.scottfree.com']
128,['March 1912'],"['Edendale, California']",['Film studio'],Mutual Film Corporation,[],[]
129,"['April\xa06, 2000']","['Culver City, California', 'United States']",['Motion pictures'],Samuel Goldwyn Films,[],"['www', '.samuelgoldwynfilms', '.com']"
130,"['June\xa024, 1980']","['Los Angeles, California']",['Motion pictures'],Silver Pictures,[],[]
131,['2003'],"['Albany, Georgia']",['Film'],Sherwood Pictures,[],['SherwoodPictures.com']
132,"['1921', 'November\xa01948', 'December\xa08, 1998']",['10202 West Washington Boulevard'],"['Television production', 'Television syndication']",Screen Gems,[],[]
133,['1896'],"['Chicago', 'Los Angeles']",['Entertainment'],Selig Polyscope Company,[],[]
134,"['1998 (original)', '2019 (relaunch)']",['Century City'],['Film'],"Spyglass Media Group, LLC",[],['spyglassmediagroup.com']
135,"['Hollywood, Los Angeles, California', 'U.S.']","['10202 West Washington Boulevard', 'Culver City', 'California', 'U.S.']","['Entertainment', 'Motion pictures', 'Motion pictures']",Sony Pictures Entertainment Motion Picture Group,[],"['sonypictures.com/movies', 'sonypictures.com', 'sonypictures.com']"
136,"['Hollywood', 'California']",['New York City'],['Entertainment'],"Sony Pictures Classics, Inc.","['25', '[1]']",['sonyclassics.com']
137,"['New Rochelle, New York']",[],[],Thanhouser Company,[],"['thanhouser', '.org']"
138,['February\xa02006'],"['Los Angeles', 'California', 'United States']","['Film', 'television']",Temple Hill Entertainment,[],['https://www.templehillent.com/']
139,"['July\xa026, 1991']","['Santa Monica, California']",['Motion pictures'],"Summit Entertainment, LLC",[],[]
140,['1974'],"['New York, New York']",['Films'],Troma Inc.,[],"['www', '.troma', '.com']"
141,"['Burbank', 'California', 'U.S.']","['10202 West Washington Boulevard', 'Culver City', 'California', 'U.S.']",['Film'],"TriStar Pictures, Inc.",[],['sonypictures.com']
142,"['August\xa01984', ' ', 'June\xa023, 1989', ' ']","['Santa Monica', 'California']",['Film'],Trimark Pictures,[],[]
143,['2000'],"['Los Angeles, California']",['Film'],"Walden Media, LLC",[],"['walden', '.com']"
144,['2004'],"['Universal City, California']",['Entertainment'],Gaiam Vivendi Entertainment,[],"['cinedigm', '.com']"
145,"['Hollywood, California']","['Beverly Hills, California', 'West Hollywood, California']","['Film', 'Television', 'Motion pictures']",United Artists Corporation,[],[' ']
146,"['May\xa031, 1935']",['Pico Boulevard'],['Film'],"20th Century Studios, Inc.","['2,300\xa0(2018)']","['www', '.20thcenturystudios', '.com']"
147,['1951'],"['Minneapolis', 'United States']",[],World Wide Pictures,[],['World Wide Pictures']
148,['2006'],"['Atlanta, Georgia']",['Production studio'],Tyler Perry Studios,[],"['tylerperrystudios', '.com']"
149,['March 2005'],['Hudson Street'],['Film'],"The Weinstein Company, LLC",['150\xa0(2018)'],[]
150,['2002'],"['Los Angeles', 'California', 'United States']",['Film'],WWE Studios Inc.,[],['WWE Studios']
151,['February\xa01994'],"['Century City', 'Los Angeles', 'California', 'U.S.']","['Motion pictures', 'Animation']","20th Century Animation, Inc.",[],[]
152,"['April 1, 2006']",[],[],Welling Films,[],[]
153,['2007'],"['1384 Broadway', 'New York', 'NY']",['Motion Pictures'],Worldview Entertainment,['15'],['\xa0']
154,"['August 7, 2003']","['Burbank, California', 'United States']",['Film'],Warner Independent Pictures,[],"['wip.warnerbros.com', 'Wayback Machine']"
155,"['October\xa016, 1923', ' (as Walt Disney Productions)', 'April\xa01, 1983', ' (as Walt Disney Pictures)']",['500 South Buena Vista Street'],['Film'],Walt Disney Pictures,[],"['movies', '.disney', '.com']"
156,['1897'],['United States'],"['Motion picture exhibition, distribution and production']",Vitagraph Studios,[],[]
157,['2005'],"['Los Angeles', 'California', 'United States']",['Motion pictures'],"Yari Film Group, LLC",[],[]
158,"['April\xa04, 1923']",['4000 Warner Blvd.'],['Entertainment'],Warner Bros. Entertainment Inc.,"['est.', ' 8,000\xa0(2014)']","['www', '.warnerbros', '.com']"
159,"['February\xa015, 1984', '2007']",['500 South Buena Vista Street'],"['Film industry', 'Video games']",Touchstone Pictures,[],[]
160,"['October\xa016, 1923']",['Walt Disney Studios'],['Entertainment'],The Walt Disney Studios,[],['disneystudios.com']
161,"['June 16, 1978']",[],[],The Samuel Goldwyn Company,[],[]
162,['1989'],"['Culver City, California']",['Film distribution'],Strand Releasing,[],['StrandReleasing.com']
163,['September 2001'],"['New York City', 'New York']",['Motion pictures'],ThinkFilm,[],[]
164,"['April\xa030, 1912']",['10 Universal City Plaza'],['Film'],Universal City Studios LLC,[],"[' ', ' ']"
