,company_location,company_industry,company_revenue,company_name,company_employees,company_website
4608,"2000 Purchase St, New York, 10577-2405",Financial Services,$354.7B,Mastercard Inc,"24,000",investor.mastercard.com/investor-relations/default
4609,"2f, B Tower, Feiyang Technology Park, Beijing, 100085",Technology and Communications,$2.4B,Digital China Group Co Ltd,"5,210",www.digitalchina.com
4610,"5130 Hacienda Drive, Dublin, California, 94568",Retailing,$40.4B,Ross Stores Inc,"100,000",www.rossstores.com
4611,"1585 Broadway, New York City, 10036",Financial Services,,Morgan Stanley Wealth Management,,www.morganstanley.com/wealth/default.asp
4612,"Werner-Otto-Strasse 1-7, Hamburg, 22179",Retailing,,Otto GmbH & Co KG,"43,000",www.ottogroup.com
4613,"No. 8, Longyang Avenue, Hanyang District, Wuhan, Hubei, 430051",Retailing,$3.8B,Jointown Pharmaceutical Group Co Ltd,"29,338",www.jztey.com
4614,"3000 Schwab Way, Westlake, Texas, 76262",Financial Services,$151.9B,The Charles Schwab Corp,"35,200",www.schwab.com
4615,"83-21, Wangsimni-Ro, Seongdong-Gu, Seoul, 04769",Transport and Logistics,$5.4B,Hyundai Glovis Co Ltd,"1,026",www.glovis.net
4616,"Number One General Mills Blvd, Minneapolis, Minnesota, 55426",Consumer Packaged Goods,$46.2B,General Mills Inc,"32,500",www.generalmills.com
4617,"1 Basinghall Avenue, London, EC2V5DD",Financial Services,$25.1B,Standard Chartered Plc,"81,904",www.sc.com/en
4618,"Tokyo Gas Bldg., 1-5-20, Kaigan, Minato-Ku, 105-8527",Energy and Utilities,$8.5B,Tokyo Gas Co Ltd,"16,697",www.tokyo-gas.co.jp
4619,"5th Floor, Enzo Building, 399 Sen. Gil Puyat Avenue, Makati",Consumer Packaged Goods,$576.0M,Top Frontier Investment Holdings Inc,"45,662",www.topfrontier.com.ph
4620,"40 San Miguel Avenue, Mandaluyong, Metro, Manila, 1550",Consumer Packaged Goods,$4.2B,San Miguel Corp,"45,614",www.sanmiguel.com.ph
4621,"Tour Carpe Diem 31 Place Des Corolles, Courbevoie, 92400",Aerospace and Defense,$26.8B,Thales SA,"80,995",www.thalesgroup.com
4622,"Tower D, Global Trade Center, No. 36, North Third Ring East Road, Dongcheng District, Beijing, 100013",Construction,$3.3B,BBMG Corp,"46,447",bbmg-umb.azurewebsites.net
4623,"150 N Radnor Chester Rd, Pennsylvania, 19087",Financial Services,$5.1B,Lincoln National Corp,"10,848",www.lfg.com
4624,"No. 15, Li-Te Road, Peitou District, Taipei, 112",Technology and Communications,$6.6B,ASUSTeK Computer Inc,,www.asus.com
4625,"No. 26 Zhonghua Road, Nanjing, Jiangsu, 210001",Financial Services,$16.5B,Bank of Jiangsu Co Ltd,"15,553",www.jsbchina.cn
4626,"Avenida Presidente Juscelino Kubitschek, 2041, E 2235 - Bloco A, Vila Olimpia, Sao Paulo, 04.543-011",Financial Services,$21.3B,Banco Santander (Brasil) SA,"51,214",www.santander.com.br
4627,"21557 Telegraph Rd, Southfield, Michigan, 48033-4248",Automotive,$8.0B,Lear Corp,"160,100",www.lear.com
4628,"Building 10, Sinotrans Tower B, No.5 Anding Road, Chaoyang District, Beijing, 100029",Transport and Logistics,$3.7B,Sinotrans Ltd,"33,794",www.sinotrans.com
4629,"6400 Poplar Ave, Memphis, Tennessee, 38197-0100",Paper and Packaging,$13.1B,International Paper Co,"38,200",www.internationalpaper.com
4630,"63 Hanwha Life Bldg., 50, 63-Ro, Yeongdeungpo-Gu, Seoul, 07345",Financial Services,$2.0B,Hanwha Life Insurance Co Ltd,"3,739",www.hanwhalife.com
4631,"200 East Randolph Drive, Floor No. 43-48, Chicago, Illinois, 60601",Construction,$8.3B,Jones Lang LaSalle Inc,"98,000",www.us.jll.com
4632,"Bahnhofstrasse 45, Zurich, 8001",Financial Services,,UBS Wealth Management,"9,329",www.ubs.com/global/en/wealth_management.html
4633,"Forrenstrasse 2, Rotkreuz, Zug, 6343",Medical Equipment,,Roche Diagnostics International Ltd,"2,600",www.roche.ch
4634,"N56 W17000 Ridgewood Drive, Menomonee Falls, Wisconsin, 53051",Retailing,$3.3B,Kohl's Corp,"35,000",corporate.kohls.com
4635,"351 Phelps Dr, Irving, Texas, 75038-6507",Consumer Packaged Goods,$44.8B,Kimberly-Clark Corp,"45,000",www.kimberly-clark.com/en-us
4636,"Rua Tomas Da Fonseca - Torre A, Lisboa, 1600-209",Energy and Utilities,$10.6B,Galp Energia SGPS SA,"6,152",www.galp.com
4637,"25 St. James's Street, London, Greater London, SW1A1HA",Industrial Goods and Machinery,$23.6B,CNH Industrial NV,"71,895",cnhindustrial.com
4638,"14201 Dallas Parkway, Texas, 75254",Pharmaceuticals and Healthcare,$5.8B,Tenet Healthcare Corp,"76,836",www.tenethealth.com
4639,"L 18 275 Kent St, Sydney, New South Wales, 2000",Financial Services,$58.4B,Westpac Banking Corp,"34,637",www.westpac.com.au
4640,"8F Otemachi Financial City Grnd Cb, 1-9-2, Ote-machi, Chiyoda-ku, Tokyo, 100-0004",Financial Services,,Sony Financial Group Inc,"12,251",www.sonyfg.co.jp
4641,"1-2-47, Shikitsu-Higashi, Naniwa-Ku, Osaka-Shi, 556-8601",Construction,$17.9B,Kubota Corp,"43,293",www.kubota.co.jp
4642,"Karl-Wiechert-Allee 4, Hannover, 30625",Leisure and Arts,$4.2B,TUI AG,"60,058",www.tuigroup.com
4643,"No. 376 Jinshi Road, Jinjiang Industrial Park, Chengdu, Sichuan, 610063",Agriculture and Forestry,$8.6B,New Hope Liuhe Co Ltd,"80,168",www.newhopeagri.com
4644,"Rua Eteno, N 1561, Polo Petroquimico, Copec, Camacari, 42.816-200",Chemicals,$3.5B,Braskem SA,"8,126",www.braskem.com.br
4645,"38th Floor, Tower One, Lippo Centre, 89 Queensway, Hong Kong",Construction,$2.1B,Shimao Group Holdings Ltd,"30,418",shimaogroup.hk
4646,"1310 Point Street, 52nd Floor, Baltimore, Maryland, 21231",Alternative Energy,$26.8B,Constellation Energy Corp,"11,696",www.constellation.com
4647,"Eaton House, 30 Pembroke Road, Dublin, D04Y0C2",Industrial Goods and Machinery,$62.6B,Eaton Corporation Plc,"85,947",www.eaton.com
4648,"8000 W Florissant Ave, Po Box 4100, St. Louis, Missouri, 63136-8506",Technology and Communications,$52.8B,Emerson Electric Co,"86,700",www.emerson.com/en-us
4649,"Oktober Huszonharmadika U. 18., Budapest, 1117",Energy and Utilities,$6.0B,MOL Hungarian Oil and Gas Plc,"24,084",mol.hu
4650,"100 Centurylink Drive, Monroe, Louisiana, 71203",Technology and Communications,$5.5B,Lumen Technologies Inc,"35,000",www.centurylink.com
4651,"The Tower At Pnc Plaza, 300 Fifth Avenue, Pittsburgh, Pennsylvania, 15222-2401",Financial Services,$61.3B,The PNC Financial Services Group Inc,"57,668",www.pnc.com
4652,"China Copper Mansion, No. 1 Huayun Road, Panlong District, Kunming, Yunnan, 650224",Metals and Mining,$3.8B,Yunnan Copper Company Ltd,"9,608",ynty.chinalco.com.cn
4653,"Level 28, 395 Bourke Street, Melbourne, Victoria, 3000",Financial Services,$69.7B,National Australia Bank Ltd,"32,932",www.nab.com.au
4654,"Jindal Mansion, 5 A, G. Deshmukh Marg, Mumbai, 400026",Metals and Mining,$22.6B,JSW Steel Ltd,"12,398",www.jsw.in
4655,"Nihombashi Mitsui Tower, 2-1-1, Nihombashi Muro-Machi, Chuo-Ku, Tokyo, 103-8666",Chemicals,$9.6B,Toray Industries Inc,"48,842",www.toray.co.jp
4656,"1166 Avenue Of The Americas, New York, 10036",Financial Services,$83.7B,Marsh & McLennan Companies Inc,"83,000",www.marshmclennan.com
4657,"8, Higashi Kataha-Machi, Higashi-Ku, Nagoya-Shi, Aichi, 461-8701",Pharmaceuticals and Healthcare,$2.3B,Suzuken Co Ltd,"14,032",www.suzuken.co.jp
4658,"Venloer Strasse 151-153, Koeln, 50672",Transport and Logistics,$11.9B,Deutsche Lufthansa AG,"107,970",www.lufthansagroup.com
4659,"2001 Bryan St Ste 1600, Dallas, Texas, 75201-3017",Construction,$10.6B,Builders FirstSource Inc,"28,000",www.bldr.com
4660,"1-23-1, Azumabashi, Sumida-Ku, Tokyo, 130-8602",Consumer Packaged Goods,$16.5B,Asahi Group Holdings Ltd,"30,020",www.asahigroup-holdings.com
4661,"101 West Prospect Avenue, Cleveland, Ohio, 44115-1075",Chemicals,$63.3B,Sherwin-Williams Co,"61,626",www.sherwin-williams.com
4662,"63, Jungbong-Daero, Dong-Gu, Incheon, 22525",Metals and Mining,$3.7B,Hyundai Steel Co,,www.hyundai-steel.com
4663,"No.3 Building, Nan'An Bright Pearl, No.260 Shxn Nrth Rd, Xiaoshan District, Hangzhou, Zhejiang, 311215",Chemicals,$4.0B,Hengyi Petrochemical Co Ltd,"16,820",www.hengyishihua.com
4664,"No. 17c Jinrong Avenue, Xicheng District, Beijing, 100033",Financial Services,$13.2B,Bank of Beijing Co Ltd,"16,844",www.bankofbeijing.com.cn
4665,"Three Lakes Drive, Northfield, Illinois, 60093",Medical Equipment,,Medline Industries Inc,,www.medline.com
4666,"20555 Victor Parkway, Livonia, Michigan, 48152",Pharmaceuticals and Healthcare,,Trinity Health,"123,000",www.trinity-health.org
4667,"Room 1500, 600 Grant St, Pittsburgh, Pennsylvania, 15219-2800",Metals and Mining,$6.5B,United States Steel Corp,"24,540",www.ussteel.com
4668,"No.2 Xingang Road, Zhangwan Town, Jiaocheng District, Ningde, Fujian, 352100",Clean Technology,$161.8B,Contemporary Amperex Technology Ltd,"83,601",www.catl.com
4669,"High Tech Campus 52, Eindhoven, 5656AG",Medical Equipment,$14.6B,Koninklijke Philips NV,"79,097",www.philips.com
4670,"10 Fenchurch Avenue, London, EC3M5AG",Financial Services,$5.9B,M&G PLC,"5,587",global.mandg.com
4671,"West Building, Nonferrous Yard, Changjiang West Road, Tongling, Anhui, 244000",Metals and Mining,$5.4B,Tongling Nonferrous Metals Group Co Ltd,"11,832",www.tlys.cn
4672,"Yusen Bldg., 2-3-2, Marunouchi, Chiyoda-Ku, Tokyo, 100-0005",Transport and Logistics,$12.4B,Nippon Yusen Kabushiki Kaisha,"35,165",www.nyk.com
4673,"Three Ifc, 10, Gukjegeumyung-Ro, Yeongdeungpo-Gu, Seoul, 07326",Financial Services,$3.4B,Meritz Securities Co Ltd,"1,384",home.imeritz.com
4674,"Avenida Brigadeiro Luis Antonio, 1.343, 8 Andar, Bela Vista, Sao Paulo, 01.317-910",Energy and Utilities,$2.8B,Ultrapar Participacoes SA,"14,958",www.ultra.com.br
4675,"2-1-40 Dojimahama, Osaka City, 530-8203",Consumer Packaged Goods,,Suntory Holdings Ltd,"40,275",www.suntory.com
4676,"110 Sichuan Middle Road, Huangpu District, Shanghai, 200002",Industrial Goods and Machinery,$8.2B,Shanghai Electric Group Co Ltd,"39,015",www.shanghai-electric.com
4677,"100, Rue De Courcelles, Paris, 75017",Automotive,$5.2B,Valeo SA,"103,300",www.valeo.com
4678,"P.O. Box 31370, Tampa, Florida, 33631",Pharmaceuticals and Healthcare,,WellCare Health Plans Inc,,www.wellcare.com
4679,"Nantze Export Processing Zone, Kaohsiung, 811",Technology and Communications,$14.6B,ASE Technology Holding Co Ltd,"101,981",www.aseglobal.com
4680,"Suite 3300, 200 Public Square, Cleveland, Ohio, 44114",Metals and Mining,$10.7B,Cleveland-Cliffs Inc,"26,000",www.clevelandcliffs.com
4681,"14, Seocho-Daero 74-Gil, Seocho-Gu, Seoul, 06620",Financial Services,$8.2B,Samsung Fire & Marine Insurance Co Ltd,"5,692",www.samsungfire.com
4682,"10717-1, Sayama, Yamaguchi-Shi, Yamagata, 754-0894",Retailing,$63.0B,Fast Retailing Co Ltd,"57,576",www.fastretailing.com
4683,"17021 Aldine Westfield Rd, Houston, Texas, 77073-5101",Energy and Utilities,$30.9B,Baker Hughes Co,"55,000",www.bakerhughes.com
4684,"13995 Pasteur Boulevard, Palm Beach Gardens, Florida, 33418",Industrial Goods and Machinery,$36.4B,Carrier Global Corp,"58,000",www.carrier.com
4685,"77 Beale St, Po Box 770000, San Francisco, California, 94105-1814",Power,$38.5B,PG&E Corp,"26,000",www.pgecorp.com
4686,"77 Beale St, Po Box 770000, San Francisco, California, 94105-1814",Power,$87.3M,Pacific Gas and Electric Co,"16,000",www.pge.com
4687,"4-1-1, Toranomon, Minato-Ku, Tokyo, 105-6927",Consumer Packaged Goods,$40.5B,Japan Tobacco Inc,"55,381",www.jti.co.jp
4688,"100 Manpower Place, Milwaukee, Wisconsin, 53212",Business and Consumer Services,$4.4B,ManpowerGroup Inc,"30,000",www.manpowergroup.com
4689,"No. 19, Chaoyangmen North Avenue, Dongcheng District, Beijing, 100073",Technology and Communications,$2.7B,China Communications Services Corp Ltd,"88,000",www.chinaccs.cn
4690,"200 N Milwaukee Ave, Vernon Hills, Illinois, 60061-1577",Technology and Communications,$26.8B,CDW Corp,"13,900",www.cdw.com
4691,"Bank Of America Corporate Center, 100 North Tryon Street, Charlotte, North Carolina, 28255",Financial Services,,Bank of America Wealth Management,,www.ml.com/wealthmanagement.html
4692,"Else-Kroener-Strasse 1, Bad Homburg Vor Der Hohe, 61352",Medical Equipment,$10.6B,Fresenius Medical Care AG & Co KGaA,"123,153",www.freseniusmedicalcare.com
4693,"40 Rue De Sevres, Paris, 75007",Retailing,$72.8B,Kering SA,"36,397",www.kering.com
4694,"Evenemangsgatan 13C, Solna, Stockholm, 16992",Alternative Energy,,Vattenfall AB,"18,883",group.vattenfall.com
4695,"P.O. Box 150-D, Huerfanos 1270, Santiago",Metals and Mining,,Corporacion Nacional del Cobre de Chile,"15,267",www.codelco.com
4696,"5 Avenue Kleber, Paris, 75795",Financial Services,$4.6B,SCOR SE,"3,590",www.scor.com
4697,"Angang Factory, Tiexi District, Anshan, Liaoning , 114021",Metals and Mining,$3.6B,Angang Steel Co Ltd,"30,192",www.ansteel.com.cn
4698,"No. 2266, Chaoyang South Avenue, Baoding, Hebei, 071000",Automotive,$30.6B,Great Wall Motor Co Ltd,"77,934",www.gwm.com.cn
4699,"L&T House, Ballard Estate, P. O. Box: 278, Mumbai, 400001",Construction,$39.0B,Larsen & Toubro Ltd,"49,921",www.larsentoubro.com
4700,"Lakeside Drive, Park Royal, London, NW107HQ",Consumer Packaged Goods,$102.2B,Diageo Plc,"28,558",www.diageo.com
4701,"1000 Abernathy Rd, Atlanta, Georgia, 30328-5606",Paper and Packaging,$9.3B,Westrock Co,"49,900",www.westrock.com
4702,"1 Neumann Way, Cincinnati, Ohio, 45215",Aerospace and Defense,,GE Aviation,"40,000",www.geaviation.com
4703,"Icici Bank Towers, Bandra-Kurla Complex, Mumbai, 400051",Financial Services,$74.3B,ICICI Bank Ltd,"103,010",www.icicibank.com
4704,"No. 2, Dongzhimennei Avenue, Dongcheng District, Beijing, 100007",Construction,$7.7B,China National Chemical Engineering Co Ltd,"42,820",www.cncec.com.cn
4705,"Place De L'Etoile - 11 Rue De Tilsitt, Paris, 75017",Technology and Communications,$33.0B,Capgemini SE,"352,148",www.capgemini.com
4706,"39/F., 118 Connaught Road West, Hong Kong",Energy and Utilities,$6.9B,Kunlun Energy Co Ltd,"30,655",www.kunlun.com.hk
4707,"No. 1, Suning Avenue, Xuanwu District, Nanjing, Jiangsu, 210042",Retailing,$3.1B,Suningcom Group Co Ltd,"46,036",www.suning.cn
4708,"Master Samuelsgatan 46A, Stockholm City, 11157",Retailing,$18.2B,H & M Hennes & Mauritz AB,"107,375",www.hmgroup.com
4709,"No.489, Weihai Road, Shanghai, 200041",Automotive,$8.2B,HUAYU Automotive Systems Co Ltd,"53,684",www.hasco-group.com
4710,"Hamamatsucho Bldg., 1-1-1, Shibaura, Minato-Ku, Tokyo, 105-8302",Energy and Utilities,$2.5B,Cosmo Energy Holdings Co Ltd,"7,111",ceh.cosmo-oil.co.jp
4711,"90, Buljeong-Ro, Bundang-Gu, Seongnam, 13606",Technology and Communications,$7.4B,KT Corp,"23,371",www.kt.com
4712,"377, Ttukseom-Ro, Seongdong-Gu, Seoul, 04781",Retailing,$2.3B,EMART Inc,"30,085",store.emart.com
4713,"1400 Douglas Street, Omaha, Nebraska, 68179",Transport and Logistics,$128.8B,Union Pacific Corp,"30,582",www.up.com/index.htm
4714,"Hovestrasse 50, Hamburg, 20539",Metals and Mining,$4.7B,Aurubis AG,"7,163",www.aurubis.com
4715,"Hibiya Mitsui Tower, 1-1-2, Yuraku-Cho, Chiyoda-Ku, Tokyo, 100-0006",Chemicals,$10.3B,Asahi Kasei Corp,"46,751",www.asahi-kasei.co.jp
4716,"Whirlpool Ctr 2000 M 63, Benton Harbor, Michigan, 49022-2692",Consumer Packaged Goods,$8.2B,Whirlpool Corp,"69,000",www.whirlpoolcorp.com
4717,"De Run 6501, Veldhoven, 5504DR",Technology and Communications,$267.0B,ASML Holding NV,"34,720",www.asml.com
4718,"5th Fl, 25 Farringdon Street, London, EC4A4AB",Chemicals,$5.0B,Johnson Matthey Plc,"14,421",matthey.com
4719,"27th Floor, Avenue L. N. Alem 1067, Bueno Aires, Provincia de Buenos Aires",Construction,,The Techint Group,"55,542",www.techintgroup.com
4720,"Carl-Bertelsmann-Strasse 270, Gutersloh, 33311",Media,,Bertelsmann SE & Co KgaA,"145,027",www.bertelsmann.com
4721,"1932 Wynnton Rd, Columbus, Georgia, 31999-0001",Financial Services,$44.7B,Aflac Inc,"12,447",www.aflac.com
4722,"Room 377, 4f, Building Behind, No. 201, Tung Hwa North Road, Taipei, 105",Energy and Utilities,$26.2B,Formosa Petrochemical Corp,"6,507",www.fpcc.com.tw
4723,"Level 9, 833 Collins Street, Docklands, Victoria, 3008",Financial Services,$52.0B,ANZ Group Holdings Ltd,"39,529",www.anz.com.au/personal
4724,"Berliner Strasse 6, Heidelberg, Baden-Wurttemberg, 69120",Construction,$12.4B,HeidelbergCement AG,"52,350",www.heidelbergcement.com
4725,"Parizska 26, Prague, North Bohemian, 110 00",Power,,Energeticky a Prumyslovy Holding AS,"11,453",www.epholding.cz
4726,"1, Takumi-Cho, Sakai-Ku, Sakai-Shi, Osaka, 590-8522",Technology and Communications,$5.1B,Sharp Corp,"47,941",corporate.jp.sharp
4727,"Yokohama Gate Tower, 1-2-5, Takashima, Nishi-Ku, Yokohama-Shi, Kanagawa, 220-8720",Automotive,$9.4B,Isuzu Motors Ltd,"44,299",www.isuzu.co.jp
4728,"1 Hartford Plz, Connecticut, 06155-0001",Financial Services,$23.9B,The Hartford Financial Services Group Inc,"18,100",www.thehartford.com
4729,"Novo Alle 1, Bagsvaerd, 2880",Pharmaceuticals and Healthcare,$243.1B,Novo Nordisk AS,"50,816",www.novonordisk.com
4730,"World Trade Center Bldg., South Tower, 2-4-1, Hamamatsu-Cho, Minato-Ku, Tokyo, 105-5135",Financial Services,$22.0B,ORIX Corp,"32,235",www.orix.co.jp
4731,"Tokyo Nihombashi Tower, 2-7-1, Nihombashi, Chuo-Ku, 103-6031",Financial Services,$9.1B,T&D Holdings Inc,"19,934",www.td-holdings.co.jp
4732,"Ground Floor, Tower 1, 201 Sussex Street, Sydney, New South Wales, 2000",Financial Services,$127.0B,Commonwealth Bank of Australia,"49,245",www.commbank.com.au
4733,"600 Corporate Park Drive, St. Louis, Missouri, 63105",Transport and Logistics,,Enterprise Holdings Inc,"80,000",www.enterpriseholdings.com
4734,"9-7-3, Akasaka, Minato-Ku, Tokyo, 107-0052",Technology and Communications,$27.1B,Fujifilm Holdings Corp,"75,474",www.fujifilmholdings.com/ja
4735,"345 Park Ave, New York, 10154-0004",Financial Services,$101.9B,Blackstone Inc,"3,795",www.blackstone.com
4736,"Chemin De La Chenaie 50, Bellevue, 1293",Consumer Packaged Goods,$79.0B,Compagnie Financiere Richemont SA,"35,853",www.richemont.com
4737,"3-7 Place De L'Europe, Velizy Villacoublay, 78140",Construction,$10.3B,Eiffage SA,"74,912",www.eiffage.fr
4738,"Hdfc Bank House', Senapati Bapat Road, Lower Parel (West), Mumbai, 400042",Financial Services,$111.9B,HDFC Bank Ltd,"129,341",www.hdfcbank.com
4739,"Toyosu Center Bldg., 3-3-3, Toyosu, Koto-Ku, Tokyo, 135-6033",Technology and Communications,$21.3B,NTT DATA Corp,"151,991",www.nttdata.com/jp
4740,"Calle Pintor Sorolla, 2-4., Valencia, 46002",Financial Services,$31.7B,CaixaBank SA,"45,022",www.caixabank.com
4741,"150 N Bartlett St, Medford, Oregon, 97501",Automotive,$6.3B,Lithia Motors Inc,"21,150",www.lithia.com
4742,"333 N Central Ave, Phoenix, Arizona, 85004",Metals and Mining,$62.8B,Freeport-McMoRan Inc,"24,700",www.fcx.com
4743,"P.O. Box 17100, Croeselaan 18, 3500 HG, Utrecht, 3500",Financial Services,,Cooperatieve Rabobank UA,"43,361",www.rabobank.com
4744,"5599 San Felipe St Fl 17, Houston, Texas, 77056-2790",Energy and Utilities,$81.0B,Schlumberger Ltd,"92,000",www.slb.com
4745,"Umeda Sky Building Tower East, 1-1-88, Oyodonaka, Kita-Ku, Osaka-Shi, 531-0076",Construction,$12.9B,Sekisui House Ltd,"28,821",www.sekisuihouse.co.jp
4746,"214 N. Tryon St., Charlotte, North Carolina, 28202",Financial Services,$60.7B,Truist Financial Corp,"50,283",www.truist.com
4747,"Cj Cheil Jedang Center, 330, Dongho-Ro, Jung-Gu, Seoul, 04560",Consumer Packaged Goods,$4.3B,CJ CheilJedang Corp,"5,122",www.cj.co.kr
4748,"14701 Charlson Rd, Eden Prairie, Minnesota, 55347-5076",Transport and Logistics,$11.0B,C.H. Robinson Worldwide Inc,"17,554",www.chrobinson.com
4749,"No. 385, Tiyu South Street, Shijiazhuang, Hebei, 050023",Metals and Mining,$3.5B,HBIS Group Co Ltd,"33,434",www.hebgtgf.com
4750,"30 Ivan Allen Jr Blvd Nw, Atlanta, Georgia, 30308-3003",Power,$73.7B,Southern Co,"27,300",www.southerncompany.com
4751,"110 N Carpenter St, Chicago, Illinois, 60607-2104",Leisure and Arts,$194.9B,McDonald's Corp,"200,000",www.mcdonalds.com/us/en-us.html
4752,"Frankfurter Str. 250, Darmstadt, 64293",Pharmaceuticals and Healthcare,$26.9B,Merck KGaA,"62,770",www.merckgroup.com
4753,"Mayfair, 10 Grosvenor Street, London, W1K4QY",Consumer Packaged Goods,$17.6B,Associated British Foods Plc,"132,273",www.abf.co.uk
4754,"147 Rue De Paris, Charenton-Le-Pont, 94220",Consumer Packaged Goods,$84.9B,EssilorLuxottica SA,"186,374",www.essilorluxottica.com
4755,"777 106th Avenue Ne, Paccar Building, Bellevue, Washington, 98004",Automotive,$34.7B,PACCAR Inc,"28,500",www.paccar.com
4756,"General-Guisan-Quai 40, Zuerich, 8022",Financial Services,$17.7B,Swiss Life Holding Ltd,"10,219",www.swisslife.com
4757,"Arabellastrasse 4, Muenchen, 81925",Agriculture and Forestry,$1.7B,BayWa AG,"22,250",www.baywa.com
4758,"65 Chulia Street, #01-00, Ocbc Centre, Singapore, 049513",Financial Services,$43.4B,Oversea-Chinese Banking Corp Ltd,"31,369",www.ocbc.com
4759,"Tour Bollore, 31-32  Quai De Dion-Bouton, Puteaux Cedex, 92811",Transport and Logistics,$17.1B,Bollore SE,"73,407",www.bollore.com/fr
4760,"No. 2, Jinye First Road, High-Tech Zone, Xi'An, Shaanxi, 710077",Metals and Mining,$28.4B,Shaanxi Coal Industry Co Ltd,"38,297",www.shxcoal.com/index.php
4761,"Ul. Vorontsovskaya, D.43, Str.1, Moscow, 109147",Financial Services,$3.2B,VTB Bank,"97,000",www.vtb.ru
4762,"29th Floor, Guangfa Building, No. 713, Dongfengdong Road, Guangzhou, Guangdong, 510080",Financial Services,,"China Guangfa Bank Co., Ltd.",,www.cgbchina.com.cn
4763,"800 Nicollet Mall, Minneapolis, Minnesota, 55402-7000",Financial Services,$70.1B,U.S. Bancorp,"68,796",www.usbank.com
4764,"95 Wellington St West Ste 800, Fairfax Financial Holdings Ltd, Toronto, Ontario, M5K1B1",Financial Services,$14.8B,Fairfax Financial Holdings Ltd,"39,000",www.fairfax.ca
4765,"Henkelstrasse 67, Duesseldorf, 40589",Consumer Packaged Goods,$30.3B,Henkel AG & Co KGaA,"51,800",www.henkel.de
4766,"No. 313 Beihuan Road, Qingxi Town, Tiesong Industrial Zone, Dongguan, Guangdong, 523642",Technology and Communications,$32.4B,Luxshare Precision Industry Co Ltd,"228,152",www.luxshare-ict.com
4767,"245 Summer Street, Boston, Massachusetts, 02210",Financial Services,,FMR LLC,,www.fidelity.com
4768,"2100, 855-2 Street Sw, Calgary, Alberta, T2P4J8",Energy and Utilities,$63.4B,Canadian Natural Resources Ltd,"9,735",www.cnrl.com
4769,"192, Baekbeom-Ro, Mapo-Gu, Seoul, 04196",Energy and Utilities,$7.8B,S-Oil Corporation Inc,"2,865",www.s-oil.com
4770,"Box 3005 Mail Code 60207, 500 Jackson St, Columbus, Indiana, 47202-3005",Industrial Goods and Machinery,$34.0B,Cummins Inc,"59,900",www.cummins.com
4771,"115 King Street, Stellarton, Nova Scotia, B0K1S0",Retailing,$7.0B,Empire Co Ltd,"67,000",www.empireco.ca
4772,"120 Cheomdan-ro, Dong-gu, Daegu, 41062",Energy and Utilities,$2.5B,Korea Gas Corp,"3,505",www.kogas.or.kr
4773,"2-1, Toyoda-Cho, Kariya-Shi, Aichi, 448-8671",Industrial Goods and Machinery,$19.7B,Toyota Industries Corp,"71,784",www.toyota-shokki.co.jp
4774,"1, Higashishin-Cho, Higashi-Ku, Nagoya-Shi, Aichi, 461-8680",Power,$7.6B,Chubu Electric Power Co Inc,"28,365",www.chuden.co.jp
4775,"Hilmore House, Gain Lane, Bradford, West Yorkshire, BD37DL",Retailing,,Wm Morrison Supermarkets Ltd,"35,291",www.morrisons.com
4776,"2211 South 47th Street, Phoenix, Arizona, 85034",Technology and Communications,$4.0B,Avnet Inc,"15,300",www.avnet.com
4777,"Cr De Pozuelo De Alarcon 52, Majadahonda, Madrid, 28222",Financial Services,$6.2B,Mapfre SA,"30,941",www.mapfre.com
4778,"Binger Strasse 173, Ingelheim am Rhein, Rheinland-Pfalz, 55216",Pharmaceuticals and Healthcare,,Boehringer Ingelheim International GmbH,"51,944",www.boehringer-ingelheim.com
4779,"Dcc House, Leopardstown Road, Foxrock, Dublin, D18PK00",Energy and Utilities,$5.4B,DCC Plc,"15,400",www.dcc.ie
4780,"Ebisu Subaru Bldg., 1-20-8, Ebisu, Shibuya-Ku, Tokyo, 150-8554",Automotive,$12.3B,Subaru Corp,"36,910",www.subaru.co.jp
4781,"No. 3998 Hongxin Road, Minhang District, Shanghai, 201103",Automotive,$2.5B,China Grand Automotive Services Group Co Ltd,"43,611",www.chinagrandauto.com
4782,"Edificio Principal Cr 13 No. 36 - 24, Bogota",Energy and Utilities,$24.6B,Ecopetrol SA,"9,150",www.ecopetrol.com.co
4783,"14f, Hyundai Bldg., 75, Yulgok-Ro, Jongno-Gu, Seoul, 03058",Industrial Goods and Machinery,$3.8B,HD Hyundai Co Ltd,,www.hdhyundai.co.kr
4784,"Tokyo Sumitomo Twin Bldg. East Kan, 2-27-1, Shinkawa, Chuo-Ku, 103-6020",Chemicals,$6.2B,Sumitomo Chemical Co Ltd,"34,703",www.sumitomo-chem.co.jp
4785,"St. James's Place House, 1 Tetbury Road, Cirencester, GL71FP",Financial Services,$8.4B,St. James's Place plc,"2,673",www.sjp.co.uk
4786,"E. Anna Ha - Whqld, 233 South Wacker Drive, Chicago, Illinois, 60606",Transport and Logistics,$16.0B,United Airlines Holdings Inc,"90,800",ir.united.com
4787,"20, Sejong-Daero 9-Gil, Jung-Gu, Seoul, 04513",Financial Services,$17.6B,Shinhan Financial Group Co Ltd,"21,530",www.shinhangroup.com
