,company_country,company_name
5468,Switzerland,VectivBio
5469,USA,Solid Power
5470,Finland,Rovio Entertainment
5471,Argentina,Grupo Supervielle
5472,USA,ContextLogic (wish.com)
5473,Canada,Telesat
5474,China,Baozun
5475,Luxembourg,Magnachip
5476,USA,The Children's Place
5477,USA,Zumiez
5478,USA,OneWater Marine
5479,USA,IBEX
5480,Singapore,Wave Life Sciences
5481,USA,Inovio Pharmaceuticals
5482,USA,Nektar Therapeutics
5483,USA,NanoString Technologies
5484,USA,Five Star Bancorp
5485,USA,Alerus Financial
5486,China,GuangZhou Wahlap Technology
5487,USA,Smith & Wesson
5488,USA,Apollo Endosurgery
5489,S. Korea,Pearl Abyss
5490,India,Gateway Distriparks
5491,USA,Kezar Life Sciences
5492,USA,Marine Products Corporation
5493,USA,SmartFinancial (SmartBank)
5494,India,Action Construction Equipment
5495,USA,Canoo
5496,USA,Powell Industries
5497,USA,Olympic Steel
5498,Switzerland,MoonLake Immunotherapeutics
5499,USA,Greene County Bancorp
5500,USA,Beazer Homes USA
5501,Canada,Teekay
5502,India,Anant Raj
5503,USA,Newpark Resources
5504,USA,Gladstone Investment
5505,Iceland,Icelandair
5506,USA,Civeo
5507,USA,Biglari
5508,USA,Anika Therapeutics
5509,India,The Tinplate Company Of India
5510,Israel,Ituran
5511,India,IFB Industries
5512,USA,Sutro Biopharma
5513,Canada,Fission Uranium
5514,Israel,Nano-X Imaging
5515,India,Indoco Remedies
5516,USA,Axogen
5517,USA,Arbutus Biopharma
5518,Israel,Similarweb
5519,USA,Mitek Systems
5520,S. Korea,Webzen
5521,New Zealand,Restaurant Brands New Zealand
5522,USA,Carriage Services
5523,USA,Lexicon Pharmaceuticals
5524,USA,Newtek
5525,USA,Latham Group
5526,USA,Southern Missouri Bancorp
5527,UK,Avacta Group
5528,USA,Aaron's
5529,India,Barbeque Nation Hospitality
5530,USA,Tutor Perini
5531,Malaysia,Dutch Lady Milk Industries
5532,USA,Enterprise Bancorp
5533,USA,Orchid Island Capital
5534,USA,Destination XL
5535,Japan,OPTiM
5536,Estonia,Tallink Grupp
5537,India,West Coast Paper Mills
5538,USA,Bel Fuse
5539,USA,GAMCO Investors
5540,USA,Vanda Pharmaceuticals
5541,USA,NGM Biopharmaceuticals
5542,USA,Kodiak Sciences
5543,USA,Intrepid Potash
5544,India,Paisalo Digital
5545,USA,Atlanticus
5546,USA,Entrada Therapeutics
5547,USA,Trinity Capital
5548,USA,Microvision
5549,USA,Preformed Line Products
5550,USA,Bed Bath & Beyond
5551,USA,Rayonier Advanced Materials
5552,USA,Huuuge
5553,USA,ShotSpotter
5554,UK,Luxfer
5555,China,Archosaur Games
5556,USA,fuboTV
5557,Canada,New Pacific Metals
5558,USA,Reservoir Media
5559,India,National Fertilizers
5560,India,JTEKT India
5561,India,Mahindra Logistics
5562,USA,Harrow Health
5563,USA,Dynamic Materials Corporation
5564,USA,Vigil Neuroscience
5565,Ireland,Avadel Pharmaceuticals
5566,USA,Guaranty Bancshares
5567,India,MOIL
5568,USA,ON24
5569,USA,Great Lakes Dredge & Dock Corp.
5570,USA,Eagle Pharmaceuticals
5571,USA,Cyxtera Technologies
5572,USA,Ring Energy
5573,Australia,Deep Yellow
5574,USA,Computer Programs and Systems
5575,USA,FutureFuel
5576,USA,Argonaut Gold
5577,Taiwan,Gamania Digital
5578,USA,Precigen
5579,USA,C4 Therapeutics
5580,USA,Silvergate Capital
5581,China,NIU
5582,USA,Digimarc
5583,USA,Xperi
5584,USA,Voyager Therapeutics
5585,USA,Liquidia Technologies
5586,Canada,Largo
5587,USA,Omega Therapeutics
5588,India,Chennai Petroleum
5589,USA,Ramaco Resources
5590,Finland,Marimekko
5591,USA,Codexis
5592,Hong Kong,Giordano
5593,USA,The Manitowoc Company
5594,USA,Aura Biosciences
5595,USA,Atea Pharmaceuticals
5596,India,Sify
5597,USA,Akoya Biosciences
5598,USA,SkyWater Technology
5599,Monaco,Eneti
5600,USA,ALX Oncology
5601,France,McPhy Energy
5602,UK,COMPASS Pathways
5603,USA,El Pollo Loco
5604,USA,2seventy bio
5605,USA,Transcontinental Realty Investors
5606,USA,Daily Journal
5607,UK,Arrival
5608,India,Jindal Poly Films
5609,USA,LoveSac
5610,Jordan,International General Insurance
5611,USA,RBB Bancorp
5612,USA,1-800-PetMeds
5613,USA,Professional Holding
5614,China,GreenTree Hospitality
5615,Indonesia,Bank Mayapada Internasional
5616,India,Vesuvius India
5617,India,Dish TV
5618,USA,DZS Inc
5619,USA,Alpine Immune Sciences
5620,Germany,Jumia
5621,USA,Tredegar
5622,India,AGC Networks
5623,Hong Kong,Global Cord Blood
5624,USA,PennantPark Investment
5625,Cambodia,Phnom Penh Autonomous Port
5626,Cayman Islands,Global Indemnity
5627,USA,CPI Card Group
5628,India,Surya Roshni
5629,USA,CapStar Financial
5630,India,Power Mech Projects
5631,UK,Avon Protection
5632,India,Tata Steel Long Products
5633,Argentina,Despegar
5634,USA,American National Bank & Trust Company
5635,USA,NexPoint Real Estate Finance
5636,USA,Velo3D
5637,Germany,Hawesko
5638,USA,iRadimed
5639,USA,CS Disco
5640,USA,Blend Labs
5641,India,India Tourism Development Corp
5642,India,Kewal Kiran Clothing
5643,Germany,PREOS Real Estate
5644,India,Astec Lifesciences
5645,Austria,Ottakringer GetrÃ¤nke
5646,Hong Kong,Regencell Bioscience
5647,Switzerland,ADC Therapeutics
5648,USA,Tarsus Pharmaceuticals
5649,Japan,Bushiroad
5650,USA,Turning Point Brands
5651,USA,Vor Biopharma
5652,USA,Stoke Therapeutics
5653,India,Automotive Axles
5654,USA,BRT Apartments
5655,USA,374Water
5656,USA,CarParts.com
5657,USA,HomeTrust Bancshares
5658,USA,Mammoth Energy Services
5659,USA,Braemar Hotels & Resorts
5660,Sweden,Bahnhof AB
5661,USA,Foghorn Therapeutics
5662,USA,Wheels Up
5663,Hong Kong,Hong Kong Ferry
5664,UK,Selina Hospitality
5665,UK,Autolus Therapeutics
5666,USA,SciPlay
5667,India,Hathway
5668,USA,RxSight
5669,USA,NVE Corporation
5670,China,Sichuan Xunyou Network Technology
5671,USA,Aviat Networks
5672,USA,Gladstone Capital
5673,USA,SeaSpine
5674,S. Korea,Tâway Air
5675,Monaco,Safe Bulkers
5676,USA,Build-A-Bear
5677,USA,Traeger
5678,USA,Macatawa Bank
5679,USA,LendingTree
5680,USA,Sportsman's Warehouse
5681,USA,Rimini Street
5682,USA,ESS Tech
5683,USA,Hippo
5684,USA,HCI Group
5685,USA,Rain Therapeutics
5686,USA,PepGen
5687,USA,Financial Institutions
5688,USA,Monte Rosa Therapeutics
5689,USA,Aldeyra Therapeutics
5690,Japan,Sun Corp
5691,India,TCNS Clothing
5692,USA,Heron Therapeutics
5693,USA,PMV Pharmaceuticals
5694,Canada,Gold Royalty Corp
5695,Greece,GasLog Partners
5696,USA,Red River Bancshares
5697,USA,Hersha Hospitality Trust
5698,China,Burning Rock Biotech
5699,USA,Citizens & Northern Corp
5700,USA,Gatos Silver
5701,USA,Civista Bancshares
5702,USA,Unisys
5703,Italy,Digital Bros
5704,India,Hindustan Construction Company
5705,India,Shriram Pistons & Rings
5706,India,Kaveri Seed
5707,UK,The Restaurant Group plc
5708,USA,Clarus
5709,USA,Northwest Pipe Company
5710,USA,Postal Realty Trust
5711,USA,Shore Bancshares
5712,USA,ReneSola
5713,USA,Astronics Corporation
5714,USA,Allbirds
5715,USA,OraSure Technologies
5716,USA,LSI Industries
5717,USA,Sanara MedTech
5718,USA,Comtech Telecommunications
5719,Canada,North American Construction Group
5720,USA,Farmers & Merchants Bancorp
5721,USA,Karyopharm Therapeutics
5722,Canada,Meta Materials
5723,Canada,City Office REIT
5724,USA,Adicet Bio
5725,Canada,Tucows
5726,India,Strides Pharma
5727,India,JCI Hitachi India
5728,USA,Southern First Bancshares
5729,Canada,Arizona Metals
5730,India,Mirza International
5731,USA,Satellogic
5732,USA,Ooma
5733,India,Nilkamal
5734,UK,Centessa Pharmaceuticals
5735,USA,Inspired Entertainment
5736,USA,Weave Communications
5737,USA,Belpointe OZ
5738,Israel,Gilat Telecom
5739,USA,Arlo Technologies
5740,Canada,Corby Spirit and Wine
5741,USA,Quotient Technology
5742,USA,Phathom Pharmaceuticals
5743,USA,Telos
5744,USA,Vicarious Surgical
5745,USA,Torrid
5746,USA,Priority Technology Holdings
5747,USA,Penseco Financial Services
5748,USA,Atara Biotherapeutics
5749,USA,Aeva Technologies
5750,China,Hailiang Education
5751,Hong Kong,Regal Hotels International
5752,USA,Black Rifle Coffee (BRC)
5753,USA,NL Industries
5754,India,Inox Wind
5755,Poland,Arctic Paper
5756,USA,Outlook Therapeutics
5757,USA,Gannett
5758,USA,Village Super Market
5759,USA,Forge Global
5760,Canada,Marathon Gold
5761,Brazil,Vasta Platform
5762,India,HBL Power Systems
5763,India,Orient Cement
5764,USA,The Original BARK Company
5765,USA,Amplify Energy
5766,USA,Organogenesis
5767,USA,AFC Gamma
5768,USA,MeiraGTx
5769,UK,Arqit Quantum
5770,USA,Loop Media
5771,USA,Concert Pharmaceuticals
5772,Canada,McEwen Mining
5773,USA,Skillsoft
5774,Japan,Happinet
5775,Canada,Aurora Cannabis
5776,USA,Home Bancorp
5777,Canada,Gran Tierra Energy
5778,Bermuda,Maiden Holdings
5779,USA,Pulmonx
5780,Canada,Pizza Pizza
5781,USA,Workhorse Group
5782,India,PTC India
5783,USA,PetIQ
5784,USA,Rani Therapeutics
5785,USA,Miller Industries
5786,USA,American Battery Technology Company
5787,USA,The Pennant Group
5788,USA,American Realty Investors
5789,USA,First Bancorp
5790,India,Cosmo Films
5791,Finland,Remedy Entertainment
5792,USA,Utah Medical Products
5793,USA,CVRx
5794,USA,Red Violet
5795,India,Marksans Pharma
5796,USA,Annexon
5797,USA,Seer
5798,USA,Summit Financial Group
5799,USA,ACNB Corporation
5800,USA,Velocity Financial
5801,India,Gabriel India
5802,USA,Granite Point Mortgage Trust
5803,USA,Sierra Bancorp
5804,India,Sudarshan Chemical
5805,USA,Northeast Bank
5806,USA,Saratoga Investment
5807,USA,Franklin Street Properties
5808,USA,Hallador Energy Company
5809,USA,Columbia Care
5810,Taiwan,Soft-World International
5811,Israel,Silicom
5812,USA,Vuzix
5813,USA,G1 Therapeutics
5814,USA,Cue Health
5815,Israel,Alpha Tau Medical
5816,Cayman Islands,Greenlight Reinsurance
5817,USA,NextNav
5818,France,Focus Entertainment
5819,USA,WhiteHorse Finance
5820,USA,Richardson Electronics
5821,USA,OptimizeRx
5822,India,Voltamp Transformers
5823,USA,Aadi Bioscience
5824,USA,ASA Gold and Precious Metals
5825,Poland,11 bit studios
5826,Japan,Marvelous
5827,USA,eGain
5828,USA,Casa Systems
5829,Greece,Diana Shipping
5830,India,Siyaram Silk Mills
5831,Israel,NeoGames
5832,S. Korea,Gravity Co.
5833,USA,Weight Watchers
5834,USA,Sterling Bancorp
5835,Malaysia,MBM Resources
5836,Canada,OrganiGram Holdings
5837,USA,Skillz
5838,Canada,Hut 8 Mining
5839,Italy,Aeroporto G. Marconi Bologna
5840,USA,Green Plains Partners
5841,USA,Northrim BanCorp
5842,USA,Regional Management
5843,Japan,Kyokuyo
5844,USA,BCB Bancorp
5845,USA,Quantum-Si
5846,Cyprus,Qiwi
5847,USA,Ocular Therapeutix
5848,USA,Trean Insurance Group
5849,France,DBV Technologies
5850,Canada,enCore Energy
5851,UK,Adaptimmune Therapeutics
5852,USA,Rigel Pharmaceuticals
5853,Malta,Media and Games Invest
5854,Netherlands,Pharvaris
5855,USA,Rubicon Technologies
5856,China,Zengame Technology
5857,India,Astra Microwave
5858,USA,Full House Resorts
5859,USA,Karat Packaging
5860,USA,BigBear.ai
5861,USA,Investors Title Company
5862,USA,Generation Bio
5863,USA,Holley
5864,India,Ashoka Buildcon
5865,USA,Luna Innovations
5866,France,Innate Pharma
5867,USA,Bakhu Holdings
5868,USA,Overseas Shipholding Group
5869,USA,First Business Financial Services
5870,USA,PDS Biotechnology
5871,USA,Oyster Point Pharma
5872,USA,Faraday Future
5873,USA,Viemed Healthcare
5874,Germany,Atai Life Sciences
5875,USA,Hovnanian Enterprises
5876,USA,Clipper Realty
5877,Canada,Western Copper and Gold
5878,USA,Forum Energy Technologies
5879,Mexico,Betterware de Mexico
5880,S. Korea,Air Busan
5881,USA,F45 Training
5882,Canada,Tidewater Renewables
5883,India,Jaypee Group
5884,USA,Cerberus Cyber Sentinel
5885,India,eMudhra
5886,USA,Cabaletta Bio
5887,USA,PCSB Financial
5888,USA,Devolver Digital
5889,USA,Zevia
5890,Canada,Nouveau Monde Graphite
5891,China,FriendTimes
5892,USA,Prelude Therapeutics
5893,China,OneConnect
5894,USA,Noodles & Company
5895,Israel,Arbe Robotics
5896,USA,Eastman Kodak Company
5897,India,Ethos Watches
5898,USA,Park Aerospace
5899,USA,Ocugen
5900,UK,LumiraDx
5901,USA,GrowGeneration
5902,USA,Sonder Holdings
5903,USA,Ranger Energy Services
5904,USA,Unity Bancorp
5905,Singapore,Grindrod Shipping
5906,China,Qudian
5907,USA,Genie Energy
5908,USA,Kinnate Biopharma
5909,USA,NI Holdings
5910,India,India Glycols
5911,Japan,SRA Holdings
5912,USA,Gritstone bio
5913,USA,The Honest Company
5914,India,Arvind
5915,USA,MVB Financial
5916,USA,Ur Energy
5917,India,Honda Siel Power Products
5918,USA,Lands' End
5919,USA,908 Devices
5920,USA,AirSculpt Technologies
5921,USA,NACCO Industries
5922,USA,Chicago Atlantic Real Estate Finance
5923,India,Accelya
5924,USA,AMMO
5925,USA,Timberland Bancorp
5926,USA,HireQuest
5927,Canada,PolyMet
5928,USA,Focus Universal
5929,USA,Kaltura
5930,China,Fire Rock
5931,USA,Transphorm
5932,USA,Cipher Mining
5933,India,SpiceJet
5934,Poland,People Can Fly
5935,India,Rupa Company
5936,USA,SmileDirectClub
5937,India,Prime Focus
5938,India,Electrosteel Castings
5939,USA,Upland Software
5940,India,Confidence Petroleum
5941,USA,Nkarta
5942,USA,Daseke
5943,USA,Semler Scientific
5944,USA,TrueCar
5945,USA,Stellus Capital
5946,India,Sequent Scientific
5947,USA,Motorcar Parts of America
5948,UK,Babylon Holdings
5949,USA,Markforged
5950,USA,Performant Financial
5951,India,Somany Ceramics
5952,USA,The Joint Corp.
5953,Jersey,Caledonia Mining
5954,USA,Tactile Medical
5955,USA,Orange County Bancorp
5956,USA,Dakota Gold
5957,USA,Absci
5958,USA,Kimball International
5959,USA,The Container Store
5960,India,MSTC Limited
5961,USA,Blade Air Mobility
5962,India,Hyderabad Industries Limited
5963,Austria,Addiko Bank
5964,USA,Lordstown Motors
5965,India,RattanIndia Power
5966,India,Cantabil Retail India
5967,USA,Terran Orbital
5968,UK,Frontier Developments
5969,USA,LiveVox
5970,India,Neuland Laboratories
5971,USA,Solo Brands
5972,USA,DHI Group
5973,USA,Groupon
5974,USA,Pangaea Logistics Solutions
5975,USA,Innovid
5976,USA,Landsea Homes
5977,Canada,HIVE Blockchain Technologies
5978,Thailand,Asiasoft
5979,USA,Alpine Income Property Trust
5980,India,Puravankara
5981,USA,Acrivon Therapeutics
5982,USA,Tillys
5983,USA,Landec
5984,USA,Orrstown Financial Services
5985,USA,SEACOR Marine
5986,USA,Actinium Pharmaceuticals
5987,USA,Selecta Biosciences
5988,India,NACL Industries
5989,USA,Lineage Cell Therapeutics
5990,China,Homeland Interactive Technology
5991,Israel,Cognyte Software
5992,USA,Humacyte
5993,USA,Central Valley Community Bancorp
5994,USA,First Western Financial
5995,USA,Rent the Runway
5996,USA,XOMA
5997,USA,Ocwen
5998,USA,Nautilus Biotechnology
5999,USA,Willdan Group
6000,India,Azure Power
6001,China,GigaCloud Technology
6002,Sweden,Enad Global 7
6003,USA,Acumen Pharmaceuticals
6004,USA,Backblaze
6005,South Africa,Lesaka Technologies
6006,USA,BayCom (United Business Bank)
6007,USA,Vaxxinity
6008,Canada,Uranium Royalty
6009,France,Nacon
6010,USA,Third Coast Bancshares
6011,USA,Radiant Logistics
6012,India,VA Tech Wabag
6013,India,Subros
6014,USA,Nerdy
6015,USA,First Guaranty Bancshares
6016,India,MM Forgings
6017,Peru,Aenza
6018,USA,Fathom Digital Manufacturing
6019,USA,J.Jill
6020,USA,Oil-Dri Corporation Of America
6021,India,Force Motors
6022,India,Jain Irrigation Systems
6023,Australia,Opthea
6024,India,Gulf Oil Lubricants
6025,USA,LianBio
6026,India,Filatex India
6027,Austria,Fabasoft
6028,USA,Weyco Group
6029,USA,Information Services Group
6030,USA,Parke Bancorp
6031,Canada,TransGlobe Energy
6032,India,Sundaram Finance
6033,India,Jagran Prakashan
6034,India,Time Technoplast
6035,China,Yiren Digital
6036,USA,Brightcove
6037,USA,Commercial Vehicle Group (CVG)
6038,USA,Veritone
6039,Poland,Ten Square Games
6040,Canada,IsoEnergy
6041,USA,Ponce Financial Group
6042,USA,Urban One
6043,USA,Bank7
6044,USA,SKYX Platforms
6045,USA,Immersion Corporation
6046,USA,Southern States Bancshares
6047,Switzerland,Molecular Partners
6048,USA,Marinus Pharmaceuticals
6049,India,Apollo Pipes
6050,Netherlands,ProQR
6051,USA,Zomedica Pharmaceuticals
6052,India,Hindustan Sanitaryware & Industries
6053,USA,tinyBuild
6054,Hong Kong,Troops
6055,India,Gati
6056,USA,Emerald Holding
6057,USA,Voxx International
6058,USA,Alto Ingredients
6059,USA,Conn's
6060,USA,Atlas Technical Consultants
6061,USA,KalVista Pharmaceuticals
6062,USA,Invivyd
6063,India,Vst Tillers Tractors
6064,USA,American Public Education
6065,USA,Porch Group
6066,USA,SWK Holdings
6067,Australia,Appen
6068,Sweden,Nordic Paper
6069,USA,Velodyne Lidar
6070,USA,SoundHound AI
6071,Canada,Vizsla Silver
6072,USA,The ONE Group Hospitality
6073,USA,Homepoint
6074,USA,Century Casinos
6075,Russia,Cian
6076,USA,ZimVie
6077,France,Eurobio Scientific
6078,USA,Pure Cycle (water)
6079,India,Vadilal Industries
6080,India,CARE's Ratings
6081,USA,First Internet Bancorp
6082,India,Sanghi Industries
6083,India,Texmaco Rail & Engineering
6084,USA,ORIC Pharmaceuticals
6085,USA,Limoneira
6086,Canada,EMX Royalty
6087,Canada,Bitfarms
6088,USA,Bankwell Financial Group
6089,South Africa,Absa Bank
6090,USA,22nd Century Group
6091,USA,Aveanna Healthcare
6092,USA,Hooker Furniture
6093,Italy,GEOX
6094,USA,1stdibs.Com
6095,USA,RGC Resources
6096,USA,Eargo
6097,Cayman Islands,Consolidated Water
6098,USA,AXT Inc
6099,Japan,Akatsuki Inc
6100,USA,Quad
6101,USA,Rallybio
6102,USA,Greenhill
6103,Israel,Kamada
6104,USA,Rocky Brands
6105,India,Vidhi Specialty Food
6106,USA,Territorial Bancorp
6107,USA,Codorus Valley Bancorp
6108,USA,Community Financial Corporation
6109,USA,CompX International
6110,USA,Big 5 Sporting Goods
6111,Japan,Maruzen
6112,USA,BlackSky Technology
6113,Canada,TMC the metals company
6114,Israel,Caesarstone
6115,USA,Ouster
6116,Japan,Bank of Innovation
6117,USA,Accuray
6118,India,Alembic Limited
6119,India,Greenply
6120,USA,HF Foods Group
6121,India,Gallantt Ispat
6122,USA,Gossamer Bio
6123,USA,Matrix Service
6124,USA,Planet13
6125,USA,Genius Brands
6126,USA,Limestone Bancorp
6127,USA,Ames National Corp.
6128,USA,Portman Ridge
6129,USA,Plumas Bancorp
6130,USA,Danimer Scientific
6131,India,Hindustan Oil Exploration Company
6132,USA,TELA Bio
6133,USA,Evans Bancorp
6134,UK,Cazoo
6135,USA,Middlefield Banc
6136,USA,Western New England Bancorp
6137,USA,scPharmaceuticals
6138,Japan,"PLAID,Inc."
6139,China,Kandi Technologies Group
6140,Austria,UBM Development
6141,USA,Akoustis Technologies
6142,USA,Cato Fashion
6143,USA,The Beachbody Company
6144,USA,ESSA Bancorp
6145,USA,Duluth Holdings
6146,India,Tide Water Oil
6147,USA,Investar Holding
6148,USA,Perpetua Resources
6149,Japan,FuRyu
6150,USA,Ashford Hospitality Trust
6151,Israel,Ellomay Capital
6152,USA,Cooper Standard
6153,Hong Kong,Prenetics
6154,USA,Fiesta Restaurant Group
6155,USA,Savara Pharmaceuticals
6156,USA,Y-mAbs Therapeutics
6157,USA,MainStreet Bancshares
6158,USA,LCNB
6159,USA,Inotiv
6160,India,Federal-Mogul Goetze
6161,Australia,Incannex Healthcare
6162,Canada,VersaBank
6163,India,Shalby
6164,USA,AN2 Therapeutics
6165,USA,Potbelly Corporation
6166,Japan,gumi
6167,USA,Beyond Air
6168,Switzerland,AC Immune
6169,USA,INNOVATE Corp.
6170,India,Tamil Nadu Newsprint and Papers Limited
6171,India,Lumax Industries
6172,Australia,Bannerman Energy
6173,USA,Tupperware Brands
6174,USA,AgileThought
6175,USA,NGL Energy Partners
6176,USA,Assertio Therapeutics
6177,USA,Vintage Wine Estates
6178,USA,Applied Blockchain
6179,USA,KVH Industries
6180,USA,AppHarvest
6181,USA,C&F Financial Corporation
6182,USA,Jakks Pacific
6183,Switzerland,SOPHiA GENETICS
6184,USA,Quipt Home Medical
6185,USA,OptiNose
6186,China,China Automotive Systems
6187,USA,InfuSystem
6188,Sweden,Rottneros
6189,Sweden,Tethys Oil
6190,USA,WM Technology
6191,USA,Verrica Pharmaceuticals
6192,USA,Oportun Financial
6193,USA,Asure Software
6194,Canada,Kingsway Financial Services
6195,USA,Alpine Summit Energy Partners
6196,USA,UroGen Pharma
6197,USA,KLX Energy Services
6198,USA,Thorne HealthTech
6199,India,MPS Limited
6200,Finland,Kamux
6201,India,Mahanagar Telephone Nigam
6202,USA,Great Ajax
6203,USA,Rite Aid
6204,USA,California BanCorp
6205,USA,ThredUp
6206,India,I.g. Petrochemicals
6207,USA,PlayAGS
6208,India,Kingfa Science & Technology
6209,USA,Hill International
6210,USA,Penns Woods Bancorp
6211,Canada,ReconAfrica
6212,USA,Cepton
6213,USA,Virginia National Bankshares
6214,USA,Alaunos Therapeutics
6215,USA,Nature's Sunshine Products
6216,USA,Identiv
6217,USA,Biodesix
6218,USA,Angel Oak REIT
6219,India,Dhampur Sugar Mills
6220,USA,Alico
6221,USA,KemPharm
6222,Brazil,MÃ©liuz
6223,USA,Cadiz
6224,China,So-Young International
6225,USA,CSI Compressco
6226,USA,CytomX Therapeutics
6227,USA,Acacia Research
6228,USA,Avita Medical
6229,India,Indian Metals & Ferro Alloys
6230,India,Ashiana Housing
6231,Canada,D-Wave Quantum
6232,USA,Battalion Oil
6233,USA,Vera Therapeutics
6234,USA,a.k.a. Brands
6235,USA,FingerMotion
6236,USA,Summit Midstream
6237,India,GTPL Hathway
6238,India,Nelco
6239,USA,CalAmp
6240,India,Wendt India
6241,UK,AFC Energy
6242,USA,CleanSpark
6243,USA,Whole Earth Brands
6244,China,BAIOO Family Interactive
6245,USA,Salisbury Bancorp
6246,India,GTL Infrastructure
6247,India,Southern Petrochemical Industries Corp
6248,USA,Peoples Bancorp of North Carolina
6249,India,Aptech
6250,India,Cigniti Technologies
6251,USA,LL Flooring
6252,USA,CURO Group
6253,India,Hester Biosciences
6254,France,Olympique Lyonnais Groupe
6255,USA,Cormedix
6256,India,Sandhar
6257,India,Huhtamaki India
6258,India,Indorama Synthetics
6259,USA,Park-Ohio Holdings
6260,Japan,UNITED
6261,USA,Hurco Companies
6262,Australia,Immutep
6263,India,Shankara Building
6264,Japan,Drecom
6265,Hong Kong,Digital Domain
6266,USA,Silvercrest Asset Management Group
6267,India,INEOS Styrolution
6268,Israel,Ceragon Networks
6269,USA,Remark Holdings
6270,USA,Doma
6271,USA,eHealth
6272,USA,Third Harmonic Bio
6273,India,Repco Home Finance
6274,USA,Stratus Properties
6275,USA,Spire Global
6276,USA,Offerpad
6277,India,RPG Life Sciences
6278,France,Cellectis
6279,India,KCP Limited
6280,Canada,Andrew Peller
6281,India,Excel Industries
6282,USA,Oxford Square Capital
6283,USA,GreenLight Biosciences
6284,USA,Intevac
6285,USA,Liberty TripAdvisor Holdings
6286,Japan,AlphaPolis
6287,USA,Xeris Pharmaceuticals
6288,Israel,InterCure
6289,Canada,Westport Fuel Systems
6290,USA,Sunlight Financial
6291,USA,Pear Therapeutics
6292,USA,Arteris
6293,USA,Atomera
6294,USA,Lifetime Brands
6295,USA,EyePoint Pharmaceuticals
6296,USA,Berkeley Lights
6297,USA,William Penn Bancorp
6298,India,Wheels India
6299,Germany,Affimed
6300,Australia,PlaySide Studios
6301,India,Oriental Aromatics
6302,USA,Bassett Furniture
6303,USA,"View, Inc."
6304,USA,Redwire
6305,Canada,Platinum Group Metals
6306,Sweden,G5 Entertainment
6307,USA,StarTek
6308,USA,Vera Bradley
6309,USA,Riverview Bancorp
6310,USA,Olema Pharmaceuticals
6311,USA,Praxis Precision Medicines
6312,USA,Ovid Therapeutics
6313,India,Sasken Technologies
6314,UK,Real Good Food plc
6315,USA,Paysign
6316,USA,XOS
6317,USA,Cardlytics
6318,USA,Unifi
6319,USA,BG Staffing
6320,Canada,Alithya Group
6321,China,Nam Tai Property
6322,Ireland,ADS-TEC Energy
6323,Taiwan,Softstar Entertainment
6324,Canada,E INC (E Automotive)
6325,USA,XL Fleet
6326,USA,Hawthorn Bancshares
6327,USA,Quantum
6328,Germany,Mister Spex
6329,USA,Citius Pharmaceuticals
6330,USA,BioAtla
6331,USA,Spok Holdings
6332,USA,Astra Space
6333,USA,Merrimack Pharmaceuticals
6334,USA,Smith Micro Software
6335,USA,Kopin Corporation
6336,USA,Bakkt Holdings
6337,USA,Frequency Therapeutics
6338,Israel,RADCOM
6339,USA,Escalade Sports
6340,Indonesia,Nusantara Pelabuhan Handal
6341,USA,Gencor Industries
6342,Turkey,Ä°Åbir Holding
6343,USA,Partners Bancorp
6344,USA,GlycoMimetics
6345,USA,AdTheorent
6346,USA,Lantronix
6347,USA,JOANN
6348,USA,RumbleON
6349,India,Yatra
6350,USA,Vinco Ventures
6351,India,Omaxe
6352,India,Igarashi Motors India
6353,USA,AgroFresh
6354,USA,Glatfelter
6355,Poland,Pkp Cargo
6356,USA,Republic First Bancorp
6357,India,Foseco India
6358,USA,Richmond Mutual Bancorporation
6359,France,Sequans Communications
6360,Malaysia,Kossan Rubber Industries
6361,Japan,Serverworks
6362,USA,Anixa Biosciences
6363,India,Kuantum Papers
6364,USA,Aemetis
6365,India,Rane Holdings
6366,USA,Vaxart
6367,India,Kitex Garments
6368,USA,Buzzfeed
6369,USA,Sachem Capital
6370,USA,The Arena Group
6371,USA,ARC Document Solutions
6372,USA,First Northwest Bancorp
6373,USA,ProPhase Labs
6374,USA,Precision BioSciences
6375,USA,SelectQuote
6376,USA,KULR Technology
6377,China,Gracell Biotechnologies
6378,USA,MISTRAS Group
6379,USA,Singular Genomics Systems
6380,Taiwan,X-Legend Entertainment
6381,India,Skipper Limited
6382,USA,Celularity
6383,USA,Kronos Bio
6384,India,Rico Auto Industries
6385,USA,Iteris
6386,China,Xunlei
6387,USA,BBX Capital Corporation
6388,USA,ECB Bancorp
6389,USA,The RealReal
6390,USA,Diebold Nixdorf
6391,USA,X4 Pharmaceuticals
6392,USA,Turtle Beach Corp
6393,USA,Daktronics
6394,USA,Athira Pharma
6395,Canada,PyroGenesis Canada
6396,India,Prakash Industries
6397,USA,Vroom
6398,USA,DermTech
6399,Belgium,Nyxoah
6400,USA,Pulse Biosciences
6401,India,Geojit Financial Services
6402,USA,ShiftPixy
6403,India,SML Isuzu
6404,Ireland,kneat.com
6405,India,Parag Milk Foods
6406,USA,Taysha Gene Therapies
6407,USA,VBI Vaccines
6408,USA,Benessere Capital Acquisition
6409,Canada,Northern Dynasty Minerals
6410,USA,MariMed
6411,USA,Twin Disc
6412,USA,Asensus Surgical
6413,USA,Yellow Corporation
6414,USA,XBiotech
