ceo,country,employees,founded,headquarters,industry,market_cap,name,sector,stock
 Mr. Nicolas  Hieronimus,France," 85,400",,"Clichy,France",Household & Personal Products,$225.24 B,L'Oréal SA,Consumer Staples,OR
 Ms. Safra Ada Catz,United States," 132,000"," June 16, 1977","RedwoodCity,CA,UnitedStates",Software—Infrastructure,$228.18 B,Oracle Corporation,Technology,ORCL
 Mr. Marc N. Casper,United States," 130,000", 1956,"Waltham,MA,UnitedStates",Diagnostics & Research,$236.15 B,Thermo Fisher Scientific Inc.,Healthcare,TMO
 Mr. Charles H. Robbins,United States," 79,500"," December 10, 1984","SanJose,CA,UnitedStates",Communication Equipment,$238.45 B,"Cisco Systems, Inc.",Technology,CSCO
 Mr. Ramon Luis Laguarta,United States," 309,000"," August 28, 1898","Purchase,NY,UnitedStates",Beverages—Non-Alcoholic,$241.05 B,"PepsiCo, Inc.",Consumer Staples,PEP
 Mr. Robert A. Chapek,United States," 152,000"," October 16, 1923","Burbank,CA,UnitedStates",Entertainment,$247.88 B,The Walt Disney Company,Communication Services,DIS
,China," 439,787",,"Beijing,China",Banks,$250.37 B,Industrial & Commercial Bank of China Ltd,Financials,601398
 Mr. Lars Fruergaard Jorgensen,Denmark," 47,792"," December 21, 1923","Bagsvaerd,Denmark",Biotechnology,$257.24 B,Novo Nordisk A/S,Healthcare,NOVO.B
 Mr. W. Craig Jelinek,United States," 288,000"," July 12, 1976","Issaquah,WA,UnitedStates",Discount Stores,$258.15 B,Costco Wholesale Corporation,Consumer Staples,COST
 Mr. Hock E. Tan,United States," 20,000", 1961,"SanJose,CA,UnitedStates",Semiconductors,$265.27 B,Broadcom Inc.,Technology,AVGO
 Mr. David A. Ricks,United States," 35,000", 1876,"Indianapolis,IN,UnitedStates",Drug Manufacturers—General,$273.01 B,Eli Lilly and Company,Healthcare,LLY
 Mr. James Robert B. Quincey,United States," 79,000"," January 29, 1892","Atlanta,GA,UnitedStates",Beverages—Non-Alcoholic,$273.20 B,The Coca-Cola Company,Consumer Staples,KO
 Mr. Peter T. F. M. Wennink,Netherlands," 29,861", 1984,"Veldhoven,Netherlands",Semiconductor Equipment & Materials,$274.35 B,ASML Holding N.V.,Technology,ASML
 Mr. Yong  Zhang,China," 259,316", 28 June 1999,"Hangzhou,China",Internet Retail,$290.40 B,Alibaba Group Holding Limited,Consumer Discretionary,9988
 Mr. Richard A. Gonzalez,United States," 50,000", 2013,"NorthChicago,IL,UnitedStates",Drug Manufacturers—General,$294.27 B,AbbVie Inc.,Healthcare,ABBV
" Dr. Albert  Bourla D.V.M., DVM, Ph.D.",United States," 79,000", 1849,"NewYork,NY,UnitedStates",Drug Manufacturers—General,$300.79 B,Pfizer Inc.,Healthcare,PFE
 Mr. Michael K. Wirth,United States," 42,595"," September 10, 1879","SanRamon,CA,UnitedStates",Oil & Gas Integrated,$315.13 B,Chevron Corporation,Energy,CVX
 Mr. Edward P. Decker,United States," 490,600"," February 6, 1978","Atlanta,GA,UnitedStates",Home Improvement Retail,$321.47 B,"The Home Depot, Inc.",Consumer Discretionary,HD
,China," 29,031",,"Renhuai,China",Beverages—Wineries & Distilleries,$348.22 B,Kweichow Moutai Co. Ltd,Consumer Staples,600519
 Mr. Darren W. Woods,United States," 63,000"," November 30, 1999","Irving,TX,UnitedStates",Oil & Gas Integrated,$348.72 B,Exxon Mobil Corporation,Energy,XOM
 Dr. Severin  Schwan Ph.D.,Switzerland," 100,920",,"Basel,Switzerland",Drug Manufacturers—General,$349.50 B,Roche Holding AG,Healthcare,ROG
 Mr. Brian Thomas Moynihan,United States," 208,000", 1998,"Charlotte,NC,UnitedStates",Banks,$350.84 B,Bank of America Corporation,Financials,BAC
 Mr. Michael  Miebach,United States," 24,000", 1966,"Purchase,NY,UnitedStates",Credit Services,$358.60 B,Mastercard Incorporated,Financials,MA
 Mr. Bernard  Arnault,France," 148,343",,"Paris,France",Luxury Goods,$359.26 B,"LVMH Moët Hennessy - Louis Vuitton, SE",Consumer Discretionary,MC
 Mr. Jong-Hee  Han,South Korea,,,"Suwon-si,SouthKorea",Consumer Electronics,$378.35 B,"Samsung Electronics Co., Ltd.",Technology,005930
 Mr. Jon R. Moeller,United States," 101,000"," October 31, 1837","Cincinnati,OH,UnitedStates",Household & Personal Products,$384.60 B,The Procter & Gamble Company,Consumer Staples,PG
 Mr. James  Dimon,United States," 271,025"," December 1, 2000","NewYork,NY,UnitedStates",Banks,$410.84 B,JPMorgan Chase & Co.,Financials,JPM
 Mr. C. Douglas McMillon,United States," 2,300,000"," July 2, 1962","Bentonville,AR,UnitedStates",Discount Stores,$429.05 B,Walmart Inc.,Consumer Staples,WMT
 Mr. Huateng Pony  Ma,China," 112,771",,"Shenzhen,China",Internet Content & Information,$441.17 B,Tencent Holdings Ltd,Communication Services,0700
 Mr. Joaquin  Duato,United States," 141,700", January 1886,"NewBrunswick,NJ,UnitedStates",Drug Manufacturers—General,$475.93 B,Johnson & Johnson,Healthcare,JNJ
 Mr. Alfred Francis Kelly Jr.,United States," 21,500"," September 18, 1958","SanFrancisco,CA,UnitedStates",Credit Services,$486.77 B,Visa Inc.,Financials,V
 Sir Andrew Philip Witty,United States," 350,000", 1977,"Minnetonka,MN,UnitedStates",Healthcare Plans,$488.52 B,UnitedHealth Group Incorporated,Healthcare,UNH
 Dr. C. C.  Wei,Taiwan," 54,193"," Industrial Technology Research Institute, Hsinchu, Taiwan.1987","Hsinchu,Taiwan",Semiconductors,$527.89 B,Taiwan Semiconductor Manufacturing Company Limited,Technology,2330
 Mr. Mark Elliot Zuckerberg,United States," 71,970"," January 4, 2004","MenloPark,CA,UnitedStates",Internet Content & Information,$617.50 B,"Meta Platforms, Inc.",Communication Services,META
 Mr. Jen-Hsun  Huang,United States," 22,473"," April 5, 1993","SantaClara,CA,UnitedStates",Semiconductors,$660.38 B,Nvidia Corporation,Technology,NVDA
 Mr. Warren E. Buffett,United States," 372,000", 1839,"Omaha,NE,UnitedStates",Financial Conglomerates,$798.47 B,Berkshire Hathaway Inc.,Financials,BRK.A
 Mr. Elon R. Musk,United States," 99,290"," July 1, 2003","PaloAlto,CA,UnitedStates",Auto Manufacturers,$1.016 T,"Tesla, Inc.",Consumer Discretionary,TSLA
 Mr. Andrew R. Jassy,United States," 1,608,000"," July 5, 1994","Seattle,WA,UnitedStates",Internet Retail,$1.642 T,"Amazon.com, Inc.",Consumer Discretionary,AMZN
 Mr. Sundar  Pichai,United States," 156,500"," October 2, 2015","MountainView,CA,UnitedStates",Internet Content & Information,$1.825 T,Alphabet Inc.,Communication Services,GOOG
 Mr. Amin H. Nasser,Saudi Arabia,,,"Dhahran,SaudiArabia",Oil & Gas Integrated,$2.297 T,Saudi Arabian Oil Company,Energy,2222
 Mr. Satya  Nadella,United States," 181,000"," April 4, 1975","Redmond,WA,UnitedStates",Software—Infrastructure,$2.328 T,Microsoft Corporation,Technology,MSFT
 Mr. Timothy D. Cook,United States," 100,000"," April 1, 1976","Cupertino,CA,UnitedStates",Consumer Electronics,$2.825 T,Apple Inc.,Technology,AAPL
 Dr. Lisa T. Su Ph.D.,United States," 15,500"," May 1, 1969","SantaClara,CA,UnitedStates",Semiconductors,$128.29 B,"Advanced Micro Devices, Inc.",Technology,AMD
 Mr. John C. May II,United States," 75,550", 1837,"Moline,IL,UnitedStates",Farm & Heavy Construction Machinery,$130.31 B,Deere & Company,Industrials,DE
 Mr. Paul  Hudson,France," 95,442", 1973,"Paris,France",Drug Manufacturers—General,$132.29 B,Sanofi,Healthcare,SAN
 Mr. Daniel H. Schulman,United States," 30,900", December 1998,"SanJose,CA,UnitedStates",Credit Services,$133.92 B,"PayPal Holdings, Inc.",Financials,PYPL
 Mr. Christian  Klein,Germany," 107,415"," Weinheim, Germany1972","Walldorf,Germany",Software—Application,$134.19 B,SAP SE,Technology,SAP
 Mr. Bo  Yao,China," 355,982",,"Shenzhen,China",Insurance—Life,$134.25 B,Ping An Insurance (Group) Company of China Ltd,Financials,601318
 Ms. Karen Sue Lynch,United States," 216,000", 1963,"Woonsocket,RI,UnitedStates",Healthcare Plans,$135.27 B,CVS Health Corporation,Healthcare,CVS
 Mr. Ryan M. Lance,United States," 9,900", 30 August 2002,"Houston,TX,UnitedStates",Oil & Gas E&P,$136.32 B,ConocoPhillips,Energy,COP
 Mr. Darius E. Adamczyk,United States," 99,000", 1906,"Charlotte,NC,UnitedStates",Specialty Industrial Machinery,$136.48 B,Honeywell International Inc.,Industrials,HON
 Mr. Patrick  PouyannÃ©,France," 105,476", 28 March 1924,"Paris,France",Oil & Gas Integrated,$137.50 B,TotalEnergies SE,Energy,TTE
 Mr. Xin  Dong,Hong Kong," 449,934",,"HongKong,HongKong",Telecom Services,$139.30 B,China Mobile Ltd,Communication Services,0941
 Mr. Noel Paul Quinn,United Kingdom," 219,697", First established on 3 March 1865,"London,UnitedKingdom",Banks,$140.15 B,HSBC Holdings plc,Financials,HSBA
,China," 309,084",,"Beijing,China",Banks,$141.22 B,Bank of China Ltd,Financials,601988
 Mr. Robert A. Bradway,United States," 24,200"," April 8, 1980","ThousandOaks,CA,UnitedStates",Drug Manufacturers—General,$141.72 B,Amgen Inc.,Healthcare,AMGN
 Mr. Marvin R. Ellison,United States," 300,000"," March 25, 1921","Mooresville,NC,UnitedStates",Home Improvement Retail,$143.77 B,"Lowe's Companies, Inc.",Consumer Discretionary,LOW
 Mr. Matthew  Comyn,Australia," 47,532", 22 December 1911,"Sydney,NSW,Australia",Banks,$144.32 B,Commonwealth Bank of Australia,Financials,CBA
,China," 432,003", 5 November 1999,"Beijing,China",Oil & Gas Integrated,$144.50 B,PetroChina Company Limited,Energy,601857
 Mr. Bharat B. Masrani,Canada," 90,000", 1 February 1955,"Toronto,ON,Canada",Banks,$145.41 B,Toronto-Dominion Bank,Financials,TD
,France," 17,595", 1837,"Paris,France",Luxury Goods,$148.98 B,Hermès International SCA,Consumer Discretionary,RMS
 Mr. Stephen Joseph Squeri,United States," 64,000"," March 18, 1850","NewYork,NY,UnitedStates",Credit Services,$150.76 B,American Express Company,Financials,AXP
 Mr. Gregory J. Hayes,United States," 174,000", 2020,"Waltham,MA,UnitedStates",Aerospace & Defense,$150.96 B,Raytheon Technologies Corporation,Industrials,RTX
 Mr. Geoffrey Straub Martha,Ireland," 90,000", 2001 ,"Dublin,Ireland",Medical Devices,$151.06 B,Medtronic plc,Healthcare,MDT
 Mr. Jacek  Olczak,United States," 69,600", 2008,"NewYork,NY,UnitedStates",Tobacco,$154.71 B,Philip Morris International Inc.,Consumer Staples,PM
 Mr. Walter William Bettinger II,United States," 33,400", 1971,"SanFrancisco,CA,UnitedStates",Capital Markets,$158.06 B,The Charles Schwab Corporation,Financials,SCHW
 Mr. David I. McKay,Canada," 85,211",,"Toronto,ON,Canada",Banks,$159.74 B,Royal Bank of Canada,Financials,RY
 Mr. Wilmot Reed Hastings Jr.,United States," 11,300"," August 29, 1997","LosGatos,CA,UnitedStates",Entertainment,$163.19 B,"Netflix, Inc.",Communication Services,NFLX
 Mr. James Patrick Gorman,United States," 75,000", 1935,"NewYork,NY,UnitedStates",Capital Markets,$164.05 B,Morgan Stanley,Financials,MS
 Mr. G. Michael Sievert,United States," 75,000", 1994,"Bellevue,WA,UnitedStates",Telecom Services,$164.31 B,"T-Mobile US, Inc.",Communication Services,TMUS
,China," 459,000",,"Beijing,China",Banks,$165.00 B,Agricultural Bank of China Ltd,Financials,601288
 Mr. John W. Ketchum,United States," 15,000", 1984,"JunoBeach,FL,UnitedStates",Utilities—Regulated Electric,$165.53 B,"NextEra Energy, Inc.",Utilities,NEE
 Mr. Sanjiv  Lamba,United Kingdom," 72,327", 21 June 1879,"Guildford,UnitedKingdom",Specialty Chemicals,$166.07 B,Linde plc,Basic Materials,LIN
 Mr. Bob  van Dijk,Netherlands," 23,939",,"Amsterdam,Netherlands",Internet Content & Information,$170.00 B,Prosus N.V.,Communication Services,PRX
 Dr. Giovanni  Caforio M.D.,United States," 32,200", 1887,"NewYork,NY,UnitedStates",Drug Manufacturers—General,$170.56 B,Bristol-Myers Squibb Company,Healthcare,BMY
 Mr. Richard K. Templeton,United States," 31,000", 1930,"Dallas,TX,UnitedStates",Semiconductors,$171.28 B,Texas Instruments Incorporated,Technology,TXN
 Mr. Cristiano Renno Amon,United States," 45,000", July 1985,"SanDiego,CA,UnitedStates",Semiconductors,$172.25 B,Qualcomm Incorporated,Technology,QCOM
 Mr. John T. Stankey,United States," 203,000"," October 5, 1983","Dallas,TX,UnitedStates",Telecom Services,$175.88 B,AT&T Inc.,Communication Services,T
 Mr. Lance M. Fritz,United States," 29,905", 1969 ,"Omaha,NE,UnitedStates",Railroads,$184.19 B,Union Pacific Corporation,Industrials,UNP
,China," 33,078",,"Ningde,China",Electrical Equipment & Parts,$185.67 B,Contemporary Amperex Technology Co. Ltd,Industrials,300750
 Mr. Huiyu  Tian MPA,China," 103,669",,"Shenzhen,China",Banks,$185.98 B,China Merchants Bank Co Ltd,Financials,600036
 Mr. Christopher J. Kempczinski,United States," 100,000"," May 15, 1940","Chicago,IL,UnitedStates",Restaurants,$186.57 B,McDonald's Corporation,Consumer Discretionary,MCD
,China," 373,814",,"Beijing,China",Banks,$189.37 B,China Construction Bank Corp,Financials,601939
 Ms. Carol B. Tome,United States," 267,890"," August 28, 1907","Atlanta,GA,UnitedStates",Integrated Freight & Logistics,$190.50 B,"United Parcel Service, Inc.",Industrials,UPS
 Mr. Marc R. Benioff,United States," 73,541"," February 3, 1999","SanFrancisco,CA,UnitedStates",Software—Application,$193.80 B,"salesforce.com, inc.",Technology,CRM
 Mr. Shantanu  Narayen,United States," 25,988", December 1982,"SanJose,CA,UnitedStates",Software—Infrastructure,$199.57 B,Adobe Inc.,Technology,ADBE
 Mr. Charles W. Scharf,United States," 247,848", 1929,"SanFrancisco,CA,UnitedStates",Banks,$200.01 B,Wells Fargo & Company,Financials,WFC
 Mr. Patrick P. Gelsinger,United States," 121,100"," July 18, 1968","SantaClara,CA,UnitedStates",Semiconductors,$201.72 B,Intel Corporation,Technology,INTC
" Mr. Pascal  Soriot D.V.M., M.B.A.",United Kingdom," 83,100", 6 April 1999,"Cambridge,UnitedKingdom",Drug Manufacturers—General,$201.75 B,AstraZeneca plc,Healthcare,AZN
,Switzerland," 104,323", March 1996,"Basel,Switzerland",Drug Manufacturers—General,$204.13 B,Novartis AG,Healthcare,NOVN
 Mr. Ben  Van Beurden,United Kingdom," 87,000",,"London,UnitedKingdom",Oil & Gas Integrated,$207.68 B,Shell plc,Energy,SHEL
 Mr. Guillaume M.J.D Faury,Netherlands," 121,056",,"Leiden,Netherlands",Aerospace & Defense,$97.41 B,Airbus SE,Industrials,AIR
 Mr. Joaquim Silva e Luna,Brazil," 46,416", 3 October 1953,"RioDeJaneiro,RJ,Brazil",Oil & Gas Integrated,$98.37 B,Petróleo Brasileiro S.A. - Petrobras,Energy,PBR
 Mr. Oliver  Bate,Germany," 155,411",,"Munich,Germany",Insurance—Diversified,$98.47 B,Allianz SE,Financials,ALV
 Mr. Evan G. Greenberg,Switzerland," 31,000"," Hamilton, Bermuda 1985","Zurich,Switzerland",Insurance—Property & Casualty,$98.57 B,Chubb Limited,Financials,CB
 Mr. Ola  Kallenius,Germany," 289,282",,"Stuttgart,Germany",Auto Manufacturers,$98.79 B,Daimler AG,Consumer Discretionary,DAI
 Mr. H. Lawrence Culp Jr.,United States," 168,000"," April 15, 1892","Boston,MA,UnitedStates",Specialty Industrial Machinery,$99.22 B,General Electric Company,Industrials,GE
 Mr. Fabrizio  Freda,United States," 44,640", 1946,"NewYork,NY,UnitedStates",Household & Personal Products,$100.16 B,The Estée Lauder Companies Inc.,Consumer Staples,EL
 Mr. Douglas L. Peterson M.B.A.,United States," 22,850", 1917,"NewYork,NY,UnitedStates",Financial Data & Stock Exchanges,$100.84 B,S&P Global Inc.,Financials,SPGI
 Mr. Kevin A. Lobo,United States," 46,000", 1941,"Kalamazoo,MI,UnitedStates",Medical Devices,$101.41 B,Stryker Corporation,Healthcare,SYK
 Mr. Jack Marie Henry David Bowles,United Kingdom," 54,365", 1902,"London,UnitedKingdom",Tobacco,$101.44 B,British American Tobacco plc,Consumer Staples,BATS
 Mr. William F. Gifford Jr.,United States," 6,000", 1985,"Richmond,VA,UnitedStates",Tobacco,$102.98 B,"Altria Group, Inc.",Consumer Staples,MO
 Mr. Jun  Sawada,Japan," 324,667",,"Tokyo,Japan",Telecom Services,$103.75 B,Nippon Telegraph & Telephone Corp,Communication Services,9432
 Mr. Yousef  Bin Abdullah Al-Benyan,Saudi Arabia,,,"Riyadh,SaudiArabia",Chemicals,$104.00 B,Saudi Basic Industries Corp,Basic Materials,2010
 Mr. Chuan-Fu  Wang,China," 224,280",,"Shenzhen,China",Auto Manufacturers,$104.42 B,BYD Co Ltd,Consumer Discretionary,002594
 Mr. Thomas M. Rutledge,United States," 93,700", 1993,"Stamford,CT,UnitedStates",Entertainment,$104.97 B,"Charter Communications, Inc.",Communication Services,CHTR
 Mr. Brian  Chesky,United States," 6,132", August 2008,"SanFrancisco,CA,UnitedStates",Internet Content & Information,$105.07 B,"Airbnb, Inc.",Communication Services,ABNB
,Saudi Arabia," 15,078",,"Riyadh,SaudiArabia",Banks,$106.37 B,Al Rajhi Banking and Investment Corp,Financials,1120
 Mr. Salil Satish Parekh,India," 292,067", 2 July 1981,"Bengaluru,India",Information Technology Services,$106.77 B,Infosys Limited,Technology,INFY
 Mr. Brian C. Cornell,United States," 450,000"," June 24, 1902","Minneapolis,MN,UnitedStates",Discount Stores,$106.89 B,Target Corporation,Consumer Staples,TGT
 Mr. William R. McDermott,United States," 16,881", 2003,"SantaClara,CA,UnitedStates",Software—Application,$107.99 B,"ServiceNow, Inc.",Technology,NOW
,Brazil,,,"RiodeJaneiro,RJ,Brazil",Other Industrial Metals & Mining,$107.99 B,Vale SA,Basic Materials,VALE3
 Mr. Kevin R. Johnson,United States," 383,000"," March 30, 1971","Seattle,WA,UnitedStates",Restaurants,$108.19 B,Starbucks Corporation,Consumer Discretionary,SBUX
 Dr. Herbert  Diess,Germany," 645,318",,"Wolfsburg,Germany",Auto Manufacturers,$108.63 B,Volkswagen AG,Consumer Discretionary,VOW3
 Ms. Jane Nind Fraser,United States," 220,092"," October 8, 1998","NewYork,NY,UnitedStates",Banks,$109.56 B,Citigroup Inc.,Financials,C
 Ms. Emma N. Walmsley,United Kingdom," 90,096", December 2000,"Brentford,UnitedKingdom",Drug Manufacturers—General,$109.98 B,GlaxoSmithKline plc,Healthcare,GSK
 Dr. Roland  Busch Dipl.Phys.,Germany," 303,000",,"Munich,Germany",Specialty Industrial Machinery,$114.66 B,Siemens AG,Industrials,SIE
 Mr. Thomas A. Bartlett CPA,United States," 6,378", 1995,"Boston,MA,UnitedStates",REIT—Specialty,$115.11 B,American Tower Corporation (REIT),Real Estate,AMT
 Mr. Ivan M. Menezes,United Kingdom," 27,783",,"London,UnitedKingdom",Beverages—Wineries & Distilleries,$115.58 B,Diageo plc,Consumer Staples,DGE
 Mr. Sashidhar  Jagdishan,India," 134,412",,"Mumbai,India",Banks,$115.68 B,HDFC Bank Limited,Financials,HDB
 Mr. Laurence Douglas Fink,United States," 18,400", 1988,"NewYork,NY,UnitedStates",Asset Management,$115.98 B,"BlackRock, Inc.",Financials,BLK
 Mr. Alan W. Jope,United Kingdom," 148,012", 2 September 1929,"London,UnitedKingdom",Household & Personal Products,$117.84 B,Unilever plc,Consumer Staples,ULVR
 Mr. Arvind  Krishna,United States," 282,100"," June 16, 1911","Armonk,NY,UnitedStates",Information Technology Services,$119.20 B,International Business Machines Corporation,Technology,IBM
 Ms. Gail Koziara Boudreaux,United States," 98,200", Anthem and WellPoint Health Networks merger in 2004,"Indianapolis,IN,UnitedStates",Healthcare Plans,$119.80 B,"Anthem, Inc.",Healthcare,ANTM
 Mr. Gary E. Dickerson,United States," 28,500"," November 10, 1967","SantaClara,CA,UnitedStates",Semiconductor Equipment & Materials,$121.12 B,"Applied Materials, Inc.",Technology,AMAT
 Mr. Hamid R. Moghadam,United States," 2,053", 1983,"SanFrancisco,CA,UnitedStates",REIT—Industrial,$121.20 B,"Prologis, Inc.",Real Estate,PLD
