categories,change(1day),change(1year),code,country,marketcap,name,rank,sharePrice
['Aerospace'],-1.54%,-74.48%,VORB,USA,$0.86 B,Virgin Orbit,4747,$2.56
['Financialservices'],-2.01%,-71.25%,LPRO,USA,$0.86 B,Open Lending,4749,$6.83
"['Financialservices', 'Investment']",-6.92%,17.22%,CDRE,USA,$0.86 B,Cadre,4746,$23.15
['Footwear'],3.69%,-8.92%,HIBB,USA,$0.86 B,Hibbett Sports,4745,$67.97
"['Banks', 'Financialservices']",0.07%,33.22%,BFC,USA,$0.86 B,Bank First,4744,$95.97
['Mining'],-4.98%,14.16%,SLCA,USA,$0.86 B,U.S. Silica,4743,$11.45
"['Mining', 'Goldmining']",1.79%,-24.09%,DPM.TO,Canada,$0.86 B,Dundee Precious Metals,4740,$4.57
['Telecommunication'],1.54%,-48.73%,WOW,USA,$0.86 B,WideOpenWest,4742,$9.89
[],-5.17%,-25.12%,CLB,Netherlands,$0.86 B,Core Laboratories,4741,$18.72
"['Tech', 'TechHardware', 'Software']",0.00%,-79.80%,IONQ,USA,$0.86 B,IonQ,4739,$4.35
"['Pharmaceuticals', 'Biotech']",0.00%,59.03%,GERN,USA,$0.87 B,Geron,4736,$2.29
"['Videogames', 'Entertainment']",0.00%,3.23%,0797.HK,China,$0.86 B,7Road,4738,$0.32
"['Realestate', 'Investment', 'REITs']",0.05%,-33.49%,PLYM,USA,$0.87 B,Plymouth Industrial REIT,4737,$20.10
[],-1.10%,-37.96%,IFP.TO,Canada,$0.87 B,Interfor,4734,$17.06
"['Pharmaceuticals', 'Biotech']",4.60%,30.22%,PLRX,USA,$0.87 B,Pliant Therapeutics,4735,$17.97
"['Mining', 'Goldmining']",3.57%,-29.57%,WDO.TO,Canada,$0.87 B,Wesdome Gold Mines,4732,$6.17
"['Realestate', 'Investment', 'REITs']",-0.73%,-30.01%,BRSP,USA,$0.87 B,BrightSpire Capital,4733,$6.81
"['Software', 'Tech']",1.56%,-67.92%,LPSN,USA,$0.88 B,LivePerson,4731,$11.69
['Entertainment'],-2.48%,-10.46%,IMAX,Canada,$0.88 B,Imax Corp,4729,$15.75
"['OilGas', 'Energy']",-5.02%,-24.20%,LPI,USA,$0.88 B,Laredo Petroleum,4730,$52.38
"['Pharmaceuticals', 'Biotech']",0.09%,-45.39%,ENTA,USA,$0.88 B,Enanta Pharmaceuticals,4728,$42.41
['Realestate'],0.87%,-22.76%,MRC.TO,Canada,$0.88 B,Morguard,4726,$80.16
"['Semiconductors', 'Tech']",-0.25%,-40.75%,AOSL,USA,$0.88 B,Alpha & Omega Semiconductor,4727,$32.22
"['OilGas', 'Energy']",-2.25%,24.03%,AOI.TO,Canada,$0.88 B,Africa Oil,4725,$1.91
"['Software', 'Tech']",1.07%,-31.40%,AVPT,USA,$0.88 B,AvePoint,4724,$4.74
['Construction'],2.91%,-48.79%,DFH,USA,$0.88 B,Dream Finders Homes,4723,$9.54
"['Machinerymanufacturing', 'Manufacturing']",-1.63%,-36.24%,PFI.F,Austria,$0.88 B,Palfinger,4721,$25.33
['Realestate'],-0.11%,-7.73%,ALSO3.SA,Brazil,$0.88 B,Aliansce Sonae Shopping Centers,4722,$3.34
"['Steelproducers', 'Steelindustry', 'WasteRecycling']",-2.45%,-32.38%,SCHN,USA,$0.89 B,Schnitzer Steel,4718,$33.10
"['IoT', 'Software', 'Tech']",5.23%,-76.90%,TUYA,China,$0.89 B,tuya,4720,$1.61
"['MedicalCareFacilities', 'Realestate', 'Investment', 'REITs']",0.46%,-21.79%,CHCT,USA,$0.89 B,Community Healthcare Trust,4719,$35.22
['Chemicals'],-0.16%,-8.00%,CCF,USA,$0.89 B,Chase Corporation,4717,$94.05
['Tires'],1.07%,75.00%,TWI,USA,$0.89 B,Titan International,4716,$14.21
"['Restaurantchains', 'Food']",0.10%,5.41%,RECP.TO,Canada,$0.89 B,Recipe Unlimited,4715,$15.19
[],-0.36%,-12.28%,NBCC.NS,India,$0.89 B,NBCC India,4714,$0.50
"['Internet', 'Tech']",-3.41%,-37.45%,LWSA3.SA,Brazil,$0.89 B,Locaweb,4712,$1.52
['Pulpandpaper'],0.15%,14.32%,MERC,Canada,$0.89 B,Mercer International,4710,$13.57
"['Energy', 'OilGas']",-3.81%,,DO,USA,$0.89 B,Diamond Offshore Drilling,4713,$8.84
"['Banks', 'Financialservices']",-2.18%,,INTR,Brazil,$0.89 B,Inter & Co,4708,$2.24
"['Tech', 'Internet']",0.40%,-29.24%,NWO.F,Germany,$0.89 B,New Work,4711,$159.73
['Healthcare'],-0.48%,-12.32%,NHC,USA,$0.89 B,National Healthcare,4706,$58.65
['Food'],0.00%,-15.32%,NRS.OL,Norway,$0.89 B,Norway Royal Salmon,4707,$15.20
"['Internet', 'Tech']",3.38%,-57.94%,ROVR,USA,$0.90 B,Rover,4705,$4.90
['Hydrogenfuelcell'],-0.65%,-69.11%,CWR.L,UK,$0.89 B,Ceres Power,4709,$4.34
[],1.68%,18.36%,TITN,USA,$0.90 B,Titan Machinery,4704,$39.96
"['Energy', 'Renewableenergy', 'Manufacturing']",-2.29%,9.01%,MAXN,Singapore,$0.90 B,Maxeon Solar Technologies,4703,$20.09
['Mining'],1.85%,-29.49%,DNN,Canada,$0.90 B,Denison Mines,4701,$1.10
[],-1.29%,-46.80%,T1L.F,Austria,$0.90 B,Sparkassen Immobilien,4702,$12.82
[],1.06%,-22.43%,ODPV3.SA,Brazil,$0.91 B,OdontoPrev,4683,$1.66
"['Telehealth', 'Healthcare', 'Internet', 'Tech']",-6.46%,-49.47%,AMWL,USA,$0.91 B,American Well,4681,$3.33
[],0.47%,75.76%,UFPT,USA,$0.91 B,UFP Technologies,4682,$121.01
"['Pharmaceuticals', 'Biotech']",6.48%,,ACLX,USA,$0.92 B,Arcellx,4680,$20.22
['Insurance'],-0.23%,-52.58%,ARGO,Bermuda,$0.92 B,Argo Group,4678,$26.27
['Courier'],-0.25%,-56.68%,PNL.AS,Netherlands,$0.92 B,PostNL,4679,$1.88
"['Pharmaceuticals', 'Biotech']",-8.14%,208.35%,VRNA,UK,$0.92 B,Verona Pharma,4677,$12.18
['Investment'],-1.87%,11.68%,AC,USA,$0.92 B,Associated Capital Group,4676,$41.88
[],-0.51%,-46.26%,MLAB,USA,$0.92 B,Mesa Laboratories,4675,$172.86
"['Pharmaceuticals', 'Biotech']",0.84%,-20.74%,INVA,USA,$0.92 B,Innoviva,4674,$13.22
['Construction'],4.24%,-10.14%,KNRCON.NS,India,$0.92 B,Knr Constructions,4673,$3.28
"['Internet', 'Financialservices', 'Tech']",0.00%,-8.99%,PPH.NZ,New Zealand,$0.92 B,Pushpay Holdings,4671,$0.81
"['Pharmaceuticals', 'Biotech']",-5.41%,-40.18%,BCYC,UK,$0.92 B,Bicycle Therapeutics,4672,$31.12
['Steelindustry'],-0.12%,14.33%,SPLP,USA,$0.92 B,Steel Partners,4670,$42.85
"['Ports', 'Infrastructure']",-0.17%,-45.85%,HHFA.F,Germany,$0.92 B,Hamburger Hafen,4669,$12.27
['Realestate'],0.00%,-34.21%,KWIPF,New Zealand,$0.92 B,Kiwi Property,4668,$0.50
"['Tech', 'Software']",-4.84%,-45.54%,GENI,UK,$0.93 B,Genius Sports,4667,$4.52
['Investment'],-0.58%,-21.91%,BBDC,USA,$0.93 B,Barings BDC,4664,$8.59
['Transportation'],-1.58%,99.83%,ULH,USA,$0.93 B,Universal Logistics Holdings,4663,$35.61
['Mining'],-0.34%,-29.85%,UUUU,USA,$0.93 B,Energy Fuels,4666,$5.90
"['Hotels', 'Travel']",-1.71%,-22.40%,PLYA,USA,$0.93 B,Playa Hotels & Resorts,4665,$5.75
[],-2.13%,-38.07%,PRO,USA,$0.93 B,PROS,4659,$20.69
['Education'],0.36%,28.10%,PRDO,USA,$0.93 B,Perdoceo Education,4660,$13.95
['Food'],0.00%,,6014.SR,Saudi Arabia,$0.93 B,Alamar Foods Company,4662,$36.70
['Investment'],-0.60%,-14.92%,CYB.TO,Canada,$0.93 B,Cymbria,4661,$41.13
"['Electricity', 'Construction', 'Energy']",3.02%,25.00%,KALPATPOWR.NS,India,$0.93 B,Kalpataru Power Transmission,4658,$6.30
"['Videogames', 'Entertainment', 'Tech', 'Advertising', 'MediaPress', 'Internet']",-1.33%,-27.93%,3632.T,Japan,$0.93 B,Gree,4655,$5.42
"['AssetManagement', 'Investment']",-1.54%,-15.20%,CET,USA,$0.93 B,Central Securities,4657,$34.43
"['Mining', 'Goldmining']",4.24%,0.75%,OSK.TO,Canada,$0.93 B,Osisko Mining,4656,$2.70
[],0.27%,-12.70%,GRAPHITE.NS,India,$0.94 B,Graphite India,4654,$4.81
['Medicaldevices'],8.54%,-32.93%,KIDS,USA,$0.94 B,OrthoPediatrics,4653,$41.19
"['Realestate', 'Investment', 'REITs']",0.18%,-19.67%,RPT,USA,$0.94 B,RPT Realty,4652,$10.86
['MediaPress'],4.28%,-14.29%,NETWORK18.NS,India,$0.94 B,Network18,4651,$0.90
['Industrialsupplies'],-2.33%,53.74%,MRC,USA,$0.94 B,MRC Global,4648,$11.30
"['Banks', 'Financialservices']",-0.32%,-8.57%,AMTB,USA,$0.94 B,Amerant Bancorp,4650,$27.94
"['Videogames', 'Internet', 'Entertainment', 'Tech']",0.63%,-41.97%,3765.T,Japan,$0.94 B,GungHo Online Entertainment,4646,$15.25
"['Stockexchanges', 'Financialservices', 'StockCryptoexchanges']",-1.09%,-72.95%,BSE.NS,India,$0.94 B,BSE,4649,$6.98
"['Realestate', 'Investment', 'REITs']",-0.06%,-31.02%,UMH,USA,$0.94 B,UMH Properties,4645,$16.99
['Telecommunication'],-2.03%,-36.39%,TKG.JO,South Africa,$0.94 B,Telkom SA,4647,$1.94
['Healthcare'],-1.89%,-10.68%,NRC,USA,$0.94 B,NRC Health,4643,$38.47
"['Banks', 'Financialservices']",-0.22%,-1.42%,VLK.AS,Netherlands,$0.94 B,Van Lanschot Kempen,4644,$23.59
"['Pharmaceuticals', 'Biotech']",-5.69%,-17.06%,PRTC,USA,$0.95 B,PureTech Health,4642,$33.00
"['REITs', 'Realestate', 'Investment']",-0.37%,-0.13%,CBL,USA,$0.95 B,CBL Properties,4641,$29.89
[],0.23%,-45.55%,NSSC,USA,$0.95 B,NAPCO Security Technologies,4640,$25.92
[],-3.31%,-24.26%,HCSG,USA,$0.95 B,Healthcare Services Group,4639,$12.86
[],-6.90%,-80.66%,ANGI,USA,$0.95 B,ANGI Homeservices,4638,$1.89
"['Internet', 'MediaPress']",-0.76%,-18.36%,CARS,USA,$0.95 B,Cars.com,4637,$14.32
"['Pharmaceuticals', 'Biotech']",-2.21%,-32.68%,CRNX,USA,$0.95 B,Crinetics Pharmaceuticals,4636,$17.74
['Food'],-0.34%,-22.15%,AGR.VI,Austria,$0.95 B,Agrana,4634,$15.29
['Construction'],-1.05%,-45.41%,NCC-B.ST,Sweden,$0.95 B,NCC,4633,$9.51
"['REITs', 'Realestate', 'Investment']",0.70%,-19.18%,FFA.JO,South Africa,$0.95 B,Fortress REIT,4635,$0.59
['Wellness'],0.58%,1.87%,OSW,Bahamas,$0.95 B,OneSpaWorld,4631,$10.36
"['Banks', 'Financialservices']",-2.09%,-49.42%,CUBI,USA,$0.95 B,Customers Bancorp,4632,$29.45
"['Pharmaceuticals', 'Biotech']",-2.04%,-58.06%,LYEL,USA,$0.95 B,Lyell Immunopharma,4630,$3.85
[],5.64%,-8.30%,BLS.NS,India,$0.96 B,BLS International,4629,$2.32
"['Banks', 'Financialservices']",-0.92%,-21.54%,BANC,USA,$0.96 B,Banc of California,4628,$16.10
"['Software', 'Tech']",-1.64%,-46.67%,CINT,Brazil,$0.96 B,CI&T,4627,$7.20
"['REITs', 'Realestate', 'Investment']",1.35%,-21.35%,RTL,USA,$0.96 B,The Necessity Retail REIT,4626,$6.74
[],-1.40%,-49.41%,GDOT,USA,$0.96 B,Green Dot,4625,$18.34
['Food'],-2.02%,-20.00%,DOLE,Ireland,$0.96 B,Dole PLC,4623,$10.20
['Conglomerate'],-0.25%,-13.64%,MATW,USA,$0.96 B,Matthews International Corporation,4622,$31.97
"['Restaurantchains', 'Food']",0.96%,-39.34%,EAT.MC,Spain,$0.96 B,AmRest,4624,$4.41
"['Pharmaceuticals', 'Biotech']",-0.49%,-29.88%,RGNX,USA,$0.97 B,REGENXBIO,4621,$22.41
"['Electronics', 'Semiconductors', 'Tech']",-1.26%,-29.69%,VECO,USA,$0.97 B,Veeco,4620,$18.87
['Food'],-0.55%,39.60%,STKL,Canada,$0.97 B,SunOpta,4618,$8.99
"['Pharmaceuticals', 'Biotech']",-2.65%,-71.69%,VALN,France,$0.97 B,Valneva SE,4617,$13.59
"['Transportation', 'SecurityProtectionServices']",0.99%,0.00%,CASH.MC,Spain,$0.97 B,Prosegur Cash,4619,$0.65
[],7.07%,86.92%,JINDWORLD.NS,India,$0.97 B,Jindal Worldwide,4616,$4.86
[],1.83%,-37.91%,GIC,USA,$0.97 B,Global Industrial Company,4615,$25.66
['CosmeticsandBeauty'],-0.74%,27.63%,CUTR,USA,$0.97 B,Cutera,4614,$49.66
['Insurance'],-2.08%,-4.04%,AMSF,USA,$0.97 B,AMERISAFE,4613,$50.89
"['Tech', 'Electronics']",0.79%,-18.40%,TOM2.AS,Netherlands,$0.97 B,TomTom,4607,$7.36
['Cannabis'],-9.69%,-57.68%,CRLBF,USA,$0.97 B,Cresco Labs,4612,$3.28
"['Mining', 'Goldmining', 'SilverMining']",6.77%,-37.14%,CDE,USA,$0.97 B,Coeur Mining,4611,$3.47
[],-0.56%,-36.97%,ASTE,USA,$0.97 B,Astec Industries,4610,$42.95
['Financialservices'],-0.55%,-39.94%,GLJ.F,Germany,$0.97 B,Grenke,4609,$20.99
"['Stockexchanges', 'Financialservices', 'StockCryptoexchanges']",0.97%,-10.82%,MCX.NS,India,$0.97 B,Multi Commodity Exchange,4605,$19.20
"['Banks', 'Financialservices']",-1.50%,-24.71%,CNOB,USA,$0.97 B,ConnectOne Bancorp,4606,$24.93
['Retail'],0.18%,-42.23%,FNAC.PA,France,$0.97 B,Fnac Darty,4608,$35.41
"['Banks', 'Financialservices']",-0.33%,-9.23%,PFC,USA,$0.97 B,Premier Financial,4604,$27.53
['Construction'],-0.52%,19.70%,STRL,USA,$0.98 B,Sterling Construction,4603,$32.33
['Mining'],-0.56%,,IE,Canada,$0.98 B,Ivanhoe Electric,4602,$10.57
"['Cement', 'Buildingmaterials']",-0.33%,-34.34%,CEM.MI,Italy,$0.98 B,Cementir,4601,$6.29
[],-0.95%,15.70%,JSLHISAR.NS,India,$0.99 B,Jindal Stainless (Hisar),4583,$4.57
"['OilGas', 'Energy']",0.19%,5.63%,SPH,USA,$0.99 B,Suburban Propane Partners,4581,$15.75
"['Banks', 'Financialservices']",-1.68%,-23.29%,LB.TO,Canada,$0.99 B,Laurentian Bank of Canada,4582,$23.12
['Agriculture'],3.50%,-23.53%,AALI.JK,Indonesia,$1.00 B,Astra Agro Lestari,4580,$0.52
"['Financialservices', 'Internet', 'Tech']",-0.72%,-62.09%,PSFE,USA,$1.00 B,Paysafe,4579,$1.38
['Retail'],-4.45%,-42.69%,CWH,USA,$1.00 B,Camping World,4577,$23.64
"['Semiconductors', 'ScientificTechnicalInstruments', 'Manufacturing']",-3.25%,-50.64%,CAMT,Israel,$1.00 B,Camtek,4578,$22.63
"['Videogames', 'Entertainment']",2.67%,1.87%,300518.SZ,China,$1.00 B,Shen Zhen Shengxunda Technology (gamexun),4576,$7.07
['Medicaldevices'],0.68%,-7.98%,LMAT,USA,$1.00 B,LeMaitre Vascular,4575,$45.77
"['Transportation', 'Maritimetransportation', 'OilGas']",-8.78%,163.94%,TNK,Canada,$1.00 B,Teekay Tankers,4574,$29.72
"['Videogames', 'Entertainment']",-2.07%,-17.18%,MTG-B.ST,Sweden,$1.00 B,Modern Times Group (MTG),4572,$8.10
"['Pharmaceuticals', 'Biotech']",0.00%,28.52%,FMTX,USA,$1.00 B,Forma Therapeutics,4573,$20.01
[],-2.09%,1.70%,APOG,USA,$1.00 B,Apogee Enterprises,4571,$45.45
"['Banks', 'Financialservices']",1.48%,-20.45%,2356.HK,Hong Kong,$1.00 B,Dah Sing Banking Group,4570,$0.70
"['Batteries', 'WasteRecycling']",2.86%,-51.43%,LICY,Canada,$1.01 B,Li-Cycle,4569,$5.76
"['Pharmaceuticals', 'Biotech']",-4.65%,14.83%,ACRS,USA,$1.01 B,Aclaris Therapeutics,4568,$15.18
['WasteRecycling'],-1.74%,-46.09%,PCT,USA,$1.01 B,PureCycle Technologies,4567,$6.20
"['Banks', 'Financialservices']",-1.99%,-38.09%,PBB.DE,Germany,$1.01 B,Deutsche Pfandbriefbank,4566,$7.51
"['Realestate', 'Investment', 'REITs']",0.84%,-42.47%,CSR,USA,$1.01 B,Centerspace,4565,$63.33
"['Multilevelmarketing', 'Wellness', 'Dietarysupplements']",-3.75%,-47.16%,USNA,USA,$1.02 B,USANA,4562,$53.13
"['Education', 'Internet']",0.10%,-59.49%,KAHOT.OL,Norway,$1.01 B,Kahoot!,4564,$2.07
[],2.90%,-29.24%,IAG,Canada,$1.02 B,Iamgold,4563,$2.13
[],1.64%,-7.69%,CBD,Brazil,$1.02 B,GPA,4561,$3.72
['Insurance'],-5.12%,-20.75%,SPNT,Bermuda,$1.02 B,SiriusPoint,4560,$6.30
[],0.60%,82.53%,DCPH,USA,$1.02 B,Deciphera Pharmaceuticals,4559,$15.15
[],-1.35%,-13.53%,OFLX,USA,$1.02 B,Omega Flex,4558,$101.61
[],-1.52%,-34.19%,000150.KS,South Korea,$1.02 B,Doosan,4557,$63.83
"['ECommerce', 'Internet', 'Retail', 'Food']",1.45%,-69.83%,DDL,China,$1.02 B,Dingdong Maicai,4556,$4.90
"['Hotels', 'Investment', 'Travel']",2.30%,-8.64%,0071.HK,Hong Kong,$1.02 B,Miramar Hotel and Investment,4555,$1.48
"['Construction', 'Realestate']",2.05%,-20.31%,MVC.MC,Spain,$1.02 B,Metrovacesa,4554,$6.79
"['Pharmaceuticals', 'Biotech']",-0.15%,-46.09%,MORF,USA,$1.02 B,Morphic Therapeutic,4553,$26.67
[],-2.31%,-22.43%,AZZ,USA,$1.03 B,AZZ,4552,$41.49
"['Biotech', 'Pharmaceuticals']",-1.62%,2.66%,ARQT,USA,$1.03 B,Arcutis Biotherapeutics,4549,$16.96
['Mining'],4.87%,-2.48%,PLL,Australia,$1.03 B,Piedmont Lithium,4551,$57.31
"['Pharmaceuticals', 'Biotech']",0.46%,19.03%,KURA,USA,$1.03 B,Kura Oncology,4548,$15.45
[],-5.30%,-10.96%,RGR,USA,$1.03 B,"Sturm, Ruger & Co",4550,$58.44
"['OilGas', 'Energy']",0.73%,32.59%,GLP,USA,$1.03 B,Global Partners LP,4547,$30.43
['Medicaldevices'],0.33%,-54.58%,OM,USA,$1.03 B,Outset Medical,4545,$21.47
[],-0.25%,-43.19%,SBS.F,Germany,$1.03 B,STRATEC,4544,$85.54
[],-0.93%,-50.56%,SPNS,Israel,$1.03 B,Sapiens,4543,$18.07
"['Banks', 'Financialservices']",-0.58%,6.47%,PFBC,USA,$1.03 B,Preferred Bank,4546,$72.11
"['Healthcare', 'MedicalCareFacilities']",3.23%,-14.79%,INNV,USA,$1.03 B,InnovAge,4542,$7.66
"['Banks', 'Financialservices']",-0.81%,-13.94%,BRKL,USA,$1.03 B,Brookline Bancorp,4541,$13.52
['Internet'],-8.54%,-47.76%,MOMO,China,$1.04 B,Momo,4540,$5.25
"['Pharmaceuticals', 'Biotech']",-0.65%,25.24%,VRDN,USA,$1.04 B,Viridian Therapeutics,4539,$25.85
"['MediaPress', 'Entertainment']",-0.06%,-30.77%,TL5.MC,Spain,$1.04 B,Mediaset España Comunicación,4536,$3.33
"['Tech', 'Software']",-0.31%,-60.25%,GBG.L,UK,$1.04 B,GB Group (GBG),4538,$3.88
['Packaging'],0.31%,-20.49%,TCL-A.TO,Canada,$1.04 B,Transcontinental,4537,$12.03
['Furniture'],-1.10%,-31.27%,LZB,USA,$1.04 B,La-Z-Boy,4534,$24.18
['Realestate'],-1.39%,-78.76%,TEG.F,Germany,$1.04 B,TAG Immobilien,4535,$5.94
[],-2.13%,-67.54%,KORI.PA,France,$1.04 B,Korian,4533,$9.68
[],0.00%,10.83%,HOLI,China,$1.04 B,Hollysys Automation Technologie,4532,$16.88
"['Realestate', 'Investment', 'REITs']",1.20%,-20.75%,AHH,USA,$1.04 B,Armada Hoffler Properties,4531,$11.84
['Dietarysupplements'],3.59%,-21.67%,JWEL.TO,Canada,$1.04 B,Jamieson Wellness,4530,$25.12
['Insurance'],-1.27%,-16.87%,PRA,USA,$1.04 B,ProAssurance,4529,$19.42
['Healthcare'],5.81%,-63.72%,MPLN,USA,$1.04 B,MultiPlan,4528,$1.64
"['Videogames', 'Entertainment']",-1.56%,18.87%,002354.SZ,China,$1.04 B,Tianyu Digital Technology (Dalian),4527,$0.63
[],-1.45%,-65.13%,OPK,USA,$1.05 B,OPKO Health,4525,$1.36
"['Maritimetransportation', 'Containershipping', 'Transportation', 'RentalLeasingServices']",-1.52%,-26.19%,DAC,Greece,$1.04 B,Danaos,4526,$51.84
"['Software', 'Tech']",-0.11%,-21.58%,DFIN,USA,$1.05 B,Donnelley Financial Solutions,4524,$36.26
"['OilGas', 'Chemicals']",-5.59%,-13.83%,CLMT,USA,$1.05 B,Calumet Specialty Products Partners,4523,$13.33
[],1.82%,-9.08%,FINCABLES.NS,India,$1.05 B,Finolex Cables,4521,$6.91
['Financialservices'],0.00%,49.25%,MGI,USA,$1.05 B,MoneyGram,4522,$10.94
"['Ports', 'Infrastructure']",1.33%,-19.94%,WTE.TO,Canada,$1.05 B,Westshore Terminals Investment,4519,$16.74
"['Restaurantchains', 'Food']",0.41%,-8.31%,MTY.TO,Canada,$1.05 B,MTY Food Group,4518,$43.39
"['Energy', 'OilGas', 'Utilitycompanies']",-0.16%,-11.05%,MGL.NS,India,$1.05 B,Mahanagar Gas,4520,$10.71
"['Software', 'Tech']",0.42%,-66.99%,MNTV,USA,$1.05 B,Momentive Global,4517,$7.13
['Medicaldevices'],-0.61%,-14.71%,ATRI,USA,$1.06 B,Atrion,4515,$598.51
['MediaPress'],0.71%,-46.78%,GTN,USA,$1.06 B,Gray Television,4516,$11.39
['Beverages'],3.49%,49.49%,WEST,USA,$1.06 B,Westrock Coffee,4514,$14.53
"['Banks', 'Financialservices']",-0.48%,-45.56%,MBIN,USA,$1.06 B,Merchants Bancorp,4512,$24.70
"['Transportation', 'Maritimetransportation']",-3.20%,-28.90%,CMRE,Monaco,$1.06 B,Costamare,4511,$8.76
"['Pharmaceuticals', 'Biotech']",-0.13%,14.65%,KNSA,Bermuda,$1.06 B,Kiniksa Pharmaceuticals,4510,$15.34
"['AutomotiveSuppliers', 'autoparts']",-6.55%,-4.24%,AXL,USA,$1.06 B,American Axle & Manufacturing,4513,$9.27
[],-0.97%,86.35%,MOD,USA,$1.06 B,Modine Manufacturing,4509,$20.48
"['Realestate', 'Investment', 'REITs']",-1.34%,-28.07%,KREF,USA,$1.06 B,KKR Real Estate Finance Trust,4508,$15.45
"['Banks', 'Financialservices']",-9.53%,-30.63%,BSLI3.SA,Brazil,$1.07 B,Banco de Brasília,4505,$3.17
"['CosmeticsandBeauty', 'Wellness']",6.52%,-0.10%,WALD,USA,$1.07 B,Waldencast,4504,$9.96
"['REITs', 'Realestate', 'Investment']",2.13%,-25.96%,NYMT,USA,$1.06 B,New York Mortgage Trust,4507,$2.88
"['Airlines', 'Travel', 'Transportation']",-2.13%,-31.38%,SNCY,USA,$1.07 B,Sun Country Airlines,4506,$18.41
"['Engineering', 'Professionalservices']",-1.17%,24.58%,RITES.NS,India,$1.07 B,RITES,4502,$4.46
"['Software', 'Tech']",0.68%,-7.38%,USER,USA,$1.07 B,UserTesting,4500,$7.41
[],1.40%,-52.72%,EUZ.F,Germany,$1.07 B,Eckert & Ziegler,4503,$51.60
"['Banks', 'Financialservices']",0.77%,34.02%,HFWA,USA,$1.09 B,Heritage Financial,4481,$31.28
"['Software', 'Tech', 'Financialservices']",-3.07%,-38.64%,MLNK,USA,$1.09 B,MeridianLink,4480,$13.58
"['ECommerce', 'Internet', 'Tech', 'Retail']",0.74%,-69.58%,THG.L,UK,$1.10 B,THG (The Hut Group),4479,$0.73
[],-0.07%,-45.45%,TARO,Israel,$1.10 B,Taro Pharmaceutical,4477,$29.35
"['Pulpandpaper', 'Packaging']",-3.42%,-33.76%,MATV,USA,$1.10 B,Mativ Holdings,4478,$20.05
"['Energy', 'OilGas', 'OilGasEquipmentServices']",1.38%,54.74%,DMLP,USA,$1.10 B,Dorchester Minerals,4476,$28.75
"['Pharmaceuticals', 'Biotech']",-0.41%,-74.48%,ZNTL,USA,$1.10 B,Zentalis Pharmaceuticals,4475,$19.35
"['Banks', 'Financialservices']",-0.87%,,GABC,USA,$1.10 B,German American Bancorp,4473,$37.55
['Chemicals'],-0.38%,-1.52%,OEC,USA,$1.10 B,Orion Engineered Carbons,4474,$18.20
"['FoodDelivery', 'Food', 'Internet', 'Software', 'Tech']",0.00%,-74.64%,OLO,USA,$1.10 B,Olo,4472,$6.78
['Telecommunication'],0.00%,-66.85%,VEON,Netherlands,$1.10 B,VEON,4471,$0.60
"['StaffingEmploymentServices', 'Professionalservices']",-2.73%,-27.37%,KFRC,USA,$1.10 B,Kforce,4469,$53.47
"['Genetherapy', 'Genomics', 'Pharmaceuticals', 'Biotech']",-2.10%,-17.60%,QURE,Netherlands,$1.11 B,uniQure,4466,$23.73
"['Airlines', 'Travel', 'Transportation']",-2.19%,-41.52%,VLRS,Mexico,$1.11 B,Volaris,4465,$9.38
[],-3.11%,-57.41%,LGND,USA,$1.11 B,Ligand Pharmaceuticals,4468,$65.72
[],-0.60%,-33.72%,REG1V.HE,Finland,$1.11 B,Revenio,4467,$41.78
"['Banks', 'Financialservices']",0.19%,,ABC.KH,Cambodia,$1.11 B,ACLEDA Bank,4464,$2.57
"['Professionalservices', 'Engineering']",3.08%,-39.38%,WG.L,UK,$1.10 B,John Wood Group,4470,$1.57
"['Banks', 'Financialservices']",-0.26%,-27.34%,RBLBANK.NS,India,$1.11 B,RBL Bank,4462,$1.86
['Buildingmaterials'],-1.08%,-46.37%,SWTQ.SW,Switzerland,$1.11 B,Schweiter Technologies,4461,$777.61
"['Beverages', 'Alcoholicbeverages']",0.00%,-15.22%,ZWC.WA,Poland,$1.11 B,Grupa Zywiec,4463,$108.39
['Robotics'],-2.18%,,MTRN.TA,Israel,$1.11 B,Maytronics,4460,$10.18
[],-4.23%,15.91%,RYI,USA,$1.11 B,Ryerson,4459,$30.09
['Transportation'],0.00%,-26.46%,FRE.NZ,New Zealand,$1.11 B,Freightways,4458,$6.28
"['Realestate', 'Investment']",-0.55%,-50.57%,PDM,USA,$1.11 B,Piedmont Office Realty Trust,4457,$9.04
"['Banks', 'Financialservices']",-0.06%,-16.29%,SBSI,USA,$1.11 B,Southside Bancshares,4456,$34.75
"['MedicalCareFacilities', 'Healthcare']",-3.29%,-11.14%,USPH,USA,$1.11 B,U.S. Physical Therapy,4454,$86.01
"['Bitcoin', 'ECommerce', 'Tech', 'Retail']",-0.53%,-71.57%,OSTK,USA,$1.11 B,Overstock.com,4455,$24.44
"['Pharmaceuticals', 'Biotech']",2.76%,-84.39%,BHVN,USA,$1.11 B,Biohaven Pharmaceutical,4453,$16.41
"['Genomics', 'DiagnosticsandTesting', 'Biotech']",2.72%,-56.47%,FLGT,USA,$1.12 B,Fulgent Genetics,4452,$37.07
['ElectricVehicles'],-0.80%,-49.18%,PTRA,USA,$1.12 B,Proterra,4450,$4.97
