Founded,Headquarters,Industry,Name,Sector
2011,Dublin,Consumer services,Dealz,Broadline retailers
1997,Dundalk,Telecommunications,Digiweb,Fixed line telecommunications
2001,Laghey,Consumer services,Doolittles,Food Retailers & Wholesalers
1987,Dublin,Consumer services,Dublin Bus,Travel & tourism
1944,Dublin,Consumer services,Dunnes Stores,Broadline retailers
1911,Dublin,Conglomerate,Eaton Corporation,-
1819,Dublin,Consumer services,Eason & Son,Specialty retailers
1935,Dublin,Financials,EBS,Banks
1989,Dublin,Consumer services,Eddie Rocket's,Food Retailers & Wholesalers
2005,Dublin,Consumer goods,EDUN,Clothing & accessories
1999,Dublin,Telecommunications,Eir,Fixed line telecommunications
1990,Dublin,Consumer services,Eir Sport,Broadcasting & Entertainment
1998,Belfast,Utilities,Energia Group,Conventional electricity
2005,Cork,Utilities,EQTEC,Alternative electricity
1976,Cork,Utilities,Ervia,Gas distribution
1927,Dublin,Utilities,ESB Group,Conventional electricity
1996,Dublin,Financials,Experian,Business services
1969,Dublin,Financials,FBD Holdings,Full line insurance
1993,Dublin,Technology,FINEOS,Software
1991,Belfast,Financials,First Trust Bank,Banks
1986,Dublin,Consumer services,Four Star Pizza,Food Retailers & Wholesalers
1888,Dublin,Consumer goods,Fyffes,Food products
1997,Kilkenny,Consumer goods,Glanbia,Food products
1973,Dublin,Consumer goods,GlenDimplex,Consumer electronics
2008,Dublin,Consumer services,GoCar,Specialized consumer services
1991,Dublin,Consumer goods,Greencore,Food products
1971,Dublin,Consumer services,Guineys,Apparel retailers
1759,Dublin,Consumer goods,Guinness,Brewers
1998,Dublin,Technology,Havok,Software
1946,Dublin,Consumer services,Heatons,Broadline retailers
2005,Dublin,Consumer services,Horizon Therapeutics,Biopharmaceutical
1987,Dublin,Consumer services,Iarnród Éireann,Travel & tourism
1904,Dublin,Consumer services,Independent News & Media,Publishing
1997,Dublin,Consumer services,Insomnia Coffee Company,Food Retailers & Wholesalers
1989,Leixlip,Technology,Intel Ireland,Semiconductors
1991,Dublin,Technology,IONA Technologies,Software
1994,Dublin,Consumer services,Irish Citylink,Travel & tourism
1972,Dublin,Industrials,Irish Continental Group,Industrial transportation
1992,Dublin,Industrials,Irish Ferries,Industrial transportation
1885,Cork,Industrials,Johnson Controls,Electrical components & equipment
1973,Dublin,Financials,KBC Bank Ireland,Banks
1972,Tralee,Consumer goods,Kerry Group,Food products
1966,Dublin,Industrials,Kingspan Group,Building materials
1997,Little Island,Financials,Laya Healthcare,Life insurance
2004,Dublin,Telecommunications,Magnet Networks,Fixed line telecommunications
1973,Derrylin,Industrials,Mannok,Building materials & fixtures
1949,Dublin,Health care,Medtronic,Medical equipment
1998,Dublin,Telecommunications,Meteor,Mobile telecommunications
1973,Belfast,Consumer services,Metro,Travel & tourism
1876,Cork,Consumer services,Musgrave Group,Food retailers & wholesalers
1987,Dublin,Consumer services,National Lottery,Gambling
1967,Belfast,Consumer services,NI Railways,Travel & tourism
1998,Dublin,Technology,Norkom,Software
1991,Belfast,Utilities,Northern Ireland Electricity,Conventional electricity
1967,Belfast,Consumer services,Northern Ireland Transport Holding Company,Travel & tourism
1978,Dublin,Utilities,NTR plc,Alternative electricity
1927,Letterkenny,Consumer goods,Oatfield,Food products
1988,Dublin,Consumer services,O'Briens Irish Sandwich Bars,Food Retailers & Wholesalers
1999,Dublin,Technology,Openet,Software
1988,Dublin,Consumer services,Paddy Power,Gambling
1953,Granard,Consumer goods,Pat the Baker,Baked goods
1884,Dublin,Financials,Permanent TSB,Life insurance
1962,Dublin,Consumer services,Penneys,Apparel retailers
1994,Dublin,Financials,Rabobank Ireland,Banks
1960,Dublin,Consumer services,Raidió Teilifís Éireann,Broadcasting & Entertainment
1985,Dublin,Consumer services,Ryanair,Airlines
1986,Dublin,Health care,Shire,Pharmaceuticals
1989,Dublin,Telecommunications,Smart Telecom,Mobile telecommunications
1934,Dublin,Consumer goods,Smurfit Kappa,Paper
1986,Galway,Consumer services,Smyths,Specialty retailers
2014,Dublin,Consumer services,Stobart Air,Airlines
1978,Ballybrit,Consumer services,Supermac's,Food Retailers & Wholesalers
1968,Cork,Consumer services,SuperValu,Food retailers & wholesalers
2007,Baile na hAbhann,Consumer services,Teilifís na Gaeilge,Broadcasting & Entertainment
1997,Dublin,Consumer services,Tesco Ireland,Food retailers & wholesalers
1990,Derry,Consumer services,The Airporter,Travel & tourism
1841,Cork,Consumer services,Thomas Crosbie Holdings,Publishing
2005,Dublin,Telecommunications,Three Ireland,Fixed line telecommunications
1986,Borrisoleigh,Consumer goods,Tipperary Natural Mineral Water,Beverages
1997,Dublin,Consumer services,Today FM,Broadcasting & Entertainment
1871,Swords,Conglomerate,Trane Technologies,-
2015,Dublin,Industrials,Transport Infrastructure Ireland,Heavy construction
1998,Dublin,Consumer services,Virgin Media Television,Broadcasting & Entertainment
1948,Dublin,Health care,UDG Healthcare,Pharmaceuticals
1836,Dublin,Financials,Ulster Bank,Banks
2006,Derry,Consumer services,Ulsterbus Foyle,Travel & tourism
1967,Belfast,Consumer services,Ulsterbus,Travel & tourism
1957,Purcellsinch,Financials,Vhi Healthcare,Life insurance
2005,Dublin,Telecommunications,Virgin Media Ireland,Fixed line telecommunications
2000,Dublin,Technology,Vizor,Software
1984,Dublin,Telecommunications,Vodafone Ireland,Mobile telecommunications
2007,Belfast,Consumer services,Wireless Group,Broadcasting & Entertainment
1946,Ballymena,Industrials,Wrightbus,Commercial vehicles & trucks
1990,Budapest,Consumer services,ASL Airlines Hungary,Airlines
1992,Budapest,Consumer services,Association of Hungarian Record Companies,Broadcasting & entertainment
2000,Budapest,Technology,Balabit,Computer services
1968,Budapest,Consumer services,BKV Zrt.,Travel & tourism
1969,Bőcs,Consumer goods,Borsod Brewery,Brewers
1949,Budapest,Basic materials,BorsodChem,Specialty chemicals
1991,Budapest,Consumer services,Budapest Aircraft Service,Airlines
1992,Alsónémedi,Consumer services,CBA,Food retailers & wholesalers
2014,Budapest,Consumer services,AMC Networks International Central Europe,Broadcasting & entertainment
1979,Budapest,Financials,CIB Bank,Banks
1997,Budapest,Consumer services,Cinema City Hungary,Recreational services
2003,Vecsés,Consumer services,CityLine Hungary,Airlines
2002,Budapest,Consumer services,CLS Music,Broadcasting & entertainment
1914,Budapest,Consumer services,Corvin Film,Broadcasting & entertainment
2011,Ballószög,Industrials,Corvus Hungary,Aerospace
1944,Szigetszentmiklós,Consumer goods,Csepel,Automobiles
1972,Budapest,Consumer services,Danubius Hotels Group,Hotels
1991,Budapest,Technology,Digital Reality,Software
1854,Budapest,Consumer goods,Dreher Brewery,Brewers
1891,Budapest,Industrials,Fegyver- és Gépgyár,Building materials & fixtures
1997,Budapest,Financials,FHB Mortgage Bank,Banks
1844,Budapest,Consumer goods,Ganz Works,Automobiles
1901,Budapest,Health care,Richter Gedeon Co.,Pharmaceuticals
1999,Budapest,Consumer services,Gramy Records,Broadcasting & entertainment
1982,Budapest,Technology,Graphisoft,Software
1910,Budapest,Consumer services,Gundel,Restaurants & bars
1880,Győr,Consumer goods,Győri Keksz,Food products
2002,Budapest,Consumer services,Hálózat TV,Broadcasting & entertainment
2006,Miskolc,Consumer goods,Hell Energy,Food & beverage
1826,Herend,Consumer goods,Herend Porcelain Manufactory,Durable household products
1924,Budapest,Financials,Hungarian National Bank,Banks
1869,Budapest,Industrials,Hungarian State Railways,Railroads
1951,Budapest,Consumer services,Hungaroton,Broadcasting & entertainment
?,Budapest,Consumer services,Hunnia Film Studio,Broadcasting & entertainment
1895,Budapest,Industrials,Ikarus Bus,Commercial vehicles & trucks
1988,Budapest,Financials,International Training Center for Bankers,Banks
2000,Debrecen,Technology,Invictus Games,Software
2008,Budapest,Technology,IP Systems,Software
2002,Budapest,Technology,iWiW,Internet
1987,Budapest,Financials,K&H Bank,Banks
1945,Jászberény,Consumer goods,Lehel,Durable household products
1867,Budapest,Industrials,Magyar Posta,Delivery services
1991,Budapest,Telecommunications,Magyar Telekom,Fixed line telecommunications
1995,Ajka,Basic materials,MAL Hungarian Aluminium,Aluminum
1956,Budapest,Consumer services,Malév,Airlines
1952,Budapest,Consumer services,Match,Food retailers & wholesalers
1950,Budapest,Financials,MKB Bank,Banks
1957,Budapest,Oil & gas,MOL Group,Exploration & production
2011,Budapest,Consumer services,MTVA,Broadcasting & entertainment
1954,Miskolc,Consumer services,MVK Zrt.,Travel & tourism
1948,Budapest,Utilities,MVM Group,Conventional electricity
2005,Budapest,Technology,NeocoreGames,Software
1988,Budapest,Health care,Oncotherm,Medical equipment
1998,Budapest,Utilities,Organica Technologies,Water
1913,Budapest,Industrials,Orion Electronics,Electronic equipment
1949,Budapest,Financials,OTP Bank,Banks
1994,Törökbálint,Telecommunications,Pannon,Mobile telecommunications
1956,Budapest,Consumer services,Pannonia Film Studio,Broadcasting & entertainment
1994,Budapest,Oil & gas,Panrusgáz,Exploration & production
1848,Pécs,Consumer goods,Pécs Brewery,Brewers
1869,Szeged,Consumer goods,Pick Szeged,Food products
2009,Budapest,Technology,Prezi,Software
2010,Budapest,Industrials,Puli Space Technologies,Aerospace
1896,Győr,Consumer goods,Rába,Automobiles
2009,Budapest,Technology,Scarab Research,Software
1851,Budapest,Consumer services,State Printing Company,Publishing
1991,Budapest,Consumer services,Szerencsejáték Zrt.,Gambling
1989,Budapest,Financials,Takarékbank,Banks
2002,Budapest,Industrials,ThalesNano,Electronic equipment
1942,Martfű,Consumer goods,Tisza Cipő,Clothing & accessories
1882,Budapest,Consumer goods,Törley,Distillers & vintners
2001,Budapest,Consumer services,Travel Service,Airlines
1997,Budapest,Financials,TriGránit,Real estate holding & development
1896,Újpest,Industrials,Tungsram,Electrical components & equipment
?,Budapest,Consumer services,Turner Broadcasting System Hungary,Broadcasting & entertainment
1998,Budapest,Telecommunications,UPC Magyarország,Fixed line telecommunications
1938,Székesfehérvár,Consumer goods,Videoton,Consumer electronics
1997,Budapest,Technology,VirusBuster,Computer services
1999,Budapest,Telecommunications,Vodafone Hungary,Mobile telecommunications
2003,Budapest,Consumer services,Wizz Air,Airlines
2003,Budapest,Technology,Zen Studios,Software
1853,Pécs,Consumer goods,Zsolnay,Durable household products
1790,Budapest,Consumer goods,Zwack,Distillers & vintners
1994,Thessaloniki,Consumer services,4E TV,Media
1889,Chania,Consumer goods,Abea,Food products
1861,Patras,Consumer Goods,Achaia Clauss,Beverages
2012,Athens,Utilities,ADMIE,Electricity
1987,Athens,Consumer services,Aegean Airlines,Travel & Leisure
2007,Athens,Industrials,Aegean Motorway S.A.,Transportation services
2005,Glyfada,Industrials,Aegean Speed Lines,Marine transportation
1949,Marousi,Industrials,Aegek SA,Heavy construction
1992,Athens,Financials,Aeolian Investment Fund S.A.,Financial services
2017,Athens,Consumer services,Air Mediterranean,Airlines
1939,Athens,Consumer services,Alfa-Beta Vassilopoulos,Food retailers
1858,Thessaloniki,Consumer goods,Allatini,Food products
1879,Athens,Financials,Alpha Bank,Banks
1987,Athens,Consumer services,Alpha Records,Media
1996,Athens,Consumer services,Alpha TV,Media
1988,Kilkis,Basic materials,ALUMIL Aluminium Industry S.A,Industrial metals & mining
1960,Marousi,Basic materials,Aluminium of Greece,Industrial metals & mining
2009,Athens,Consumer services,Amjet Executive,Travel & Leisure
1967,Chania,Industrials,ANEK Lines,Industrial Transportation
1989,Athens,Consumer services,ANT1 Group,Media
1989,Athens,Consumer services,ANT1,Media
1935,Athens,Consumer goods,Arapian,Food products
1998,Athens,Industrials,Arcadia Shipmanagement,Marine transportation
1959,Dordrecht,Industrials,Archirodon,Heavy construction
1997,Athens,Technology,Atcom,Software & computer
1876,Athens,Financials,Athens Exchange,Equity investment
1996,Athens,Consumer services,Athens International Airport S.A.,Travel & leisure
2008,Athens,Consumer services,Athens-Macedonian News Agency,Media
1993,Athens,Consumer services,Athens Mass Transit System,Travel & tourism
1869,Athens,Consumer services,Athens Metro,Travel & leisure
2004,Athens,Industrials,Atlas Maritime,Marine transportation
1925,Athens,Financials,Attica Bank,Banks
1918,Athens,Industrials,Attica Group,Marine transportation
1996,Athens,Industrials,Attiki Odos consortium,Transportation services
2003,Athens,Technology,Aventurine SA,Video game industry
1977,Maroussi,Industrials,Avin International,Marine transportation
1928,Athens,Financials,Bank of Greece,Banks
1969,Thessaloniki,Consumer services,Barbastathis,Food & Beverages
-,Athens,Consumer services,Bazaar,Food retailers
2011,Athens,Consumer services,Beat,Transportation networking
1984,Athens,Industrials,Berios,Heavy construction
1976,Tavros,Consumer goods,Bioman,Industrial parts
1998,Athens,Consumer services,Black Lotus Records,Media
2008,Heraklion,Consumer services,Bluebird Airways,Airlines
2000,Athens,Industrials,Blue Star Ferries,Marine transportation
1995,Athens,Consumer services,Centric Multimedia,Multimedia
1949,Pireus,Industrials,Ceres Hellenic Shipping Enterprises,Marine transportation
2006,Volos,Technology,CERETETH,Research
1971,Chalkis,Industrials,Chalkis Shipyards (Aulida),Heavy construction
1973,Athens,Food & Beveradges,Chipita,Food & Beveradges
1969,Zug,Consumer services,Coca-Cola Hellenic Bottling Company,Food & Beverages
1999,Patras,Consumer services,Coffee Island,Restaurants & bars
1982,Athens,Consumer services,Compupress,Publishing
1952,Athens,Industrials,Consolidated Contractors Company,Heavy construction
1998,Athens,Telecommunications,Cosmote,Mobile telecommunications
1975,Monaco,Industrials,Costamare,Marine transportation
1988,Athens,Oil & gas,DEPA,Exploration & production
2007,Chalandri,Oil & gas,DESFA,Exploration & production
1976,Tavros,Consumer goods,Diana,Automobiles & parts
2009,Athens,Broadcast,Digea,Digital Provider
2008,Athens,Consumer services,Digital Union,Media
1990,Rhodes,Industrials,Dodekanisos Seaways,Marine transportation
2004,Athens,Industrials,DryShips Inc,Marine transportation
2004,Athens,Industrials,EAS,Defense
1997,Athens,Industrials,Egnatia Odos S.A.,Transportation services
1960,Lykovrysi,Consumer goods,ELCO,Household goods
1924,Pilio,Consumer goods,Epsa,Soft drinks
1962,Eleusis,Industrials,Elefsis Shipyards,Heavy construction
1961,Athens,Basic materials,ELFE,Speciality chemicals
1977,Kifissia,Industrials,Ellaktor,Heavy construction
2013,Thessaloniki,Consumer services,Ellinair,Airlines
2007,Maroussi,Oil & gas,Energean Oil & Gas,Exploration & production
1990,Koropi,Consumer services,Open TV,Broadcasting & entertainment
1958,Athens,Consumer goods,Eskimo (Feidakis Group),Household goods
1876,Athens,Consumer services,Estia Newspaper S.A.,Media
1971,Athens,Basic materials,ETEM,Aluminium
1990,Athens,Financials,Eurobank Ergasias,Banks
1977,Athens,Financials,European Reliance,Full line insurance
1990,Athens,Industrials,European Seaways,Marine transportation
1917,Maroussi,Industrials,Euroseas,Marine transportation
1934,Athens,Consumer goods,Evga S.A.,Food products
1980,Galatsi,Utilities,EYDAP,Water
1926,Strassen,Consumer services,Fage,Food & Beverages
1998,Piraeus,Industrials,Fast Ferries,Marine transportation
1994,Athens,Consumer services,Flocafé,Restaurants & bars
1943,Athens,Consumer services,Finos Film,Film production
1864,Athens,Consumer goods,Fix Brewery,Brewers
1982,Athens,Consumer goods,Folli Follie,Clothing & accessories
1995,Athens,Telecommunications,Forthnet,Fixed line telecom.
1993,Kifissia,Industrial,Frigoglass,Commercial Refrigeration
2006,Athens,Consumer services,GainJet Aviation,Airlines
1982,Athens,Consumer services,Galaxias,Food retailers
1969,Athens,Industrials,GEK Terna,Heavy construction
1980,Athens,Industrials,Germanos Group,Electrical components
2011,Andros,Industrials,Golden Star Ferries,Marine transportation
1975,Athens,Consumer services,Goody's Burger House,Travel & leisure
-,Rethymno,Consumer services,Grecotel,Hospitality
2009,Athens,Technology,Greek Internet Exchange,Internet
1845,Glashütte,Consumer goods,A. Lange & Söhne,Clothing & accessories
1922,Wiesbaden,Financials,Aareal Bank,Banks
1924,Herzogenaurach,Consumer goods,Adidas,Clothing & accessories
1913,Essen,Consumer services,Aldi,Food retailers & wholesalers
1890,Munich,Financials,Allianz,Full line insurance
1965,Buchloe,Consumer goods,Alpina,Automobiles
1977,Wesel,Basic materials,Altana,Speciality chemicals
1898,Bochum,Consumer services,Aral AG,Specialty retailers
1935,Düsseldorf,Financials,ARAG SE,Full line insurance
1923,Loßburg,Industrials,Arburg,Industrial machinery
1999,Essen,Consumer services,Arcandor,Broadline retailers
1996,Eschborn,Telecommunications,Arcor,Fixed line telecommunications
2007,Cologne,Consumer goods,Armedangels,Clothing & accessories
1910,Ingolstadt,Consumer goods,Audi,Automobiles
1903,Berlin,Consumer goods,August Storck,Food products
2008,Hamburg,Basic materials,Aurubis,Nonferrous metals
1932,Neckarsulm,Consumer goods,Auto Union,Automobiles
1946,Berlin,Consumer services,Axel Springer AG,Publishing
1839,Melsungen,Health care,B. Braun,Pharmaceuticals
1912,Potsdam,Consumer services,Babelsberg Studio,Broadcasting & entertainment
1889,Hanover,Consumer goods,Bahlsen,Food products
1865,Ludwigshafen,Basic materials,BASF,Speciality chemicals
1919,Grünwald,Consumer services,Bavaria Film Studios,Broadcasting & entertainment
1863,Leverkusen,Health care,Bayer,Pharmaceuticals
1923,Munich,Consumer goods,BayWa,Farming & fishing
1970,Schiltach,Consumer goods,BBS Kraftfahrzeugtechnik,Auto parts
1983,Neckarsulm,Technology,Bechtle,Software
1873,Bremen,Consumer goods,Beck's Brewery,Brewers
1905,Stuttgart,Industrials,Behr GmbH & Co. KG,Industrial suppliers
1989,Willich,Consumer goods,Behringer,Consumer electronics
1882,Hamburg,Consumer goods,Beiersdorf,Personal products
1993,Berlin,Technology,Bellevue Investments,Software
1718,Hanover,Industrials,Benecke-Kaliko,Industrial suppliers
1835,Gütersloh,Consumer services,Bertelsmann,Broadcasting & entertainment
1924,Heilbronn,Consumer goods,Beyerdynamic,Consumer electronics
1880,Mannheim,Industrials,Bilfinger,Heavy construction
1774,Neustadt,Consumer goods,Birkenstock,Clothing & accessories
1817,Bitburg,Consumer goods,Bitburger Brewery,Brewers
2008,Mainz,Healthcare,BioNTech,Vaccine
1877,Hamburg,Industrials,Blohm+Voss,Commercial vehicles & trucks
2008,Berlin,Consumer services,BMG Rights Management,Broadcasting & entertainment
1916,Munich,Consumer goods,BMW,Automobiles
1885,Ingelheim am Rhein,Health care,Boehringer Ingelheim,Pharmaceuticals
1957,Boppard,Industrials,BOMAG,Commercial vehicles & trucks
1977,Bottrop,Consumer services,Brabus,Specialty retailers
1921,Kronberg,Consumer goods,Braun,Personal products
1874,Mülheim,Basic materials,Brenntag,Commodity chemicals
1853,Berlin,Consumer goods,C. Bechstein,Recreational products
1859,Hamburg,Industrials,C. Illies & Co.,Business support services
1886,Ulm,Industrials,Carl Walther GmbH,Defense
1846,Oberkochen,Health care,Carl Zeiss AG,Medical equipment
2000,Tübingen,Health care,CureVac,Vaccine
1835,Stuttgart,Health care,Celesio,Pharmaceuticals
1948,Lübeck,Consumer services,CineStar,Recreational services
1905,Munich,Consumer services,Circus Krone,Broadcasting & entertainment
1913,Harsewinkel,Industrials,Claas,Commercial vehicles & trucks
1870,Frankfurt,Financials,Commerzbank,Banks
1955,Frankfurt,Consumer services,Condor Flugdienst,Airlines
1871,Hanover,Industrials,Continental AG,Industrial suppliers
2015,Leverkusen,Basic materials,Covestro,Speciality chemicals
2007,Stuttgart,Consumer goods,Daimler AG,Automobiles
1992,Munich,Consumer services,Dba,Airlines
1989,Bad Homburg vor der Höhe,Conglomerates,Delton,-
1994,Berlin,Industrials,Deutsche Bahn,Railroads
1870,Frankfurt,Financials,Deutsche Bank,Banks
1992,Frankfurt,Financials,Deutsche Börse,Investment services
1898,Hanover,Consumer goods,Deutsche Grammophon,Broadcasting & entertainment
1947,Hanover,Consumer services,Deutsche Messe,Recreational services
2015,Unterschleißheim,Financials,Deutsche Pfandbriefbank,Banks
1995,Bonn,Industrials,Deutsche Post,Delivery services
1995,Bonn,Telecommunications,Deutsche Telekom,Fixed line telecommunications
1975,Frankfurt,Financials,Deutsche Vermögensberatung,Asset managers
1864,Cologne,Industrials,Deutz AG,Industrial machinery
1969,Bonn,Industrials,DHL Express,Delivery services
1873,Eppingen,Industrials,Dieffenbacher,Industrial machinery
2006,Überlingen,Industrials,Diehl Aerospace,Aerospace
2004,Überlingen,Industrials,Diehl Defence,Defense
1938,Röthenbach an der Pegnitz,Industrials,Diehl Metall,Industrial machinery
1994,Bad Steben,Consumer goods,Diezel,Recreational products
1993,Vachendorf,Consumer services,Djshop,Broadcasting & entertainment
1967,Paris,Consumer services,Accor,Hospitality
1918,Toulouse,Consumer services,Aéropostale,Airlines
1999,Paris,Industrials,Aérospatiale-Matra,Defense
1933,Tremblay-en-France,Consumer services,Air France,Airlines
2004,Tremblay-en-France,Consumer services,Air France–KLM,Airlines
1970,Toulouse,Industrials,Airbus,Aerospace
1902,Paris,Industrial,Air Liquide,Chemical
2006,Boulogne-Billancourt,Technology,Alcatel-Lucent,Telecommunications equipment
1969,Paris,Consumer goods,Ales Groupe,Personal products
1928,Saint-Ouen,Industrials,Alstom,Railroads
1982,Paris,Industrials,Altran,Business support services
1992,Issy-les-Moulineaux,Consumer services,Amaury Sport Organisation,Recreational services
2015,Issy-les-Moulineaux,Industrials,ArianeGroup,Aerospace & defense
1980,Courcouronnes,Industrials,Arianespace,Aerospace
1999,Lyon,Technology,Arkane Studios,Software
1991,Strasburg,Consumer services,Arte,Broadcasting & entertainment
2006,Paris,Industrials,Astrium,Aerospace
1995,Bordeaux,Technology,AT Internet,Internet
1983,Paris,Technology,Atari SA,Software
2003,Levallois-Perret,Financials,Atisreal,Real estate services
1988,Bezons,Technology,Atos,Software
1961,Croix,Consumer services,Auchan,Food retailers & wholesalers
1817,Paris,Financials,Axa,Full line insurance
1875,Lyon,Consumer goods,Babolat,Recreational products
1764,Paris,Consumer goods,Baccarat,Durable household products
2008,Paris,Consumer services,Banijay,Broadcasting & entertainment
1875,Paris,Financials,Banque de l'Indochine,Banks
1865,Paris,Consumer goods,Bel Group,Food products
1848,Paris,Financials,BNP Paribas,Banks
1822,Puteaux,Industrials,Bolloré,Delivery services
1853,Villeneuve d'Ascq,Consumer goods,Bonduelle,Food products
1994,Paris,Telecommunications,Bouygues Telecom,Mobile telecommunications
1952,Paris,Conglomerates,Bouygues,-
1972,Roscoff,Industrials,Brittany Ferries,Marine transportation
1998,Molsheim,Consumer goods,Bugatti Automobiles,Automobiles
1984,Issy-les-Moulineaux,Consumer services,Canal+,Broadcasting & entertainment
1967,Paris,Industrials,Capgemini,Business support services
1958,Boulogne-Billancourt,Consumer services,Carrefour,Food retailers & wholesalers
1847,Saint-Ouen,Consumer goods,Cartier,Clothing & accessories
1978,Paris,Consumer services,Celio,Apparel retailers
1909,Neuilly-sur-Seine,Consumer goods,Chanel,Clothing & accessories
1876,Cachan,Consumer goods,Chantelle,Clothing & accessories
1946,Paris,Consumer goods,Christian Dior SE,Clothing & accessories
1919,Rueil-Malmaison,Consumer goods,Citroën,Automobiles
1978,Marseille,Industrials,CMA CGM,Delivery services
1987,Cestas,Technology,Com One group,Telecommunications equipment
1894,Montrouge,Financials,Crédit Agricole,Banks
1894,Paris,Financials,Crédit Commercial de France,Banks
1882,Paris,Financials,Crédit Mutuel,Banks
1967,Saint-Priest,Consumer services,Conforama,Retail
1852,Charenton-le-Pont,Financials,Crédit Foncier de France,Banks
1863,Paris,Financials,Crédit Lyonnais,Banks
2005,Paris,Technology,Criteo,Internet
1919,Paris,Consumer goods,Danone,Food products
1929,Paris,Industrials,Dassault Aviation,Defense
1981,Vélizy-Villacoublay,Technology,Dassault Systèmes,Software
1812,Paris,Consumer goods,Debacq & Cie,Clothing & accessories
1976,Villeneuve-d'Ascq,Consumer goods,Decathlon,Clothing & accessories
1996,Paris,Financials,Dexia,Banks
1961,Paris,Consumer goods,Diptyque,Personal products
2010,Paris,Industrials,Edenred,Specialized consumer services
1944,Boulogne-Billancourt,Consumer services,Éditions Philippe Amaury,Publishing
2000,Paris,Consumer goods,Eisenberg Paris,Personal products
1946,Paris,Utilities,Électricité de France,Conventional electricity
1967,Courbevoie,Oil & gas,Elf Aquitaine,Exploration & production
2008,La Défense,Utilities,Engie,Electricity generation
1849,Charenton-le-Pont,Health care,EssilorLuxottica,Health care equipment
1977,Paris,Telecommunications,Eutelsat,Mobile telecommunications
1954,Ivry-sur-Seine,Consumer services,Fnac,Specialty retailers
1958,Courbevoie,Nuclear industries,Framatome,Nuclear engineering
1999,Paris,Telecommunications,Free,Fixed line telecommunications
1912,Paris,Consumer services,Galeries Lafayette,Broadline retailers
2000,Paris,Technology,Gameloft,Software
1999,Paris,Technology,Gandi,Internet
1895,Neuilly-sur-Seine,Consumer services,Gaumont,Broadcasting & entertainment
1989,Paris,Health care,Genset,Biotechnology
1986,Paris,Industrials,Getlink,Transportation services
2009,Paris,Financials,Groupe BPCE,Banks
1931,Les Clayes-sous-Bois,Technology,Groupe Bull,Computer hardware
1898,Saint-Étienne,Consumer services,Groupe Casino,Broadline retailer
1826,Paris,Consumer services,Hachette,Publishing
1826,Paris,Consumer services,Hachette Filipacchi Médias,Publishing
1968,Paris,Consumer services,Havas,Media agencies
1837,Paris,Consumer goods,Hermès,Clothing & accessories
1853,Paris,Industrials,Hutchinson SA,Diversified industrials
1990,Paris,Telecommunications,Iliad SA,Fixed line telecommunications
1964,Neuilly-sur-Seine,Industrials,JCDecaux,Electronic equipment
2001,Paris,Consumer services,Keolis,Travel & tourism
1963,Paris,Consumer goods,Kering,Clothing & accessories
1991,Paris,Industrials,La Poste,Delivery services
1951,Paris,Health care,Laboratoires Pierre Fabre,Pharmaceuticals
1933,Troyes,Consumer goods,Lacoste,Clothing & accessories
1933,Laval,Consumer goods,Lactalis,Food products
1833,Paris,Industrials,Lafarge,Building materials & fixtures
1930,Paris,Consumer goods,Lafuma,Recreational products
1922,Paris,Consumer services,Lagardère Group,Broadcasting & entertainment
1935,Paris,Consumer goods,Lancôme,Personal products
1882,Entzheim,Consumer goods,Le Coq Sportif,Clothing & accessories
1907,Suresnes,Consumer goods,Le Zèbre,Automobiles
1909,Clichy,Consumer goods,L'Oréal,Personal products
1854,Paris,Consumer goods,Louis Vuitton,Clothing & accessories
1987,Paris,Consumer goods,LVMH,Clothing & accessories
1995,Paris,Technology,Mandriva,Software
1964,Metz,Industrials,Manuloc,Logistics
1969,Marseille,Industrials,Maritima Ferries,Marine transportation
1996,Toulouse,Industrials,Matra Marconi Space,Aerospace
1964,Romorantin-Lanthenay,Consumer goods,Matra,Automobiles
1889,Annecy,Consumer goods,Mavic,Recreational products
1985,Montrouge,Technology,MC2 France,Software
1889,Clermont-Ferrand,Consumer goods,Michelin,Tires
1984,Montreuil,Technology,Microïds,Software
1880,Saint-Sauveur-de-Montagut,Consumer goods,Montagut,Clothing & accessories
2003,Paris,Consumer services,MoonScoop Group,Broadcasting & entertainment
1631,Paris,Industrials,Naval Group,Defense
1996,Valbonne,Health care,NicOx,Pharmaceuticals
1970,Lesquin,Consumer goods,Norauto,Auto parts
1988,Paris,Telecommunications,Orange S.A.,Mobile telecommunications
2017,Courbevoie,Nuclear industries,Orano,Nuclear cycle
1985,Mérignac,Consumer goods,Oxbow,Recreational products
1994,Paris,Industrials,Parrot SA,Diversified industrials
1896,Paris,Consumer services,Pathé,Broadcasting & entertainment
1993,Orléans,Industrials,Pentalog,Business support services
1975,Paris,Consumer goods,Pernod Ricard,Distillers & vintners
1810,Rueil-Malmaison,Consumer goods,Peugeot,Automobiles
1976,Rueil-Malmaison,Consumer goods,PSA Group,Automobiles
1926,Paris,Industrials,Publicis,Business support services
1997,Paris,Technology,Quantic Dream,Software
1948,Paris,Consumer services,RATP Group,Travel & tourism
1899,Boulogne-Billancourt,Consumer goods,Renault,Automobiles
1967,Paris,Industrials,Rexel,Electrical components & equipment
1998,La Défense,Basic materials,Rhodia,Specialty chemicals
