,company_name,company_industry
8764,Monsanto Holdings,Agro Chemicals
8765,Edgetech Air Systems Pvt.,Electronics Manufacturing
8766,Smart Brains Engineers And Technologist,Education & Training
8767,Ognibene India,Industrial Machinery
8768,Jumbo Finvest India,NBFC
8769,National Corporation for Tourism & Hotels,Travel & Tourism
8770,Apollo Home Healthcare,Healthcare
8771,Shri Ram Murti Smarak Institute of Medical Sciences,Education & Training
8772,Encore Healthcare,Pharma
8773,"Ecos (india), Mobility And Hospatility",Urban Transport
8774,AMPLUS SOLAR,Internet
8775,Air Force School,Education & Training
8776,Cart2India Online Retail,Retail
8777,Solarig Gensol Utilities,Power
8778,B5 Plus,Iron & Steel
8779,Lenexis Foodworks,Hospitality
8780,Panchayati Raj Department,Government
8781,Skylark Infra Engineering,Engineering & Construction
8782,Homeward,Financial Services
8783,U N Mehta Institute of Cardiology & Research Centre,Education & Training
8784,Krishna Enterprises,Industrial Machinery
8785,Gsrtc,Urban Transport
8786,Powermech Engineering,Auto Components
8787,Rohilkhand Medical College And Hospital,Healthcare
8788,Xiaomi Service Center,
8789,ABB GISL,Electrical Equipment
8790,Apollomedics Super Speciality Hospitals,Healthcare
8791,Cropdata Technology,Software Product
8792,SMARTRIED SOFTWARE TECHNOLOGIES,IT Services & Consulting
8793,Radio Mirchi,Broadcasting
8794,AGILE AIRPORT SERVICES,
8795,Unthinkable Solutions,IT Services & Consulting
8796,Kovai.co,Software Product
8797,Aggne Global IT Services,IT Services & Consulting
8798,Quality Control Department,Government
8799,Jungleworks,Software Product
8800,Turito,EdTech
8801,Nipha Exports,Industrial Machinery
8802,Kuber Enterprises,Engineering & Construction
8803,Games24x7,IT Services & Consulting
8804,Openview Technologies,IT Services & Consulting
8805,Western Railway,Railways
8806,Macurex Sensors,Auto Components
8807,Fresher Than Fresh,Retail
8808,Hindustan Motors,Automobile
8809,Brindavan Agro Industries,Beverage
8810,IAP Company,IT Services & Consulting
8811,AbsolutData,IT Services & Consulting
8812,Lybrate,Internet
8813,V2soft,IT Services & Consulting
8814,Axtel Industries,Industrial Machinery
8815,IKF Technologies,IT Services & Consulting
8816,Joister Infomedia,Internet
8817,KSB Tech,Industrial Machinery
8818,Wizard e-Marketing,IT Services & Consulting
8819,TDI International India,Marketing & Advertising
8820,3Pillar Global,IT Services & Consulting
8821,Artefact Projects,Engineering & Construction
8822,Prabha Industries,Chemicals
8823,Nutek,Telecom
8824,Visen Industries,Chemicals
8825,BEC Chemicals,Pharma
8826,An Pharmaceuticals,Pharma
8827,Sri Sri Ravishankar Vidya Mandir,EdTech
8828,Paras Spices,Food Processing
8829,Modern Informatics,IT Services & Consulting
8830,Tag Corporation,Industrial Machinery
8831,GRP,Auto Components
8832,Mody University Science Technology,Education & Training
8833,Vensa Infrastructure,Real Estate
8834,Oasis,IT Services & Consulting
8835,Jaguar Overseas,Engineering & Construction
8836,Moody's Analytics Knowledge Services,Analytics & KPO
8837,Cabcon India,Electronics Manufacturing
8838,Trinity Touch,Electrical Equipment
8839,Vardhman Acrylics,Fashion & Textile
8840,Donaldson India Filter Systems,Industrial Machinery
8841,Hush Puppies,Internet
8842,Evolutionary Systems,IT Services & Consulting
8843,Eon Electric,Electrical Equipment
8844,Ram Kripal Singh Construction,Engineering & Construction
8845,Itmantra Techintellect,IT Services & Consulting
8846,Rishita Developers,Real Estate
8847,VaaaN Infra,Urban Transport
8848,Busy Infotech,Software Product
8849,Gulf Ashley Motor,Automobile
8850,Archean Chemical Industries,Chemicals
8851,International Land Developers,Real Estate
8852,Amtech Electronics,Electronics Manufacturing
8853,Dudhsagar Dairy,Food Processing
8854,Beyond Key Systems,IT Services & Consulting
8855,Think Future Technologies,IT Services & Consulting
8856,Zieta Technologies,IT Services & Consulting
8857,Lansum Properties,Real Estate
8858,Shiksha Infotech,IT Services & Consulting
8859,Simhapuri Energy,Power
8860,HyTech Professionals,IT Services & Consulting
8861,QwikCilver Solutions,IT Services & Consulting
8862,Selling Simplified,Marketing & Advertising
8863,Lotus Labs,Analytics & KPO
8864,Mediaocean,Software Product
8865,Excell Autovista,Automobile
8866,Garuda Polyflex Foods,FMCG
8867,Oswal Woollen Mills,Fashion & Textile
8868,Destimoney Securities,Financial Services
8869,Krishna Beads Industries,Fashion & Textile
8870,Jayabheri Automotives,Engineering & Construction
8871,Bhailal Amin General Hospital,Non-Profit
8872,Krazy Mantra IT,
8873,Emirates National Oil Company,Oil & Gas
8874,Kshema Power And Infrastructure Company,Power
8875,Volvo IT,Automobile
8876,NEMHANS SOLUTIONS,Telecom
8877,PICL,Semiconductors
8878,Willis Processing Services,IT Services & Consulting
8879,Jayabheri Automotives,Engineering & Construction
8880,Volvo IT,Automobile
8881,Hush Puppies,Internet
8882,BEC Chemicals,Pharma
8883,Mody University Science Technology,Education & Training
8884,Tag Corporation,Industrial Machinery
8885,GRP,Auto Components
8886,Vardhman Acrylics,Fashion & Textile
8887,Vensa Infrastructure,Real Estate
8888,Trinity Touch,Electrical Equipment
8889,Stylebaazar,Internet
8890,Scorpion Express,Logistics
8891,Bellfast Management,Recruitment
8892,Verinite Technologies,FinTech
8893,Life Care Logistic,Logistics / Shipping
8894,Oasis,IT Services & Consulting
8895,Moody's Analytics Knowledge Services,Analytics & KPO
8896,Eon Electric,Electrical Equipment
8897,Donaldson India Filter Systems,Industrial Machinery
8898,Margdarshak Financial Services,Financial Services
8899,Axis Asset Management Company,Financial Services
8900,Krazy Mantra IT,
8901,Jaguar Overseas,Engineering & Construction
8902,Universal Precision Screws,Industrial Machinery
8903,Bira 91,Beverage
8904,Radiant Hitech Eng,Industrial Machinery
8905,EqualizeRCM Services,IT Services & Consulting
8906,U C S K M Public School,Education & Training
8907,DLT Lab Technologies,IT Services & Consulting
8908,Spaco Technologies,Automobile
8909,EqualizeRCM Services,IT Services & Consulting
8910,Universal Precision Screws,Industrial Machinery
8911,Life Care Logistic,Logistics / Shipping
8912,Vowelweb,IT Services & Consulting
8913,Aegis Associates,Healthcare
8914,Pradhan Mantri Kaushal Kendra,Non-Profit
8915,Arcon TechSolutions,IT Services & Consulting
8916,JSW Ispat Special Products,Iron & Steel
8917,Mobile Premier League,Gaming
8918,SOGEFI ENGINE SYSTEMS INDIA,
8919,Dhruv Research,Management Consulting
8920,Bhavna Corp.,IT Services & Consulting
8921,MASAI School,EdTech
8922,Hoppoo Lifestyle India,Marketing & Advertising
8923,Tata Docomo,Telecom
8924,Deqode,IT Services & Consulting
8925,Saxo Group India,Investment Banking / Venture Capital / Private Equity
8926,ShapeMySkills,Education & Training
8927,Amazon Distribution,Logistics
8928,Salarycanyon,Education & Training
8929,Narayan Seva Sansthan,Non-Profit
8930,Merlin Group,Real Estate
8931,Azuga Telematics,Software Product
8932,Storia Foods,Beverage
8933,eBay,Internet
8934,GILLANDERS ARBUTHNOT & CO,Financial Services
8935,Dhanush InfoTech,IT Services & Consulting
8936,Tejora,IT Services & Consulting
8937,Asit C Mehta Investment Interrmediates,Investment Banking / Venture Capital / Private Equity
8938,Jindal ITF,Engineering & Construction
8939,MPOnline,IT Services & Consulting
8940,GILLANDERS ARBUTHNOT & CO,Financial Services
8941,GreenPoint Global,IT Services & Consulting
8942,American India Foundation,Non-Profit
8943,InSync Analytics,Analytics & KPO
8944,Groz - Beckert Asia,Fashion & Textile
8945,PCI,Pharma
8946,Balaji Telefilms,Media & Entertainment
8947,Cerium Systems,Semiconductors
8948,Golden Tulip Chandigarh,Hospitality
8949,Sacred Heart School,Education & Training
8950,Government of Kerala,Government
8951,Inspace Technologies,Software Product
8952,Tejora,IT Services & Consulting
8953,Pravin Masalewale,Food Processing
8954,KRIBHCO Fertilizers Limited,Agro Chemicals
8955,McGraw-Hill Education,Printing & Publishing
8956,Jindal ITF,Engineering & Construction
8957,SeedWorks International,Agriculture
8958,E2E Networks,IT Services & Consulting
8959,Kestone Integrated Marketing Services,Marketing & Advertising
8960,Webguru Infosystems,IT Services & Consulting
8961,Amplifon,Medical Equipment
8962,The Art of Living,Non-Profit
8963,Sgt Medical College Hospital Research Institute,Education & Training
8964,Sterling Generators,Industrial Machinery
8965,Precision Seals Manufacturing,Oil & Gas
8966,Mangalore Chemicals & Fertilizers,Agro Chemicals
8967,LARVOL,Pharma
8968,Castex Technologies,Auto Components
8969,Chemspec Chemicals,Chemicals
8970,Alpha Maier,Auto Components
8971,Rakesh Masala,Food Processing
8972,Nestor Pharmaceuticals,Pharma
8973,Indus Projects,Engineering & Construction
8974,Imperial Electric Company,Engineering & Construction
8975,Trn Energy,Power
8976,Ssnr Projects.pvt.ltd,Engineering & Construction
8977,Skypack,Packaging
8978,Virchow Laboratories,Pharma
8979,Formula Group,Management Consulting
8980,Kalinga University,Education & Training
8981,Keya Foods International,Other
8982,The Irish House,Hospitality
8983,Besmak Components,Auto Components
8984,Pharma Companies,Healthcare / Pharma
8985,Contacare Eye Hospital,Healthcare
8986,Jasubhai Engineering Pvt.ltd,Engineering & Construction
8987,Renishaw,Industrial Automation
8988,Insta Exhibition,Design
8989,Bhagwan Mahaveer Cancer Hospital & Research Centre,Healthcare
8990,Volansys Technologies,IT Services & Consulting
8991,Symbiosys Technologies,IT Services & Consulting
8992,Saffron Lifestyle Traders,Fashion & Textile
8993,Phi Seeds,Agriculture
8994,Urbacon Trading & Contracting,Engineering & Construction
8995,Beam Suntory,Food Processing
8996,Cogneesol,Accounting & Auditing
8997,Mallcom,BPO
8998,Bharat Parenterals,Pharma
8999,Jasubhai Engineering Pvt.ltd,Engineering & Construction
9000,Ssnr Projects.pvt.ltd,Engineering & Construction
9001,Pharma Companies,Healthcare / Pharma
9002,D Y Patil Hospital,Healthcare
9003,Dhanush InfoTech,IT Services & Consulting
9004,Cogneesol,Accounting & Auditing
9005,Mallcom,BPO
9006,Asit C Mehta Investment Interrmediates,Investment Banking / Venture Capital / Private Equity
9007,Bhagwan Mahaveer Cancer Hospital & Research Centre,Healthcare
9008,Volansys Technologies,IT Services & Consulting
9009,Symbiosys Technologies,IT Services & Consulting
9010,Saffron Lifestyle Traders,Fashion & Textile
9011,Skypack,Packaging
9012,Virchow Laboratories,Pharma
9013,Urbacon Trading & Contracting,Engineering & Construction
9014,Contacare Eye Hospital,Healthcare
9015,Formula Group,Management Consulting
9016,Phi Seeds,Agriculture
9017,Greendot Health Foods,FMCG
9018,Vasu Healthcare,Healthcare
9019,Shri Lakshmi Cotsyn,Fashion & Textile
9020,FONTY Supply Chain Solutions,Logistics
9021,Signals and Systems,Electronics Manufacturing
9022,Kazstroy Services,Engineering & Construction
9023,St. Paul's School,Education & Training
9024,Nestor Pharmaceuticals,Pharma
9025,Beam Suntory,Food Processing
9026,Besmak Components,Auto Components
9027,Mk Enterprises,Chemicals
9028,RPP Infra Projects,Engineering & Construction
9029,Bothra Group,Logistics
9030,Raaj Khosla & Co.,Financial Services
9031,Alpha Maier,Auto Components
9032,Rakesh Masala,Food Processing
9033,Sandip Foundation,Education & Training
9034,Chemspec Chemicals,Chemicals
9035,Indus Projects,Engineering & Construction
9036,The Irish House,Hospitality
9037,Kalinga University,Education & Training
9038,Keya Foods International,Other
9039,Sekhani Industries,FMCG
9040,Irvine Infocom,IT Services & Consulting
9041,Royal Care Super Speciality Hospital,Healthcare
9042,Father Muller Medical College Hospital,Education & Training
9043,Affordplan,Internet
9044,Zopsmart Technology,Software Product
9045,Transport Solutions India,Automobile
9046,Cenduit India Services,IT Services & Consulting
9047,Alexis Multispeciality Hospital,Healthcare
9048,Cogeme Precision Parts,Industrial Machinery
9049,Primary Health Centre,Healthcare / Pharma
9050,Imperial Electric Company,Engineering & Construction
9051,Ankura Hospital,Healthcare
9052,RICE GROUP,Education & Training
9053,24seven,Retail
9054,Eos,BPO
9055,Saggraha Management Services,Financial Services
9056,Renishaw,Industrial Automation
9057,Insta Exhibition,Design
9058,Pace IIT & Medical,Education & Training
9059,Amplifon,Medical Equipment
9060,RICE GROUP,Education & Training
9061,Ankura Hospital,Healthcare
9062,Affordplan,Internet
9063,Transport Solutions India,Automobile
9064,ORISSA METALIKS,
9065,Ujala Credit Co-Operative Society,Financial Services
9066,Ergos Life Sciences,Pharma
9067,A-Check Global,Consulting
9068,CISB,Law Enforcement & Security
9069,Auraine Botanicals,Beauty & Personal Care
9070,Ondoor Concepts,Internet
9071,LAKME ACADEMY,Beauty & Personal Care
9072,FONTY Supply Chain Solutions,Logistics
9073,Proziod Analytics,IT Services & Consulting
9074,STEM Learning,Education & Training
9075,Ornate TechnoServices,IT Services & Consulting
9076,LA Technologies,IT Services & Consulting
9077,SRM Institute of Science and Technology,Education & Training
9078,Fasal,Internet
9079,Inlead Electronics,Consumer Electronics & Appliances
9080,GRAVEIENS EDUSERVICES,Education & Training
9081,Globsyn-3rdLife,IT Services & Consulting
9082,DUNZO DIGITAL,Logistics
9083,Vipul,Real Estate
9084,Sharayu Toyota,Automobile
9085,Naresh i Technologies,IT Services & Consulting
9086,SIP Academy,Education & Training
9087,STARTEK Aegis Customer Support Services,
9088,SKY LAB INFOTECH,
9089,Sharayu Toyota,Automobile
9090,Naresh i Technologies,IT Services & Consulting
9091,"TVS Sreechakra LTD ,Tvs Tyres",Auto Components
9092,Omnicom Media Group,Marketing & Advertising
9093,Europ Assistance India,Insurance
9094,Roadmap IT Solutions,IT Services & Consulting
9095,Qualitas Global QA Labs,IT Services & Consulting
9096,Harrisons Malayalam,Petrochemicals
9097,Virtuoso Projects & Engineers,Industrial Automation
9098,Eidiko Systems Integrators,IT Services & Consulting
9099,Mcnally Sayaji Engineering,Industrial Machinery
9100,Ranosys Technologies,IT Services & Consulting
9101,K7 Computing,IT Services & Consulting
9102,Indian Potash,Agro Chemicals
9103,Kotak Education Foundation,Non-Profit
9104,Quaere e-Technologies,IT Services & Consulting
9105,Digital Aptech,IT Services & Consulting
9106,Geometric,Software Product
9107,Sarvatra Technologies,FinTech
9108,Funfirst Global Skillers,EdTech
9109,NMC Healthcare,Healthcare
9110,Kaivalya Education Foundation,Education & Training
9111,Morpheus Human Consulting,Recruitment
9112,Customer Analytics,Analytics & KPO
9113,ARCOP Associates,Architecture & Interior Design
9114,Nextra Teleservices,Telecom
9115,Gopalan Enterprises,Real Estate
9116,RBS Group,Banking
9117,Svasti Microfinance,Financial Services
9118,Freight Systems,Ports & Shipping
9119,MES,Defence & Aerospace
9120,Usg Boral Building Products,Building Material
9121,Reliance Lifestyle Holdings,Retail
9122,Grace Toyota,Automobile
9123,Edify School,Education & Training
9124,Century Real Estate,Real Estate
9125,IonIdea Interactive,IT Services & Consulting
9126,Allied Jb Friction,
9127,Yamaha Music India,Media & Entertainment
9128,R K Marbles,Metals & Mining
9129,Sunrise Hospital,Healthcare
9130,Al Ansari Trading Enterprise LLC,Engineering & Construction
9131,Sagar Ratna Restaurant,Hospitality
9132,Sanathan Textiles,Fashion & Textile
9133,Khosla Profil,Fashion & Textile
9134,Shree Balaji Group,Real Estate
9135,Utkal Automobiles,Automobile
9136,The Beer Cafe,Beverage
9137,Creative Textile Mill,Fashion & Textile
9138,Etech,BPO
9139,Risk Management Solutions,IT Services & Consulting
9140,IMS Learning Resources,Education & Training
9141,Pride Technologies,Recruitment
9142,HERO ECOTECH,Automobile
9143,SunSource Energy,Power
9144,Ardom Telecom,Facility Management Services
9145,Orbit Technologies,Industrial Machinery
9146,Mothercare,Retail
9147,Sidel,Industrial Machinery
9148,Reinforced Earth,Engineering & Construction
9149,codeMantra,IT Services & Consulting
9150,Aryan Imaging & Business Consultants,IT Services & Consulting
9151,Thinq Pharma Cro,Pharma
9152,Flytxt Mobile Solutions,IT Services & Consulting
9153,Bharti Hospital,Healthcare
9154,Target Publications,Printing & Publishing
9155,Vasant Masala,Retail
9156,Kyb Conmat,Industrial Machinery
9157,WWF-India,Non-Profit
9158,Indo European Educational Services,Education & Training
9159,Nxtgen Datacenter Cloud Technologies,IT Services & Consulting
9160,Bader Al Mulla Brothers W L L,Engineering & Construction
9161,Guru Nanak Public School,Education & Training
9162,Adhikar Microfinance,Financial Services
9163,Lubi Electronics,Electronics Manufacturing
9164,Seva Automotive,Automobile
9165,Suryalakshmi Cotton Mills,Fashion & Textile
9166,Disposafe Health And Life Care,Medical Equipment
9167,"Altruista Health, Inc",IT Services & Consulting
9168,Computer Junction,IT Services & Consulting
9169,Dedicated Freight Corridor Corporation Of India,Government
9170,Panasonic Energy India Co,Auto Components
9171,Tata Steel Mining,Metals & Mining
9172,Azadea Group,Retail
9173,Seven Seas Hotel,Hospitality
9174,AMBITION JOB,Recruitment
9175,VKALP Outsourcing Services,BPO
9176,Velammal Medical College Hospital & Research Institute,Healthcare
9177,Infocus Technologies,IT Services & Consulting
9178,Sikkim Manipal University,Education & Training
9179,Johari Digital Healthcare,Healthcare
9180,Secure Network Solutions,IT Services & Consulting
9181,Sun Pharma Advanced Research Company,Pharma
9182,Qatar Petrochemical Company,Petrochemicals
9183,Krishna Institute of Engineering & Technology,Education & Training
9184,Ashtech INDIA,Building Material
9185,FortPoint Automotive,Automobile
9186,AFour Technologies,IT Services & Consulting
9187,KESORAM CEMENT,Building Material
9188,Harsha Abakus Solar,Power
9189,Potomac Technologies,Financial Services
9190,Swarna Pragati Housing Microfinance,Financial Services
9191,Post Graduate Institute of Medical Education and Research,Healthcare / Pharma
9192,Malpani Group,Power
9193,Deen Dayal Upadhyay Hospital,Healthcare
9194,Career Mantra,Internet
9195,Ray International Llc Oman,Oil & Gas
9196,Onegene,Auto Components
9197,ACS Technologies,IT Services & Consulting
9198,East West Seeds,FMCG
9199,National Environmental Engineering Research Institute,Clinical Research
9200,Lanco Solar Energy,Power
9201,BIL Infratech,Engineering & Construction
9202,Paayas Milk Producer Company,FMCG
9203,SUDlife,Insurance
9204,Export Trading group,Food Processing
9205,Wade Adams Contracting,Engineering & Construction
9206,Vibatel Solutions,BPO
9207,Sujan Cooper Standard Antivibration Systems,Automobile
9208,AstraGen,EdTech
9209,Rij Engineering,Auto Components
9210,Ptc Industries,Iron & Steel
9211,Uber eats,Internet
9212,Stemrobo Technologies,IT Services & Consulting
9213,31 Parallel,BPO
9214,MQSYS Technologies,IT Services & Consulting
9215,HES Infra,Engineering & Construction
9216,Lyrus Life Science,Pharma
9217,Dr. Mehta's Hospitals,Healthcare
9218,Saahaj Milk Producer Company,Food Processing
9219,Zydus Takeda Healthcare,Pharma
9220,Eicher,Automobile
9221,Dlf Home Developers,Real Estate
9222,Classic Marble Company,Building Material
9223,Any wear,Fashion & Textile
9224,Ktl,Fashion & Textile
9225,Amoda Group of Industries,Metals & Mining
9226,YES SECURITIES,Investment Banking / Venture Capital / Private Equity
9227,Kifs Housing Finance,Financial Services
9228,Dhanuka Laboratories,Pharma
9229,Neotia Getwel Healthcare Centre,Healthcare
9230,Valeo Lightning Systems India,
9231,Ardem Data Services,
9232,TechStar Group,IT Services & Consulting
9233,Aegis ITPL,
9234,6Sense,Software Product
9235,Orthosquare Dental Clinic,
9236,Chubb Group,Insurance
9237,MeeSeva Center,
9238,KreditBee,Internet
9239,Chubb Group,Insurance
9240,MeeSeva Center,
9241,Orthosquare Dental Clinic,
9242,UnlistedGuru,Financial Services
9243,kipi.bi,IT Services & Consulting
9244,PaywithRING,FinTech
9245,Mark's,Telecom
9246,MSG Global Solutions,IT Services & Consulting
9247,JK Organisation,Auto Components
9248,The Walt Disney Company,Media & Entertainment
9249,Atom Technologies,FinTech
9250,Crisp System,Software Product
9251,Envision Enterprise Solutions,IT Services & Consulting
9252,Vector India,Auto Components
9253,Prasar Bharati,Broadcasting
9254,Minilec,Electrical Equipment
9255,Liberty Oil Mills,Import & Export
9256,ITM,Education & Training
9257,Government of Haryana,Government
9258,Dhruv Globals,Fashion & Textile
9259,Amol Pharmaceuticals,Pharma
9260,GSECL,Government
9261,SembCorp,Power
9262,Optimus Information,IT Services & Consulting
9263,Sterling Infosystems,IT Services & Consulting
9264,Lakshmi Ring Travellers,Industrial Machinery
9265,Global Shiksha,EdTech
9266,Triton Valves,Auto Components
9267,Relevance Lab,IT Services & Consulting
9268,National Institute of Pharmaceutical Education and Research,Pharma
9269,Goyal & Co.,Engineering & Construction
9270,The Jain International School,Education & Training
9271,Saudi Airlines Catering,Aviation
9272,Great White Global,Electrical Equipment
9273,Damro Furniture,Furniture & Furnishing
9274,Hand In Hand,Non-Profit
9275,LeewayHertz Technologies,IT Services & Consulting
9276,Conceptia Software Technologies,Defence & Aerospace
9277,Kiit World School,Education & Training
9278,STP,Auto Components
9279,Bharat Hotels,Hospitality
9280,Bangalore Metro Rail Corporation,Urban Transport
9281,JBJ TECHNOLOGIES,Industrial Machinery
9282,Hyoseong Electric,Auto Components
9283,Kalburgi Cement,Building Material
9284,Laxmi Enterprises,Packaging
9285,Emitec Emission Control Technologies,Automobile
9286,Nutricia,Fitness & Wellness
9287,"Fairfield Marriott , Bangalore",Hospitality
9288,Matrix Media Solutions,IT Services & Consulting
9289,Shree Maruti Courier Service,Logistics
9290,Innovative Logistics,Logistics
9291,Anabond,Chemicals
9292,Stonex,Internet
9293,Sartorius Stedim India,Biotechnology
9294,Sequretek It Solutions,IT Services & Consulting
9295,Sky Automobiles,Automobile
9296,Tci Freight,Logistics
9297,ACPL Systems,Law Enforcement & Security
9298,Biorad Medisys,Healthcare
9299,Lindstrom Services,Fashion & Textile
9300,Bhagwan Mahaveer Jain Hospital,Healthcare
9301,Aditya Enterprises,Logistics
9302,KEO International Consultants,Engineering & Construction
9303,The Jain International School,Education & Training
9304,Saudi Airlines Catering,Aviation
9305,National Institute of Pharmaceutical Education and Research,Pharma
9306,Goyal & Co.,Engineering & Construction
9307,Mani Group,Real Estate
9308,Kalburgi Cement,Building Material
9309,Tci Freight,Logistics
9310,Sartorius Stedim India,Biotechnology
9311,Sequretek It Solutions,IT Services & Consulting
9312,Amphenol Omniconnect - India,Electronics Manufacturing
9313,Teemage Precast In,Engineering & Construction
9314,Inamdar Multispeciality Hospital,Healthcare
9315,Al Mulla Group,Non-Profit
9316,Creditas Solutions,FinTech
9317,Accutech Power Solutions,Consumer Electronics & Appliances
9318,ACPL Systems,Law Enforcement & Security
9319,Atom Technologies,FinTech
9320,Rana Sugars,Food Processing
9321,Lakshmi Ring Travellers,Industrial Machinery
9322,Stonex,Internet
9323,Laxmi Enterprises,Packaging
9324,Applied Solar Technologies India,Internet
9325,SembCorp,Power
9326,Getronics,IT Services & Consulting
9327,Delhi Development Authority,Engineering & Construction
9328,Crisp System,Software Product
9329,Continental Tyres,Auto Components
9330,Seneca Global IT Services,IT Services & Consulting
9331,Open Access Technology India,IT Services & Consulting
9332,Great White Global,Electrical Equipment
9333,Damro Furniture,Furniture & Furnishing
9334,Shree Maruti Courier Service,Logistics
9335,"Fairfield Marriott , Bangalore",Hospitality
9336,Conceptia Software Technologies,Defence & Aerospace
9337,Hand In Hand,Non-Profit
9338,LeewayHertz Technologies,IT Services & Consulting
9339,STP,Auto Components
9340,Bharat Hotels,Hospitality
9341,Bangalore Metro Rail Corporation,Urban Transport
9342,JBJ TECHNOLOGIES,Industrial Machinery
9343,Anabond,Chemicals
9344,Emitec Emission Control Technologies,Automobile
9345,Innovative Logistics,Logistics
9346,Nutricia,Fitness & Wellness
9347,Hyoseong Electric,Auto Components
9348,Samrin Services,Other
9349,Namaste Credit,FinTech
9350,Muthoot Mercantile,
9351,BACS HITECH ENGINEERING,Engineering & Construction
9352,UPL-2,Agro Chemicals
9353,Rama group,Real Estate
9354,Vistra Corporate Services,Power
9355,Sky Automobiles,Automobile
9356,Matrix Media Solutions,IT Services & Consulting
9357,Prayosha Food Services,Internet
9358,Ruparel Realty,Real Estate
9359,Heureux Software Solutions,IT Services & Consulting
9360,Prayosha Food Services,Internet
9361,Centrient Pharmaceuticals,Pharma
9362,Getronics,IT Services & Consulting
9363,Rana Sugars,Food Processing
9364,Accutech Power Solutions,Consumer Electronics & Appliances
9365,Creditas Solutions,FinTech
9366,Ruparel Realty,Real Estate
9367,Edocs Solutions,IT Services & Consulting
9368,UPL-2,Agro Chemicals
9369,Tata Tele Business Services,Telecom
9370,BACS HITECH ENGINEERING,Engineering & Construction
9371,Ready Roti,Food Processing
9372,CLEARSYNTH,Biotechnology
9373,International Centre for Automotive Technology,Auto Components
9374,Advics North India,
9375,Cogito Tech,IT Services & Consulting
9376,Energie Fitness,Fitness & Wellness
9377,CONFIANCE BIZSOL,Analytics & KPO
9378,Syniti,IT Services & Consulting
9379,JUNIPER GREEN ENERGY,Power
9380,Mentor Graphics,Software Product
9381,Andhra Paper,Pulp & Paper
9382,Yamaha Motors Solutions,IT Services & Consulting
9383,Ashima Group,Fashion & Textile
9384,Gramophone,Agriculture
9385,InstaReM,Financial Services
9386,Vardhman Special Steels,Iron & Steel
9387,Ice Mortgage Technology,Financial Services
9388,Udaan Express,
9389,Udaan Express,
9390,InstaReM,Financial Services
9391,Hetro Pharma,Healthcare / Pharma
9392,Colan Infotech,IT Services & Consulting
9393,Continental Carbon India,Chemicals
9394,Crestech Software,IT Services & Consulting
9395,Tenova,Metals & Mining
9396,Trace VFX,Media & Entertainment
9397,Sheth Developers,Real Estate
9398,Pacifica Companies,Real Estate
9399,Caparo Group,Oil & Gas
9400,VST Motors,Automobile
9401,Pune Institute of Business Management,Education & Training
9402,KPTCL,Power
9403,Cians Analytics,Analytics & KPO
9404,ImpactQA,IT Services & Consulting
9405,Arihant Superstructures,Real Estate
9406,Tulip Telecom,Telecom
9407,Uniworld Logistics,Logistics
9408,Computer Generated Solutions,IT Services & Consulting
9409,Hotel The Royal Plaza,Hospitality
9410,3DPLM Software Solutions,Software Product
9411,Camlin Fine Sciences,Chemicals
9412,Public School,Education & Training
9413,Strand Life Sciences,Biotechnology
9414,Ascentrik Research Services,IT Services & Consulting
9415,Zensoft Services,IT Services & Consulting
9416,Model N,IT Services & Consulting
9417,Mizuho Bank,Banking
9418,Sparkline Equipments,Industrial Machinery
9419,PPS International,Industrial Machinery
9420,Mystifly Consulting,Internet
9421,Sparkline Equipments,Industrial Machinery
9422,AREVA T&D,Semiconductors
9423,Shyam Ferro Alloys,Iron & Steel
9424,Inthree Access,Internet
9425,TII India,Industrial Machinery
9426,Ezetap Mobile Solutions,FinTech
9427,NIFA Infocomp Services,Education & Training
9428,Gulf Catering Company,Food Processing
9429,Consultancy Services,Recruitment
9430,Pigeon India,Consumer Electronics & Appliances
9431,Acg Inspection Systems,Pharma
9432,Go Go International,Fashion & Textile
9433,Skylark Group,Food Processing
9434,Dtss,Facility Management Services
9435,Bse Institute,Education & Training
9436,Gits Food Products,FMCG
9437,Nunhems India,Analytics & KPO
9438,Qapitol Qa,IT Services & Consulting
9439,One Auto,Automobile
9440,Sunrise Biztech Systems,IT Services & Consulting
9441,Arjohuntleigh Healthcare,Medical Equipment
9442,Kohinoor Technical Institute,Education & Training
9443,Gp Petroleums,Chemicals / Agri Inputs
9444,Chelsea Mills LLP,Import & Export
9445,Bhagyalaxmi Rolling mill,Iron & Steel
9446,Degania Medical Devices,Medical Equipment
9447,Al Muzain,Oil & Gas
9448,CC India,Architecture & Interior Design
9449,Camlin Fine Sciences,Chemicals
9450,Colan Infotech,IT Services & Consulting
9451,Pacifica Companies,Real Estate
9452,Avantel,Hardware & Networking
9453,KPTCL,Power
9454,ImpactQA,IT Services & Consulting
9455,Caparo Group,Oil & Gas
9456,VST Motors,Automobile
9457,Nippon Data Systems,IT Services & Consulting
9458,Rockland Hospital,Healthcare
9459,Trace VFX,Media & Entertainment
9460,Sheth Developers,Real Estate
9461,Hero Corporate Services,Management Consulting
9462,Universal Cables,Building Material
9463,GMC Nagpur,Education & Training
9464,Yuva Parivartan,Non-Profit
9465,Oxford Public School,Education & Training
9466,XL India Business Services,Financial Services
9467,World Health Partners,Non-Profit
9468,Plan International,Non-Profit
