ceo,country,founded,industry,link,name,rank,revenue
Gang Pan,China,1993,"['Consumer Defensive', 'Dairy Products', 'Beverages', 'Non-Alcoholic Beverages', 'FMCG', 'Package Foods', 'Food Products']",https://www.value.today/company/inner-mongolia-yili-industrial-group,INNER MONGOLIA YILI INDUSTRIAL GROUP,507,"16,094 Million USD"
Gao Guofu,China,1993,"['Financial Services', 'Banking Services']",https://www.value.today/company/shanghai-pudong-development-bank,SHANGHAI PUDONG DEVELOPMENT BANK,509,"28,038 Million USD"
Russell Girling,Canada,2018,"['Basic Materials', 'Chemicals', 'Fertilizers', 'Agriculture Related']",https://www.value.today/company/nutrien,NUTRIEN,514,"27,712 Million USD"
David R. Brennan,USA,1992,"['Healthcare', 'Biotechnology', 'Pharmaceutical', 'HealthCare Products', 'Technology']",https://www.value.today/company/alexion-pharmaceuticals,ALEXION PHARMACEUTICALS,523,"4,990 Million USD"
Ryuichi Isaka,Japan,2005,"['Consumer Defensive', 'Retail', 'Super Markets', 'Convenience Stores']",https://www.value.today/company/seven-i-holdings,SEVEN & I HOLDINGS,520,"63,847 Million USD"
John Cassaday,Canada,1887,"['Financial Services', 'Insurance', 'Asset Management']",https://www.value.today/company/manulife-financial-corporation,MANULIFE FINANCIAL CORPORATION,517,"44,676 Million USD"
Peter Vanacker,Finland,2005,"['Energy', 'Oil and Gas', 'Oil Refining', 'Trading']",https://www.value.today/company/neste-oyj-0,NESTE OYJ,519,"16,693 Million USD"
Richard Kinder,USA,1997,"['Energy', 'Oil and Gas', 'Infrastructure', 'Gas Utilities', 'Utilities']",https://www.value.today/company/kinder-morgan,KINDER MORGAN,518,"16,610 Million USD"
Wang Shi,China,1984,"['Real Estate', 'Construction']",https://www.value.today/company/china-vanke,CHINA VANKE,515,"65,892 Million USD"
Tatsuo Yasunaga,Japan,1947,"['Conglomerate', 'Energy', 'Metals', 'Food Products', 'Iron and Steel', 'Chemicals', 'Infrastructure', 'Software and IT', 'Imports / Exports Services', 'Trading', 'Oil and Gas']",https://www.value.today/company/mitsui,MITSUI & CO.,521,"85,795 Million USD"
Juan Ricardo Luciano,USA,1902,"['Consumer Defensive', 'Food Products', 'Commodities Trading', 'Trading', 'FMCG', 'Agriculture Products', 'Consumer Non Durables', 'Food and Beverage', 'Farming / Seeds / Milling']",https://www.value.today/company/archer-daniels-midland-company,ARCHER-DANIELS-MIDLAND COMPANY,522,"85,249 Million USD"
Low Choon Seng,Singapore,1932,"['Financial Services', 'Banking Services', 'Asset Management', 'Wealth Management']",https://www.value.today/company/oversea-chinese-banking-corporation,OVERSEA-CHINESE BANKING CORPORATION,516,"7,595 Million USD"
Lian Dong Zhang,China,2002,"['Consumer Defensive', 'Beverages', 'Alcoholic Beverages']",https://www.value.today/company/jiangsu-yanghe-brewery-joint-stock,JIANGSU YANGHE BREWERY JOINT-STOCK,525,"3,689 Million USD"
David S. Congdon,USA,1934,"['Industries', 'Transportation', 'Freight Transport']",https://www.value.today/company/old-dominion-freight-line,OLD DOMINION FREIGHT LINE,533,"5,256 Million USD"
Roberto Egydio Setubal,Brazil,2008,"['Financial Services', 'Banking Services']",https://www.value.today/company/itau-unibanco-holding,ITAU UNIBANCO HOLDING,524,"23,879 Million USD"
Pierre-Andre de Chalendar,France,1665,"['Ceramic Products', 'Glass Products', 'Building Products and Equipment']",https://www.value.today/company/compagnie-de-saint-gobain,COMPAGNIE DE SAINT-GOBAIN,530,"48,664 Million USD"
Joachim Kreuzburg,Germany,1870,"['Healthcare', 'Biopharmaceutical', 'Biotechnology', 'Technology', 'HealthCare Products', 'Medical Equipment']",https://www.value.today/company/sartorius-stedim-biotech,SARTORIUS STEDIM BIOTECH,528,"3,180 Million USD"
Kong Qingwei,China,1991,"['Financial Services', 'Insurance']",https://www.value.today/company/china-pacific-insurance-group-cpic,CHINA PACIFIC INSURANCE GROUP (CPIC),529,"68,415 Million USD"
Geoff Drabble,UK,1953,"['Industries', 'Home Improvement', 'Building Products and Equipment', 'Construction Materials']",https://www.value.today/company/ferguson,FERGUSON,532,"22,792 Million USD"
Michael Wilson,Canada,1917,"['Energy', 'Oil and Gas', 'Oil Refining', 'Electricity Generation', 'Power Generation', 'Retail', 'Petrochemicals', 'Lubricants', 'Oil Refining', 'Energy', 'Chemicals']",https://www.value.today/company/suncor-energy,SUNCOR ENERGY,527,"31,259 Million USD"
Paul Hermelin,France,1967,"['Technology', 'Software and IT', 'Software Consulting Services', 'Software Outsourcing Services', 'Software Products', 'Consulting Services', 'Outsourcing and Staffing']",https://www.value.today/company/capgemini-se,CAPGEMINI SE,526,"20,012 Million USD"
Joerg Wolle,Switzerland,1890,"['Industries', 'Freight Transport', 'Transportation', 'Logistics', 'Shipping']",https://www.value.today/company/kuehne-nagel-international-ag,KUEHNE + NAGEL INTERNATIONAL AG,531,"34,867 Million USD"
Sanjiv Bajaj,India,2007,"['Financial Services', 'Asset Management', 'Wealth Management', 'Insurance']",https://www.value.today/company/bajaj-finserv,BAJAJ FINSERV,541,"8,447 Million USD"
Koenraad Debackere,Belgium,1935,"['Financial Services', 'Banking Services']",https://www.value.today/company/kbc-group-nv-0,KBC GROUP NV,538,0 Million USD
Kenneth J. Bacon,USA,1970,"['Real Estate', 'Property Investments', 'Investments', 'Hospitals', 'Consumer Services']",https://www.value.today/company/welltower,WELLTOWER,534,"4,742 Million USD"
John H. Hammergren,USA,1833,"['Healthcare', 'Pharmacy', 'Healthcare Service', 'Retail', 'Pharmaceutical', 'HealthCare Products']",https://www.value.today/company/mckesson-corporation,MCKESSON CORPORATION,535,"263,970 Million USD"
Not found,China,2007,"['Technology', 'Semiconductors', 'Electronics']",https://www.value.today/company/will-semiconductor,WILL SEMICONDUCTOR,536,"3,508 Million USD"
Jeff Green,USA,2009,"['Technology', 'Software and IT', 'Advertising', 'Software Products', 'Artificial Intelligence']",https://www.value.today/company/trade-desk,THE TRADE DESK,539,"1,196 Million USD"
Not found,China,Not found,"['Industries', 'Railway', 'Railway Operating Company']",https://www.value.today/company/beijing-shanghai-high-speed-railway-co.ltd.,"BEIJING-SHANGHAI HIGH-SPEED RAILWAY CO.,LTD.",540,"4,264 Million USD"
Chen Hong,China,1995,"['Consumer Cyclical', 'Automobile', 'Cars', 'Commercial Vehicles', 'Passenger Vehicles']",https://www.value.today/company/saic-motor-corporation,SAIC MOTOR CORPORATION,543,"113,160 Million USD"
Blake Moret,USA,1903,"['Industries', 'Engineering Products', 'Engineering Services', 'Industrial Automation', 'Network Hardware and Software', 'Networking Products / Solutions', 'Sensors', 'Electronics', 'Machinery Manufacturing', 'Capital Goods', 'Software and IT', 'Automation', 'Manufacturing', 'Industry Machinery']",https://www.value.today/company/rockwell-automation,ROCKWELL AUTOMATION,537,"6,997 Million USD"
Jeffrey Stoops,USA,1989,"['Real Estate', 'Cell Towers Infrastructure', 'Infrastructure', 'Telecom', 'Real Estate', 'Consumer Services', 'Property Investments']",https://www.value.today/company/sba-communications-corporation,SBA COMMUNICATIONS CORPORATION,542,"2,308 Million USD"
Gao Yingxin,Hong Kong,2001,"['Financial Services', 'Banking Services']",https://www.value.today/company/boc-hong-kong,BOC HONG KONG,544,"8,291 Million USD"
Dong Mingzhu,China,1989,"['Technology', 'Electrical Products', 'Electronics', 'Air Conditioners', 'Home Appliances', 'Refrigerators', 'Mobiles', 'Mobiles & Accessories', 'Electronics', 'Consumer Electronics']",https://www.value.today/company/gree-electric-appliances,GREE ELECTRIC APPLIANCES,552,"27,599 Million USD"
Su Hua,China,2011,"['Social Media', 'Technology', 'Internet or Mobile App Based Business', 'Broadcasting']",https://www.value.today/company/kuaishou,KUAISHOU TECHNOLOCY,546,"11,799 Million USD"
Thomas Leysen,Netherlands,1902,"['Basic Materials', 'Chemicals', 'Automobile', 'Automobile Parts', 'Conglomerate', 'Construction Materials', 'Electronics', 'Electrical Products', 'Beverages', 'Non-Alcoholic Beverages', 'Personal Care Products', 'Medical Equipment', 'Food Products', 'HealthCare Products', 'FMCG']",https://www.value.today/company/dsm,DSM,553,"9,201 Million USD"
Lawrence F. Probst III,USA,1982,"['Communication Services', 'Video Games / Mobile Games / Tech Games / Casino Games', 'Gaming', 'Electronics', 'Entertainment', 'Software and IT', 'Software Products', 'Technology Hardware and Instruments', 'Technology']",https://www.value.today/company/electronic-arts,ELECTRONIC ARTS,550,"6,991 Million USD"
Wei Qi Lin,China,1999,"['Healthcare', 'Pharmaceutical', 'HealthCare Products']",https://www.value.today/company/zhangzhou-pientzehuang-pharmaceutical.-ltd,ZHANGZHOU PIENTZEHUANG PHARMACEUTICAL. LTD,549,"1,167 Million USD"
Not found,China,1994,"['Consumer Cyclical', 'Sports Goods', 'Footwear', 'Consumer Goods', 'Leisure']",https://www.value.today/company/anta-sports-products,ANTA SPORTS PRODUCTS,548,"7,749 Million USD"
Borje Ekholm,Sweden,1876,"['Technology', 'Technology Hardware and Instruments', 'Networking Products / Solutions', 'Network Hardware and Software', 'Security Systems and Solutions', 'Cloud Services', 'Internet of Things', 'Mobiles', 'Software and IT', 'Mobiles & Accessories', 'Communications Equipment']",https://www.value.today/company/ericsson,ERICSSON,547,"24,393 Million USD"
Alison Rose,UK,1968,"['Banking Services', 'Insurance', 'Financial Services']",https://www.value.today/company/natwest-group,NATWEST GROUP,545,0 Million USD
Bob Frenzel,USA,1999,"['Utilities', 'Electric Utilities', 'Gas Utilities', 'Power Generation', 'Electricity Generation', 'Energy']",https://www.value.today/company/xcel-energy,XCEL ENERGY,551,"13,431 Million USD"
Irene Lee,Hong Kong,1933,"['Financial Services', 'Banking Services']",https://www.value.today/company/hang-seng-bank,HANG SENG BANK,555,"6,297 Million USD"
Not found,USA,Not found,"['Media', 'Internet or Mobile App Based Business', 'Analytics', 'Technology']",https://www.value.today/company/bloomberg-lp,BLOOMBERG LP,554,"10,000 Million USD"
Thomas G. Maheras,USA,1985,"['Financial Services', 'Credit Cards']",https://www.value.today/company/discover-financial-services,DISCOVER FINANCIAL SERVICES,558,"12,087 Million USD"
Antti Herlin,Finland,1910,"['Industries', 'Escalators', 'Elevators', 'Engineering Products', 'Building Automation', 'Machinery Manufacturing', 'Industry Machinery']",https://www.value.today/company/kone-oyj,KONE OYJ,560,"11,586 Million USD"
Ronald Logue,USA,1792,"['Financial Services', 'Banking Services', 'Trading', 'Securities', 'Asset Management']",https://www.value.today/company/state-street-corporation,STATE STREET CORPORATION,554,"10,950 Million USD"
Brendan Horgan,UK,1947,"['Industries', 'Construction Equipment', 'Rent / Lease Services']",https://www.value.today/company/ashtead-group,ASHTEAD GROUP,561,"7,962 Million USD"
Jean-Bernard Levy,France,1946,"['Utilities', 'Energy', 'Electricity Generation', 'Power Generation', 'Nuclear Power', 'Renewable Energy', 'Solar Power', 'Wind Power', 'Hydro-Electric Power', 'Electric Utilities']",https://www.value.today/company/edf-electricite-de-france,EDF (ELECTRICITE DE FRANCE),557,"93,076 Million USD"
Not found,Germany,2016,"['Utilities', 'Electricity Generation', 'Electric Utilities', 'Energy', 'Power Generation']",https://www.value.today/company/innogy-se,INNOGY SE,556,"41,374 Million USD"
Gunnar Bjorklund,USA,1982,"['Consumer Cyclical', 'Retail', 'Consumer Services', 'Apparels and Accessories']",https://www.value.today/company/ross-stores,ROSS STORES,556,"18,916 Million USD"
Jun Qi Li,China,2015,"['Technology', 'Electronics', 'Processors / Chips', 'Technology Hardware and Instruments', 'Communications Equipment']",https://www.value.today/company/foxconn-industrial-internet,FOXCONN INDUSTRIAL INTERNET,559,"69,054 Million USD"
Olaug Svarva,Norway,1822,"['Financial Services', 'Banking Services']",https://www.value.today/company/dnb-asa-0,DNB ASA,563,0 Million USD
Masatsugu Nagato,Japan,2006,"['Financial Services', 'Banking Services']",https://www.value.today/company/japan-post-bank,JAPAN POST BANK,566,"12,895 Million USD"
Jan Craps,Hong Kong,1888,"['Consumer Defensive', 'Beverages', 'Alcoholic Beverages', 'FMCG', 'Beer']",https://www.value.today/company/budweiser-brewing-company-apac,BUDWEISER BREWING COMPANY APAC,568,"6,788 Million USD"
Shui Qing Lin,China,2000,"['Basic Materials', 'Mining', 'Metals', 'Gold Mining', 'Copper Mining', 'Precious Metals']",https://www.value.today/company/zijin-mining-group-company,ZIJIN MINING GROUP COMPANY,562,"35,364 Million USD"
W. Nicholas Howley,USA,1993,"['Industries', 'Aircraft Parts', 'Aerospace Products', 'Electronics', 'Lighting Products', 'Audio & Video Systems', 'Capital Goods', 'Aerospace and Defense', 'Space Products']",https://www.value.today/company/transdigm-group,TRANSDIGM GROUP,571,"4,798 Million USD"
abhinav chatterjee,USA,1958,"['Basic Materials', 'Chemicals', 'FMCG', 'Personal Care Products', 'Cosmetics', 'Flavors and Fragrances']",https://www.value.today/company/international-flavors-fragrances,INTERNATIONAL FLAVORS & FRAGRANCES,570,"11,656 Million USD"
Kim Beom-su,South Korea,1995,"['Communication Services', 'Software and IT', 'Internet or Mobile App Based Business', 'Technology', 'Software Products']",https://www.value.today/company/kakao,KAKAO,569,"5,032 Million USD"
Jean-Pierre Clamadieu,France,2008,"['Utilities', 'Electricity Generation', 'Electric Utilities', 'Natural Gas Generation', 'Gas Utilities', 'Power Generation', 'Energy', 'Hydro-Electric Power', 'Nuclear Power', 'Wind Power', 'Petroleum']",https://www.value.today/company/engie,ENGIE,567,"63,768 Million USD"
Jay Chaudhry,USA,2007,"['Technology', 'Software and IT', 'Cloud Services', 'Software Products', 'Software and IT Infrastructure']",https://www.value.today/company/zscaler,ZSCALER,564,673 Million USD
James H. Herbert,USA,1985,"['Financial Services', 'Banking Services', 'Wealth Management', 'Asset Management']",https://www.value.today/company/first-republic-bank,FIRST REPUBLIC BANK,565,"4,960 Million USD"
Thomas J. Wilson,USA,1931,"['Financial Services', 'Insurance', 'Financial Services']",https://www.value.today/company/allstate-corporation,ALLSTATE CORPORATION,573,"50,588 Million USD"
Anil Manibhai Naik,India,1938,"['Industries', 'Real Estate', 'Infrastructure', 'Engineering Products', 'Engineering Services', 'Construction', 'Construction Equipment', 'Construction']",https://www.value.today/company/larsen-toubro,LARSEN & TOUBRO,578,"19,486 Million USD"
Judy Marks,USA,1853,"['Industries', 'Heavy Machinery', 'Industry Machinery', 'Building Products and Equipment']",https://www.value.today/company/otis-worldwide-corporation,OTIS WORLDWIDE CORPORATION,572,"14,298 Million USD"
Yasutake Tango,Japan,1999,"['Consumer Defensive', 'Cigarettes', 'Tobacco Products', 'FMCG', 'Tobacco and Cigarette', 'Pharmaceutical', 'Food Products']",https://www.value.today/company/japan-tobacco,JAPAN TOBACCO,579,"19,064 Million USD"
Not found,Canada,1995,"['Technology', 'Software and IT', 'Software Products']",https://www.value.today/company/constellation-software,CONSTELLATION SOFTWARE,575,"5,106 Million USD"
Carsten Knobel,Germany,1876,"['Consumer Defensive', 'Chemicals', 'Beauty and Personal Care', 'Personal Care Products', 'Home Cleaning Accessories', 'Adhesives', 'FMCG', 'Consumer Non Durables', 'Consumer Goods']",https://www.value.today/company/henkel-ag,HENKEL AG,577,"22,113 Million USD"
Pietro Carlo Padoan,Italy,1998,"['Financial Services', 'Banking Services', 'Insurance']",https://www.value.today/company/unicredit,UNICREDIT,580,"18,591 Million USD"
Greg C. Garland,USA,2012,"['Energy', 'Oil and Gas', 'Petroleum', 'Petrochemicals', 'Natural Gas Generation', 'Lubricants', 'Aviation Fuels', 'Oil Refining', 'Chemicals', 'Fuels']",https://www.value.today/company/phillips-66,PHILLIPS 66,576,"111,480 Million USD"
Sanjiv Puri,India,1910,"['Consumer Defensive', 'Tobacco Products', 'Cigarettes', 'Hotels', 'Food Products', 'Agriculture Products', 'FMCG', 'Tobacco and Cigarette']",https://www.value.today/company/itc,ITC,574,"7,520 Million USD"
James Cracchiolo,USA,1894,"['Financial Services', 'Insurance', 'Investments', 'Asset Management']",https://www.value.today/company/ameriprise-financial,AMERIPRISE FINANCIAL,581,"13,443 Million USD"
Johan Molin,Sweden,1862,"['Industries', 'Engineering Products', 'Machinery Manufacturing', 'Metal Products Manufacturing', 'Technology', 'Manufacturing', 'Industry Machinery']",https://www.value.today/company/sandvik-ab,SANDVIK AB,588,"10,406 Million USD"
John Riccitiello,USA,2004,"['Technology', 'Software and IT', 'Video Games / Mobile Games / Tech Games / Casino Games']",https://www.value.today/company/unity-software-inc.,UNITY SOFTWARE INC.,589,"1,110 Million USD"
