ceo,country,employees,founded,industry,link,name,revenue
Christophe Beck,United States,"47,000",1923,Business Services & Supplies,https://www.forbes.com/companies/ecolab,Ecolab,$12.7B
Zhi Ming Li,China,"113,234",2003,Drugs & Biotechnology,https://www.forbes.com/companies/sinopharm-group,Sinopharm Group,$80.8B
Lai Chun Wang,China,"137,284",2004,Technology Hardware & Equipment,https://www.forbes.com/companies/luxshare-precision-industry,Luxshare Precision Industry,$23.9B
Xiao Ping Lü,China,"32,105",1996,Construction,https://www.forbes.com/companies/seazen-group,Seazen Group,$26.4B
Jeffrey Steven Sloan,United States,"25,000",2000,Business Services & Supplies,https://www.forbes.com/companies/global-payments,Global Payments,$8.5B
Hong Shui Sun,China,"115,325",2014,Construction,https://www.forbes.com/companies/china-energy-engineering,China Energy Engineering,$49.8B
Olivier Andriès,France,"76,800",1984,Aerospace & Defense,https://www.forbes.com/companies/safran,Safran,$17.9B
Douglas L. Peterson,United States,"22,850",1888,Business Services & Supplies,https://www.forbes.com/companies/sp-global,S&P Global,$8.3B
Stephen D. Steinour,United States,"18,442",1866,Banking,https://www.forbes.com/companies/huntington-bank,Huntington Bank,$6.4B
Marc Grandisson,Bermuda,"5,200",1995,Insurance,https://www.forbes.com/companies/arch-capital-group,Arch Capital Group,$8.9B
Laura L. Prieskorn,United States,"3,500",Not found,Diversified Financials,https://www.forbes.com/companies/jackson-financial,Jackson Financial,$8.8B
Chanan Friedman,Israel,"8,516",1902,Banking,https://www.forbes.com/companies/bank-leumi,Bank Leumi,$5.8B
Dave S. Regnery,Ireland,"39,557",1885,Conglomerates,https://www.forbes.com/companies/trane-technologies,Trane Technologies,$14.1B
Antoine Frérot,France,"220,000",1853,Utilities,https://www.forbes.com/companies/veolia-environnement,Veolia Environnement,$33.7B
Gregory D. Johnson,United States,"83,636",1957,Retailing,https://www.forbes.com/companies/oreilly-automotive,O'Reilly Automotive,$13.3B
Michel Vounatsos,United States,"9,610",1978,Drugs & Biotechnology,https://www.forbes.com/companies/biogen-idec,Biogen,$10.4B
Arthur Sadoun,France,"79,051",1926,Media,https://www.forbes.com/companies/publicis-groupe,Publicis Groupe,$13.9B
Keum Choon Soo,South Korea,"4,751",1952,Trading Companies,https://www.forbes.com/companies/hanwha,Hanwha,$46.1B
James Calvin O'Rourke,United States,"13,000",2004,"Construction, Oil & Gas Operations, Mining and Chemicals",https://www.forbes.com/companies/mosaic,The Mosaic Company,$12.4B
Gopal Vittal,India,"48,600",1995,Telecommunications Services,https://www.forbes.com/companies/bharti-airtel,Bharti Airtel,$15B
Hong Chen Han,China,"96,108",2004,Transportation,https://www.forbes.com/companies/daqin-railway,Daqin Railway,$11.8B
Dara Khosrowshahi,United States,"29,300",2009,IT Software & Services,https://www.forbes.com/companies/uber,Uber,$17.5B
Jean-Marc Chery,Switzerland,"48,000",1987,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment",https://www.forbes.com/companies/stmicroelectronics,STMicroelectronics,$12.8B
Jun Can Huang,China,"11,763",1988,Construction,https://www.forbes.com/companies/gemdale,Gemdale,$14.3B
Hans de Cuyper,Belgium,"10,101",1824,Insurance,https://www.forbes.com/companies/ageas,Ageas,$14.4B
Tzu Liang,Taiwan,Not found,1988,Technology Hardware & Equipment,https://www.forbes.com/companies/quanta-computer,Quanta Computer,$40.4B
Galen G. Weston Jr.,Canada,"215,000",1882,Food Markets,https://www.forbes.com/companies/george-weston,George Weston,$43.4B
Devin W. Stockfish,United States,"9,214",1900,Diversified Financials,https://www.forbes.com/companies/weyerhaeuser,Weyerhaeuser,$10.2B
Seung-il Cheong,South Korea,Not found,1915,Utilities,https://www.forbes.com/companies/korea-electric-power,Korea Electric Power,$52.9B
Lachlan Keith Murdoch,United States,"9,000",2015,Media,https://www.forbes.com/companies/fox,Fox,$13.6B
Seiji Izumisawa,Japan,"79,974",1934,Capital Goods,https://www.forbes.com/companies/mitsubishi-heavy-industries,Mitsubishi Heavy Industries,$34.1B
Mark D. Millet,United States,"10,640",1993,"Engineering, Manufacturing",https://www.forbes.com/companies/steel-dynamics,Steel Dynamics,$20.4B
Akinori Yamamoto,Japan,"8,380",1972,Technology Hardware & Equipment,https://www.forbes.com/companies/keyence,Keyence,$6.4B
Zhen Guo Li,China,"46,631",2000,Semiconductors,https://www.forbes.com/companies/longi-green-energy-technology,Longi Green Energy Technology,$11.8B
Laxman Narasimhan MBA,United Kingdom,"52,303",1823,Household & Personal Products,https://www.forbes.com/companies/reckitt-benckiser-group,Reckitt Benckiser Group,$18.2B
Pramod Agrawal,India,"259,016",1973,Materials,https://www.forbes.com/companies/coal-india,Coal India,$14B
Kanshiro Toyoda,Japan,"118,359",1949,Consumer Durables,https://www.forbes.com/companies/aisin-seiki,Aisin Seiki,$35.4B
Arthur William Stein,United States,"3,030",2004,Diversified Financials,https://www.forbes.com/companies/digital-realty-trust,Digital Realty Trust,$4.8B
Günter Karl Butschek,India,"50,837",1945,Consumer Durables,https://www.forbes.com/companies/tata-motors,Tata Motors,$39B
Kazuhiro Higashi,Japan,"20,308",2001,Banking,https://www.forbes.com/companies/resona-holdings,Resona Holdings,$7.5B
David E. Simon,United States,"3,300",1993,Diversified Financials,https://www.forbes.com/companies/simon-property-group,Simon Property Group,$5.1B
Jong-Won Yoon,South Korea,"12,603",1961,Banking,https://www.forbes.com/companies/industrial-bank-of-korea,Industrial Bank of Korea,$9.4B
Richard Kendall Lancaster,Hong Kong,"8,116",1901,Utilities,https://www.forbes.com/companies/clp-holdings,CLP Holdings,$10.8B
Isam Jassim Al-Sager,Kuwait,Not found,1952,Banking,https://www.forbes.com/companies/national-bank-of-kuwait,National Bank of Kuwait ,$3.8B
Kuan Moon Yuen,Singapore,"22,000",1879,Telecommunications Services,https://www.forbes.com/companies/singtel,SingTel,$11.8B
Brian Armstrong,United States,"3,730",2012,IT Software & Services,https://www.forbes.com/companies/coinbase,Coinbase,$7.8B
David J. Lesar,United States,"12,901",1882,Utilities,https://www.forbes.com/companies/centerpoint-energy,CenterPoint Energy,$8.4B
Robert Wilt,Saudi Arabia,Not found,1997,Materials,https://www.forbes.com/companies/saudi-arabian-mining,Saudi Arabian Mining,$7.1B
Jian De Gong,China,"14,723",1999,Diversified Financials,https://www.forbes.com/companies/china-cinda-asset-management,China Cinda Asset Management,$10.3B
Ichiro Itoh,Japan,"44,497",1931,Chemicals,https://www.forbes.com/companies/asahi-kasei,Asahi Kasei,$21.8B
Takayuki Morita,Japan,"114,714",1899,Technology Hardware & Equipment,https://www.forbes.com/companies/nec,NEC,$27.7B
J. Scott Kirby,United States,"84,100",1968,Transportation,https://www.forbes.com/companies/united-airlines-holdings,United Airlines Holdings,$29B
William J. Hornbuckle,United States,"59,000",1986,"Hotels, Restaurants & Leisure",https://www.forbes.com/companies/mgm-resorts,MGM Resorts,$9.7B
"Dimitri de Vreeze, Géraldine Matchett",Netherlands,"21,358",1902,Materials,https://www.forbes.com/companies/dsm,DSM,$10.9B
Ririek Adriansyah,Indonesia,"20,884",1965,Telecommunications Services,https://www.forbes.com/companies/telkom-indonesia,Telkom Indonesia,$10B
Daniel Obajtek,Poland,"32,701",1999,Oil & Gas Operations,https://www.forbes.com/companies/pkn-orlen,PKN Orlen,$34.1B
Hong Bo Shang,China,"15,198",1999,Diversified Financials,https://www.forbes.com/companies/guotai-junan-securities,Guotai Junan Securities,$6.7B
Hilde Merete Aasheim,Norway,"31,264",1905,Materials,https://www.forbes.com/companies/norsk-hydro,Norsk Hydro,$16.9B
Chien Nan Lin,Taiwan,Not found,1954,Chemicals,https://www.forbes.com/companies/formosa-plastics,Formosa Plastics,$9.8B
Mauricio Gutierrez,United States,"6,635",1989,Utilities,https://www.forbes.com/companies/nrg-energy,NRG Energy,$26.9B
Ah Lek Tay,Malaysia,"19,000",1966,Banking,https://www.forbes.com/companies/public-bank,Public Bank,$4.5B
Dong Sheng Li,China,"48,471",1981,Technology Hardware & Equipment,https://www.forbes.com/companies/tcl,TCL ,$25.3B
Yi Zhou,China,"14,372",1990,Diversified Financials,https://www.forbes.com/companies/huatai-securities,Huatai Securities,$6B
Steven Cahillane,United States,"31,000",1906,"Food, Soft Beverages, Alcohol & Tobacco",https://www.forbes.com/companies/kellogg,Kellogg,$14.2B
", Osamu Tsuji",China,"59,159",Not found,"Food, Drink & Tobacco",https://www.forbes.com/companies/inner-mongolia-yili,Inner Mongolia Yili ,$16.5B
Mark Julian Read,United Kingdom,"109,382",1971,Media,https://www.forbes.com/companies/wpp,WPP,$17.6B
John D. Wren,United States,"71,700",1986,Media,https://www.forbes.com/companies/omnicom-group,Omnicom Group,$14.3B
Toshinori Abe,Japan,"24,775",1960,Construction,https://www.forbes.com/companies/sekisui-house,Sekisui House,$23.4B
Jack A. Fusco,United States,"1,550",1983,Oil & Gas Operations,https://www.forbes.com/companies/cheniere-energy,Cheniere Energy,$17.6B
Stefan Widing,Sweden,"44,133",1862,Capital Goods,https://www.forbes.com/companies/sandvik,Sandvik,$11.6B
Roongrote Rangsiyopash,Thailand,Not found,1913,Chemicals,https://www.forbes.com/companies/siam-cement,Siam Cement,$16.6B
Tetsuro Tomita,Japan,"71,973",1987,Transportation,https://www.forbes.com/companies/east-japan-railway,East Japan Railway,$17.7B
Ala'a Mohamed Atta Khalil Eraiqat,United Arab Emirates,"6,500",1985,Banking,https://www.forbes.com/companies/abu-dhabi-commercial,Abu Dhabi Commercial Bank,$4.2B
Ren Fu Zhang,China,"10,701",1997,Banking,https://www.forbes.com/companies/huishang-bank,Huishang Bank,$10.3B
Feng Ying Wang,China,"77,934",1984,Consumer Durables,https://www.forbes.com/companies/great-wall-motor,Great Wall Motor ,$20.5B
Jun Li,China,"11,631",1988,Diversified Financials,https://www.forbes.com/companies/haitong-securities,Haitong Securities,$7.8B
Shohei Yamazaki,China,"122,061",1969,Consumer Durables,https://www.forbes.com/companies/dongfeng-motor-group,Dongfeng Motor Group,$17.5B
Chunlei He,China,"49,431",1996,Insurance,https://www.forbes.com/companies/china-reinsurance-group,China Reinsurance Group,$25.4B
"Ka Kit Lee, Ka Shing Lee",Hong Kong,"10,059",1976,Construction,https://www.forbes.com/companies/henderson-land,Henderson Land,$3.1B
Young-Hyun Jun,South Korea,"11,315",1970,Technology Hardware & Equipment,https://www.forbes.com/companies/samsung-sdi,Samsung SDI,$11.8B
David G. Hutchens,Canada,"9,000",1987,Utilities,https://www.forbes.com/companies/fortis-canada,Fortis (Canada),$7.5B
Young Sang Ryu,South Korea,"5,339",1984,Telecommunications Services,https://www.forbes.com/companies/sk-telecom,SK Telecom,$14.6B
Melchert Frans Groot,Netherlands,"51,397",1977,Diversified Financials,https://www.forbes.com/companies/hal-trust,HAL Trust,$8.7B
Roberto Balls Sallouti,Brazil,Not found,1979,Diversified Financials,https://www.forbes.com/companies/banco-btg-pactual,Banco Btg Pactual,$2.7B
Lorenzo Simonelli,United States,"54,000",1987,"Construction, Oil & Gas Operations, Mining and Chemicals",https://www.forbes.com/companies/baker-hughes-company,Baker Hughes Company,$20.6B
Patrick J. Gallagher Jr.,United States,"39,000",2016,Insurance,https://www.forbes.com/companies/gallagher,Gallagher,$8.1B
Juan C. Andrade,Bermuda,"1,947",1999,Insurance,https://www.forbes.com/companies/everest-re-group,Everest Re Group,$11.9B
Richard Adam Norwitt,United States,"90,000",1932,Technology Hardware & Equipment,https://www.forbes.com/companies/amphenol,Amphenol,$10.9B
Robert Isom,United States,"123,400",1930,Transportation and Logistics,https://www.forbes.com/companies/american-airlines-group,American Airlines Group,$34.8B
Richard P. Wallace,United States,"10,000",1997,"IT, Internet, Software & Services",https://www.forbes.com/companies/kla,KLA,$8.2B
Kenji Yasukawa,Japan,"15,455",2005,Drugs & Biotechnology,https://www.forbes.com/companies/astellas-pharma,Astellas Pharma,$11.8B
Tatsuo Higuchi,Japan,"33,226",1950,Drugs & Biotechnology,https://www.forbes.com/companies/otsuka-holding,Otsuka Holding,$13.6B
Not found,China,"11,826",2005,Banking,https://www.forbes.com/companies/china-bohai-bank,China Bohai Bank,$10.6B
Kattiya Indaravijaya,Thailand,Not found,1993,Banking,https://www.forbes.com/companies/kasikornbank,Kasikornbank,$8.1B
Dov Kotler,Israel,"8,535",1921,Banking,https://www.forbes.com/companies/bank-hapoalim,Bank Hapoalim,$5.6B
Meg O’Neill,Australia,"3,684",1954,Oil & Gas Operations,https://www.forbes.com/companies/woodside-petroleum,Woodside Petroleum,$7B
Chak Pui Kam,Hong Kong,"31,968",2000,Transportation,https://www.forbes.com/companies/mtr,MTR,$6.1B
Nail Ulfatovich Maganov,Russia,Not found,1950,Oil & Gas Operations,https://www.forbes.com/companies/tatneft,Tatneft,$17.4B
Ravinder Singh Dhillon,India,552,1986,Business Services & Supplies,https://www.forbes.com/companies/power-finance,Power Finance,$10.1B
Kristin C. Peck,United States,"12,100",1952,Drugs & Biotechnology,https://www.forbes.com/companies/zoetis,Zoetis,$7.8B
Pierre-Alain Ruffieux,Switzerland,"16,218",1897,Drugs & Biotechnology,https://www.forbes.com/companies/lonza-group,Lonza Group,$5.9B
Benoit de Ruffray,France,"72,000",1992,Construction,https://www.forbes.com/companies/eiffage,Eiffage,$22.7B
Osamu Ishitobi,Japan,"34,743",1913,Chemicals,https://www.forbes.com/companies/sumitomo-chemical,Sumitomo Chemical,$24.4B
Reshma Kewalramani,United States,"3,900",1989,Drugs & Biotechnology,https://www.forbes.com/companies/vertex-pharmaceuticals,Vertex Pharmaceuticals,$7.6B
Joseph Dominguez,United States,"11,696",Not found,Utilities,https://www.forbes.com/companies/constellation-energy,Constellation Energy,$19.6B
Feng Lin,China,"7,300",2000,Construction,https://www.forbes.com/companies/cifi-holdings-group,CIFI Holdings Group,$16.8B
Johann Strobl,Austria,"46,185",2010,Banking,https://www.forbes.com/companies/raiffeisen-bank-international,Raiffeisen Bank International,$9.1B
Marc R. Bitzer,United States,"69,000",1911,Consumer Durables,https://www.forbes.com/companies/whirlpool,Whirlpool,$22B
Christian Bruch,Germany,"92,000",1866,Capital Goods,https://www.forbes.com/companies/siemens-energy,Siemens Energy,$32.5B
David B. Sewell,United States,"49,900",2015,Materials,https://www.forbes.com/companies/westrock,WestRock,$19.3B
Young-Moo Choi,South Korea,"5,818",1952,Insurance,https://www.forbes.com/companies/samsung-fire-marine,Samsung Fire & Marine,$18.3B
David B. Burritt,United States,"24,540",1901,Materials,https://www.forbes.com/companies/us-steel,US Steel,$20.4B
Jussi Pesonen,Finland,"16,966",1978,Materials,https://www.forbes.com/companies/upm-kymmene,UPM-Kymmene,$11.6B
Wen Chin Lue,Taiwan,Not found,1965,Chemicals,https://www.forbes.com/companies/formosa-chemicals,Formosa Chemicals,$13.1B
Jun Kim,South Korea,"1,353",1962,Oil & Gas Operations,https://www.forbes.com/companies/sk-innovation,SK Innovation ,$40.9B
Allison Kirkby,Sweden,"19,566",1966,Telecommunications Services,https://www.forbes.com/companies/telia,Telia,$10.3B
Kenji Nakagome,Japan,"12,242",2004,Insurance,https://www.forbes.com/companies/td-holdings,T&D Holdings,$20.3B
Antonio Huertas Mejías,Spain,"32,341",1935,Insurance,https://www.forbes.com/companies/mapfre,Mapfre,$23.5B
C Vijayakumar,India,"181,919",1976,IT Software & Services,https://www.forbes.com/companies/hcl-technologies,HCL Technologies,$11.2B
Junji Takashima,Japan,"13,530",1949,Construction,https://www.forbes.com/companies/sumitomo-realty,Sumitomo Realty,$8.4B
Albert Yuan Chao,United States,"14,550",1986,Chemicals,https://www.forbes.com/companies/westlake-chemical,Westlake Chemical,$11.8B
Marc Jeffrey Rowan,United States,"1,509",1990,Diversified Financials,https://www.forbes.com/companies/apollo-global-management,Apollo Global Management,$4.8B
Matthew John Flannery,United States,"20,400",1997,Business Services & Supplies,https://www.forbes.com/companies/united-rentals,United Rentals,$9.7B
Travis D. Stice,United States,870,2007,Oil & Gas Operations,https://www.forbes.com/companies/diamondback-energy,Diamondback Energy,$6.8B
Judith F. Marks,United States,"70,000",1853,"Engineering, Manufacturing",https://www.forbes.com/companies/otis-worldwide,Otis Worldwide,$14.3B
Jian Zhong Liu,China,"14,905",2008,Banking,https://www.forbes.com/companies/chongqing-rural-bank,Chongqing Rural Bank,$8.7B
Daniel W. Fisher,United States,"24,300",1880,Materials,https://www.forbes.com/companies/ball,Ball,$13.9B
Annica Bresky,Finland,"22,094",1996,Materials,https://www.forbes.com/companies/stora-enso,Stora Enso,$12B
Chih Chien Hsieh,Taiwan,Not found,Not found,Transportation,https://www.forbes.com/companies/yang-ming-marine-transport,Yang Ming Marine Transport,$11.9B
Andrew David Briggs,United Kingdom,"1,249",1857,Insurance,https://www.forbes.com/companies/phoenix-group-holdings,Phoenix Group Holdings,$33.5B
Thierry Delaporte,India,"200,000",1945,IT Software & Services,https://www.forbes.com/companies/wipro,Wipro,$10.1B
